event_id; type; stop_id; line_id; line_direction; period
98; "departure"; 7; 71; <; 60
99; "arrival"; 7; 42; >; 60
100; "arrival"; 8; 77; >; 60
101; "departure"; 3; 42; <; 60
102; "departure"; 8; 72; <; 60
103; "arrival"; 301; 80; >; 10
104; "departure"; 302; 80; <; 10
105; "arrival"; 4; 16; >; 60
106; "arrival"; 6; 72; >; 60
107; "departure"; 12; 79; >; 10
108; "arrival"; 8; 16; >; 60
109; "departure"; 1; 25; >; 30
110; "departure"; 24; 18; >; 60
111; "departure"; 26; 77; <; 60
112; "arrival"; 7; 42; <; 60
113; "arrival"; 31; 71; <; 60
114; "arrival"; 28; 77; <; 60
115; "arrival"; 12; 67; >; 15
116; "departure"; 19; 30; <; 60
117; "departure"; 19; 16; <; 60
118; "departure"; 69; 74; >; 60
119; "departure"; 6; 70; >; 60
120; "departure"; 6; 72; <; 60
121; "departure"; 10; 18; <; 60
122; "arrival"; 7; 63; >; 60
123; "arrival"; 8; 46; >; 20
124; "arrival"; 33; 16; <; 60
125; "departure"; 25; 80; >; 10
126; "departure"; 29; 67; >; 15
127; "arrival"; 19; 8; <; 30
128; "arrival"; 22; 80; <; 10
129; "arrival"; 9; 38; >; 10
130; "arrival"; 4; 30; >; 60
131; "departure"; 21; 80; <; 10
132; "departure"; 19; 30; >; 60
133; "arrival"; 303; 80; >; 10
134; "departure"; 69; 25; >; 30
135; "arrival"; 8; 29; <; 60
136; "arrival"; 8; 29; >; 60
137; "arrival"; 69; 46; >; 20
138; "arrival"; 8; 8; >; 30
139; "departure"; 22; 29; <; 60
140; "departure"; 8; 80; <; 10
141; "departure"; 26; 8; <; 30
142; "departure"; 69; 25; <; 30
143; "departure"; 19; 8; <; 30
144; "arrival"; 7; 25; >; 30
145; "arrival"; 68; 38; >; 10
146; "departure"; 8; 8; >; 30
147; "arrival"; 21; 80; >; 10
148; "departure"; 9; 38; >; 10
149; "arrival"; 34; 29; >; 60
150; "arrival"; 4; 63; <; 60
151; "arrival"; 68; 25; <; 30
152; "arrival"; 27; 16; <; 60
153; "arrival"; 14; 18; >; 60
154; "arrival"; 27; 72; <; 60
155; "departure"; 8; 29; >; 60
156; "departure"; 8; 46; >; 20
157; "arrival"; 50; 46; <; 20
158; "arrival"; 2; 42; <; 60
159; "arrival"; 40; 8; >; 30
160; "departure"; 8; 46; <; 20
161; "arrival"; 40; 25; <; 30
162; "arrival"; 11; 25; <; 30
163; "departure"; 22; 80; <; 10
164; "departure"; 303; 80; >; 10
165; "departure"; 20; 74; >; 60
166; "arrival"; 9; 38; <; 10
167; "departure"; 69; 46; >; 20
168; "departure"; 8; 29; <; 60
169; "arrival"; 5; 70; <; 60
170; "arrival"; 29; 71; >; 60
171; "departure"; 40; 38; >; 10
172; "arrival"; 8; 74; >; 60
173; "departure"; 28; 18; >; 60
174; "departure"; 29; 79; <; 10
175; "departure"; 25; 80; <; 10
176; "arrival"; 24; 8; >; 30
177; "arrival"; 69; 74; <; 60
178; "arrival"; 21; 80; <; 10
179; "arrival"; 14; 52; >; 60
180; "arrival"; 26; 77; >; 60
181; "arrival"; 307; 80; <; 10
182; "departure"; 302; 80; >; 10
183; "arrival"; 69; 29; >; 60
184; "departure"; 21; 81; <; 10
185; "departure"; 8; 63; <; 60
186; "arrival"; 13; 71; >; 60
187; "arrival"; 6; 70; <; 60
188; "departure"; 11; 8; >; 30
189; "arrival"; 30; 18; >; 60
190; "departure"; 17; 70; >; 60
191; "arrival"; 1; 80; >; 10
192; "arrival"; 27; 16; >; 60
193; "arrival"; 68; 25; >; 30
194; "arrival"; 69; 74; >; 60
195; "arrival"; 6; 70; >; 60
196; "arrival"; 22; 80; >; 10
197; "departure"; 5; 70; >; 60
198; "arrival"; 11; 81; <; 10
199; "arrival"; 26; 30; >; 60
200; "arrival"; 303; 80; <; 10
201; "arrival"; 27; 50; <; 60
202; "departure"; 20; 80; >; 10
203; "arrival"; 1; 25; <; 30
204; "departure"; 308; 52; >; 60
205; "departure"; 4; 63; >; 60
206; "departure"; 346; 80; >; 10
207; "departure"; 32; 30; <; 60
208; "departure"; 28; 52; <; 60
209; "departure"; 33; 63; >; 60
210; "arrival"; 17; 42; <; 60
211; "departure"; 8; 63; >; 60
212; "departure"; 23; 77; >; 60
213; "arrival"; 53; 46; <; 20
214; "departure"; 21; 81; >; 10
215; "arrival"; 69; 25; >; 30
216; "arrival"; 8; 46; <; 20
217; "departure"; 7; 46; <; 20
218; "arrival"; 25; 80; >; 10
219; "departure"; 68; 25; >; 30
220; "arrival"; 19; 30; >; 60
221; "departure"; 30; 18; >; 60
222; "departure"; 6; 70; <; 60
223; "departure"; 13; 71; >; 60
224; "departure"; 17; 42; >; 60
225; "departure"; 27; 16; >; 60
226; "departure"; 40; 81; <; 10
227; "departure"; 29; 71; >; 60
228; "departure"; 11; 81; <; 10
229; "arrival"; 19; 16; <; 60
230; "arrival"; 19; 30; <; 60
231; "departure"; 14; 52; >; 60
232; "departure"; 69; 74; <; 60
233; "departure"; 26; 77; >; 60
234; "arrival"; 10; 18; <; 60
235; "arrival"; 6; 72; <; 60
236; "departure"; 24; 8; >; 30
237; "departure"; 10; 77; <; 60
238; "arrival"; 22; 29; <; 60
239; "departure"; 27; 50; <; 60
240; "arrival"; 69; 25; <; 30
241; "departure"; 53; 46; <; 20
242; "arrival"; 29; 67; <; 15
243; "departure"; 22; 80; >; 10
244; "arrival"; 26; 8; <; 30
245; "departure"; 1; 25; <; 30
246; "departure"; 69; 29; >; 60
247; "departure"; 307; 80; <; 10
248; "departure"; 303; 80; <; 10
249; "departure"; 1; 80; >; 10
250; "departure"; 8; 16; >; 60
251; "departure"; 7; 42; >; 60
252; "arrival"; 1; 80; <; 10
253; "arrival"; 50; 74; >; 60
254; "arrival"; 339; 71; >; 60
255; "arrival"; 32; 18; >; 60
256; "departure"; 4; 16; >; 60
257; "departure"; 7; 42; <; 60
258; "arrival"; 69; 46; <; 20
259; "departure"; 10; 18; >; 60
260; "departure"; 31; 71; <; 60
261; "arrival"; 11; 8; <; 30
262; "arrival"; 33; 72; >; 60
263; "arrival"; 4; 72; >; 60
264; "departure"; 28; 77; <; 60
265; "arrival"; 8; 71; <; 60
266; "arrival"; 40; 8; <; 30
267; "arrival"; 53; 74; >; 60
268; "arrival"; 339; 71; <; 60
269; "arrival"; 30; 77; >; 60
270; "departure"; 301; 80; >; 10
271; "arrival"; 13; 71; <; 60
272; "departure"; 8; 42; <; 60
273; "departure"; 300; 80; >; 10
274; "arrival"; 29; 71; <; 60
275; "departure"; 33; 72; <; 60
276; "departure"; 6; 72; >; 60
277; "departure"; 7; 67; >; 15
278; "arrival"; 20; 79; <; 10
279; "arrival"; 11; 25; >; 30
280; "arrival"; 34; 29; <; 60
281; "departure"; 28; 18; <; 60
282; "arrival"; 33; 63; <; 60
283; "departure"; 29; 79; >; 10
284; "departure"; 4; 30; <; 60
285; "arrival"; 23; 77; <; 60
286; "arrival"; 40; 52; <; 60
287; "arrival"; 14; 18; <; 60
288; "departure"; 50; 74; <; 60
289; "arrival"; 34; 38; >; 10
290; "arrival"; 301; 80; <; 10
291; "arrival"; 2; 29; >; 60
292; "arrival"; 27; 72; >; 60
293; "arrival"; 18; 71; <; 60
294; "arrival"; 17; 70; <; 60
295; "arrival"; 2; 8; >; 30
296; "arrival"; 40; 52; >; 60
297; "departure"; 7; 63; <; 60
298; "arrival"; 11; 52; >; 60
299; "arrival"; 30; 8; <; 30
300; "arrival"; 32; 30; >; 60
301; "departure"; 20; 79; >; 10
302; "departure"; 307; 80; >; 10
303; "arrival"; 3; 42; <; 60
304; "departure"; 11; 38; >; 10
305; "arrival"; 375; 25; <; 30
306; "arrival"; 302; 80; <; 10
307; "arrival"; 7; 71; <; 60
308; "arrival"; 10; 77; >; 60
309; "arrival"; 23; 8; <; 30
310; "departure"; 19; 8; >; 30
311; "departure"; 23; 16; <; 60
312; "arrival"; 24; 18; >; 60
313; "departure"; 24; 77; >; 60
314; "departure"; 32; 72; >; 60
315; "departure"; 33; 16; >; 60
316; "departure"; 30; 18; <; 60
317; "arrival"; 8; 30; >; 60
318; "departure"; 40; 25; >; 30
319; "departure"; 18; 71; >; 60
320; "arrival"; 26; 77; <; 60
321; "departure"; 28; 52; >; 60
322; "departure"; 30; 8; >; 30
323; "departure"; 2; 42; >; 60
324; "departure"; 24; 77; <; 60
325; "arrival"; 5; 72; <; 60
326; "arrival"; 36; 79; <; 10
327; "departure"; 7; 25; <; 30
328; "arrival"; 7; 46; >; 20
329; "arrival"; 12; 79; >; 10
330; "departure"; 32; 72; <; 60
331; "departure"; 23; 16; >; 60
332; "arrival"; 1; 25; >; 30
333; "arrival"; 8; 8; <; 30
334; "arrival"; 4; 50; >; 60
335; "arrival"; 22; 29; >; 60
336; "arrival"; 8; 50; >; 60
337; "departure"; 8; 74; <; 60
338; "arrival"; 26; 8; >; 30
339; "arrival"; 14; 77; <; 60
340; "departure"; 10; 8; <; 30
341; "departure"; 4; 16; <; 60
342; "departure"; 15; 71; <; 60
343; "arrival"; 20; 80; <; 10
344; "departure"; 24; 18; <; 60
345; "arrival"; 27; 30; <; 60
346; "departure"; 21; 79; >; 10
347; "arrival"; 19; 77; <; 60
348; "arrival"; 8; 50; <; 60
349; "arrival"; 23; 8; >; 30
350; "departure"; 5; 72; >; 60
351; "arrival"; 70; 81; <; 10
352; "arrival"; 19; 77; >; 60
353; "departure"; 3; 70; <; 60
354; "departure"; 26; 30; <; 60
355; "arrival"; 28; 77; >; 60
356; "departure"; 283; 70; >; 60
357; "departure"; 26; 16; <; 60
358; "departure"; 283; 72; <; 60
359; "departure"; 3; 42; >; 60
360; "departure"; 7; 71; >; 60
361; "departure"; 15; 71; >; 60
362; "arrival"; 2; 50; >; 60
363; "arrival"; 14; 77; >; 60
364; "departure"; 7; 67; <; 15
365; "arrival"; 28; 8; >; 30
366; "departure"; 12; 79; <; 10
367; "departure"; 23; 18; >; 60
368; "arrival"; 2; 70; <; 60
369; "arrival"; 4; 72; <; 60
370; "arrival"; 7; 29; <; 60
371; "departure"; 31; 71; >; 60
372; "arrival"; 53; 74; <; 60
373; "arrival"; 70; 81; >; 10
374; "arrival"; 16; 71; <; 60
375; "departure"; 8; 77; <; 60
376; "arrival"; 2; 70; >; 60
377; "departure"; 346; 80; <; 10
378; "departure"; 4; 50; <; 60
379; "departure"; 5; 79; <; 10
380; "departure"; 10; 8; >; 30
381; "arrival"; 16; 71; >; 60
382; "departure"; 19; 16; >; 60
383; "arrival"; 30; 77; <; 60
384; "departure"; 21; 79; <; 10
385; "arrival"; 8; 42; >; 60
386; "arrival"; 28; 8; <; 30
387; "departure"; 23; 18; <; 60
388; "departure"; 283; 72; >; 60
389; "arrival"; 28; 52; >; 60
390; "arrival"; 24; 77; >; 60
391; "departure"; 308; 77; >; 60
392; "arrival"; 40; 25; >; 30
393; "arrival"; 23; 16; <; 60
394; "arrival"; 30; 18; <; 60
395; "departure"; 53; 74; <; 60
396; "arrival"; 23; 16; >; 60
397; "departure"; 70; 81; >; 10
398; "arrival"; 30; 8; >; 30
399; "arrival"; 11; 38; >; 10
400; "arrival"; 308; 52; <; 60
401; "arrival"; 32; 72; >; 60
402; "departure"; 2; 70; <; 60
403; "departure"; 36; 80; >; 10
404; "departure"; 4; 72; <; 60
405; "arrival"; 36; 80; <; 10
406; "departure"; 14; 77; >; 60
407; "departure"; 8; 42; >; 60
408; "arrival"; 19; 8; >; 30
409; "departure"; 16; 71; >; 60
410; "departure"; 28; 8; <; 30
411; "arrival"; 5; 79; >; 10
412; "departure"; 28; 8; >; 30
413; "arrival"; 18; 71; >; 60
414; "departure"; 7; 29; >; 60
415; "departure"; 30; 77; <; 60
416; "arrival"; 32; 72; <; 60
417; "departure"; 2; 70; >; 60
418; "arrival"; 24; 77; <; 60
419; "arrival"; 308; 18; <; 60
420; "arrival"; 2; 42; >; 60
421; "departure"; 16; 71; <; 60
422; "departure"; 301; 80; <; 10
423; "arrival"; 8; 16; <; 60
424; "arrival"; 8; 30; <; 60
425; "departure"; 34; 29; <; 60
426; "departure"; 14; 18; <; 60
427; "departure"; 23; 77; <; 60
428; "departure"; 40; 52; <; 60
429; "arrival"; 27; 50; >; 60
430; "arrival"; 3; 70; >; 60
431; "departure"; 32; 30; >; 60
432; "arrival"; 69; 29; <; 60
433; "arrival"; 283; 70; <; 60
434; "arrival"; 68; 38; <; 10
435; "departure"; 20; 79; <; 10
436; "departure"; 13; 71; <; 60
437; "departure"; 1; 80; <; 10
438; "departure"; 30; 8; <; 30
439; "departure"; 40; 52; >; 60
440; "arrival"; 8; 72; >; 60
441; "arrival"; 11; 38; <; 10
442; "arrival"; 14; 52; <; 60
443; "arrival"; 40; 38; <; 10
444; "arrival"; 300; 80; <; 10
445; "arrival"; 26; 16; >; 60
446; "departure"; 18; 71; <; 60
447; "arrival"; 24; 8; <; 30
448; "departure"; 17; 70; <; 60
449; "departure"; 11; 25; >; 30
450; "departure"; 27; 72; >; 60
451; "arrival"; 11; 81; >; 10
452; "arrival"; 53; 46; >; 20
453; "departure"; 68; 38; <; 10
454; "departure"; 283; 70; <; 60
455; "arrival"; 7; 67; <; 15
456; "arrival"; 12; 79; <; 10
457; "departure"; 69; 29; <; 60
458; "departure"; 50; 46; >; 20
459; "departure"; 12; 42; <; 60
460; "arrival"; 31; 71; >; 60
461; "arrival"; 375; 38; <; 10
462; "arrival"; 19; 16; >; 60
463; "departure"; 3; 70; >; 60
464; "arrival"; 15; 71; >; 60
465; "departure"; 26; 16; >; 60
466; "departure"; 8; 16; <; 60
467; "arrival"; 283; 72; <; 60
468; "departure"; 300; 80; <; 10
469; "arrival"; 36; 81; <; 10
470; "departure"; 8; 30; <; 60
471; "arrival"; 346; 80; <; 10
472; "arrival"; 3; 42; >; 60
473; "departure"; 27; 50; >; 60
474; "arrival"; 7; 71; >; 60
475; "arrival"; 21; 79; <; 10
476; "departure"; 24; 8; <; 30
477; "departure"; 40; 38; <; 10
478; "departure"; 11; 38; <; 10
479; "departure"; 29; 71; <; 60
480; "arrival"; 283; 72; >; 60
481; "arrival"; 5; 71; >; 60
482; "arrival"; 308; 77; <; 60
483; "arrival"; 4; 50; <; 60
484; "departure"; 14; 52; <; 60
485; "arrival"; 8; 70; >; 60
486; "arrival"; 23; 18; <; 60
487; "departure"; 53; 46; >; 20
488; "departure"; 375; 38; >; 10
489; "departure"; 11; 81; >; 10
490; "arrival"; 23; 18; >; 60
491; "arrival"; 32; 16; >; 60
492; "arrival"; 10; 8; >; 30
