# event_id; type; stop_id; line_id; line_direction; line_freq_repetition
77; "departure"; 23; 2; <; 2
78; "arrival"; 24; 2; <; 2
79; "departure"; 24; 2; <; 2
80; "arrival"; 25; 2; <; 2
81; "departure"; 11; 6; >; 1
82; "arrival"; 12; 6; >; 1
83; "departure"; 12; 6; >; 1
84; "arrival"; 13; 6; >; 1
85; "departure"; 13; 6; >; 1
86; "arrival"; 8; 6; >; 1
87; "departure"; 8; 6; >; 1
88; "arrival"; 3; 6; >; 1
89; "departure"; 3; 6; >; 1
90; "arrival"; 2; 6; >; 1
91; "departure"; 2; 6; >; 1
92; "arrival"; 1; 6; >; 1
93; "departure"; 11; 6; >; 2
94; "arrival"; 12; 6; >; 2
95; "departure"; 12; 6; >; 2
96; "arrival"; 13; 6; >; 2
97; "departure"; 13; 6; >; 2
98; "arrival"; 8; 6; >; 2
99; "departure"; 8; 6; >; 2
100; "arrival"; 3; 6; >; 2
101; "departure"; 3; 6; >; 2
102; "arrival"; 2; 6; >; 2
103; "departure"; 2; 6; >; 2
104; "arrival"; 1; 6; >; 2
105; "departure"; 1; 6; <; 1
106; "arrival"; 2; 6; <; 1
107; "departure"; 2; 6; <; 1
108; "arrival"; 3; 6; <; 1
109; "departure"; 3; 6; <; 1
110; "arrival"; 8; 6; <; 1
111; "departure"; 8; 6; <; 1
112; "arrival"; 13; 6; <; 1
113; "departure"; 13; 6; <; 1
114; "arrival"; 12; 6; <; 1
115; "departure"; 12; 6; <; 1
116; "arrival"; 11; 6; <; 1
117; "departure"; 1; 6; <; 2
118; "arrival"; 2; 6; <; 2
119; "departure"; 2; 6; <; 2
120; "arrival"; 3; 6; <; 2
121; "departure"; 3; 6; <; 2
122; "arrival"; 8; 6; <; 2
123; "departure"; 8; 6; <; 2
124; "arrival"; 13; 6; <; 2
125; "departure"; 13; 6; <; 2
126; "arrival"; 12; 6; <; 2
127; "departure"; 12; 6; <; 2
128; "arrival"; 11; 6; <; 2
129; "departure"; 15; 12; >; 1
130; "arrival"; 14; 12; >; 1
131; "departure"; 14; 12; >; 1
132; "arrival"; 13; 12; >; 1
133; "departure"; 13; 12; >; 1
134; "arrival"; 8; 12; >; 1
135; "departure"; 8; 12; >; 1
136; "arrival"; 9; 12; >; 1
137; "departure"; 9; 12; >; 1
138; "arrival"; 10; 12; >; 1
139; "departure"; 10; 12; <; 1
140; "arrival"; 9; 12; <; 1
141; "departure"; 9; 12; <; 1
142; "arrival"; 8; 12; <; 1
143; "departure"; 8; 12; <; 1
144; "arrival"; 13; 12; <; 1
145; "departure"; 13; 12; <; 1
146; "arrival"; 14; 12; <; 1
147; "departure"; 14; 12; <; 1
148; "arrival"; 15; 12; <; 1
149; "departure"; 10; 15; >; 1
150; "arrival"; 9; 15; >; 1
151; "departure"; 9; 15; >; 1
152; "arrival"; 8; 15; >; 1
153; "departure"; 8; 15; >; 1
154; "arrival"; 3; 15; >; 1
155; "departure"; 3; 15; >; 1
156; "arrival"; 2; 15; >; 1
157; "departure"; 2; 15; >; 1
158; "arrival"; 1; 15; >; 1
159; "departure"; 1; 15; <; 1
160; "arrival"; 2; 15; <; 1
161; "departure"; 2; 15; <; 1
162; "arrival"; 3; 15; <; 1
163; "departure"; 3; 15; <; 1
164; "arrival"; 8; 15; <; 1
165; "departure"; 8; 15; <; 1
166; "arrival"; 9; 15; <; 1
167; "departure"; 9; 15; <; 1
168; "arrival"; 10; 15; <; 1
169; "departure"; 1; 29; >; 1
170; "arrival"; 2; 29; >; 1
171; "departure"; 2; 29; >; 1
172; "arrival"; 3; 29; >; 1
173; "departure"; 3; 29; >; 1
174; "arrival"; 8; 29; >; 1
175; "departure"; 8; 29; >; 1
176; "arrival"; 13; 29; >; 1
177; "departure"; 13; 29; >; 1
178; "arrival"; 18; 29; >; 1
179; "departure"; 18; 29; >; 1
180; "arrival"; 23; 29; >; 1
181; "departure"; 23; 29; >; 1
182; "arrival"; 24; 29; >; 1
183; "departure"; 24; 29; >; 1
184; "arrival"; 25; 29; >; 1
185; "departure"; 1; 29; >; 2
186; "arrival"; 2; 29; >; 2
187; "departure"; 2; 29; >; 2
188; "arrival"; 3; 29; >; 2
189; "departure"; 3; 29; >; 2
190; "arrival"; 8; 29; >; 2
191; "departure"; 8; 29; >; 2
192; "arrival"; 13; 29; >; 2
193; "departure"; 13; 29; >; 2
194; "arrival"; 18; 29; >; 2
195; "departure"; 18; 29; >; 2
196; "arrival"; 23; 29; >; 2
197; "departure"; 23; 29; >; 2
198; "arrival"; 24; 29; >; 2
199; "departure"; 24; 29; >; 2
200; "arrival"; 25; 29; >; 2
201; "departure"; 25; 29; <; 1
202; "arrival"; 24; 29; <; 1
203; "departure"; 24; 29; <; 1
204; "arrival"; 23; 29; <; 1
205; "departure"; 23; 29; <; 1
206; "arrival"; 18; 29; <; 1
207; "departure"; 18; 29; <; 1
208; "arrival"; 13; 29; <; 1
209; "departure"; 13; 29; <; 1
210; "arrival"; 8; 29; <; 1
211; "departure"; 8; 29; <; 1
212; "arrival"; 3; 29; <; 1
213; "departure"; 3; 29; <; 1
214; "arrival"; 2; 29; <; 1
215; "departure"; 2; 29; <; 1
216; "arrival"; 1; 29; <; 1
217; "departure"; 25; 29; <; 2
218; "arrival"; 24; 29; <; 2
219; "departure"; 24; 29; <; 2
220; "arrival"; 23; 29; <; 2
221; "departure"; 23; 29; <; 2
222; "arrival"; 18; 29; <; 2
223; "departure"; 18; 29; <; 2
224; "arrival"; 13; 29; <; 2
225; "departure"; 13; 29; <; 2
226; "arrival"; 8; 29; <; 2
227; "departure"; 8; 29; <; 2
228; "arrival"; 3; 29; <; 2
229; "departure"; 3; 29; <; 2
230; "arrival"; 2; 29; <; 2
231; "departure"; 2; 29; <; 2
232; "arrival"; 1; 29; <; 2
233; "departure"; 6; 30; >; 1
234; "arrival"; 7; 30; >; 1
235; "departure"; 7; 30; >; 1
236; "arrival"; 8; 30; >; 1
237; "departure"; 8; 30; >; 1
238; "arrival"; 13; 30; >; 1
239; "departure"; 13; 30; >; 1
240; "arrival"; 18; 30; >; 1
241; "departure"; 18; 30; >; 1
242; "arrival"; 19; 30; >; 1
243; "departure"; 19; 30; >; 1
244; "arrival"; 20; 30; >; 1
245; "departure"; 6; 30; >; 2
246; "arrival"; 7; 30; >; 2
247; "departure"; 7; 30; >; 2
248; "arrival"; 8; 30; >; 2
249; "departure"; 8; 30; >; 2
250; "arrival"; 13; 30; >; 2
251; "departure"; 13; 30; >; 2
252; "arrival"; 18; 30; >; 2
253; "departure"; 18; 30; >; 2
254; "arrival"; 19; 30; >; 2
255; "departure"; 19; 30; >; 2
256; "arrival"; 20; 30; >; 2
257; "departure"; 6; 30; >; 3
258; "arrival"; 7; 30; >; 3
259; "departure"; 7; 30; >; 3
260; "arrival"; 8; 30; >; 3
261; "departure"; 8; 30; >; 3
262; "arrival"; 13; 30; >; 3
263; "departure"; 13; 30; >; 3
264; "arrival"; 18; 30; >; 3
265; "departure"; 18; 30; >; 3
266; "arrival"; 19; 30; >; 3
267; "departure"; 19; 30; >; 3
268; "arrival"; 20; 30; >; 3
269; "departure"; 20; 30; <; 1
270; "arrival"; 19; 30; <; 1
271; "departure"; 19; 30; <; 1
272; "arrival"; 18; 30; <; 1
273; "departure"; 18; 30; <; 1
274; "arrival"; 13; 30; <; 1
275; "departure"; 13; 30; <; 1
276; "arrival"; 8; 30; <; 1
277; "departure"; 8; 30; <; 1
278; "arrival"; 7; 30; <; 1
279; "departure"; 7; 30; <; 1
280; "arrival"; 6; 30; <; 1
281; "departure"; 20; 30; <; 2
282; "arrival"; 19; 30; <; 2
283; "departure"; 19; 30; <; 2
284; "arrival"; 18; 30; <; 2
285; "departure"; 18; 30; <; 2
286; "arrival"; 13; 30; <; 2
287; "departure"; 13; 30; <; 2
288; "arrival"; 8; 30; <; 2
289; "departure"; 8; 30; <; 2
290; "arrival"; 7; 30; <; 2
291; "departure"; 7; 30; <; 2
292; "arrival"; 6; 30; <; 2
293; "departure"; 20; 30; <; 3
294; "arrival"; 19; 30; <; 3
295; "departure"; 19; 30; <; 3
296; "arrival"; 18; 30; <; 3
297; "departure"; 18; 30; <; 3
298; "arrival"; 13; 30; <; 3
299; "departure"; 13; 30; <; 3
300; "arrival"; 8; 30; <; 3
301; "departure"; 8; 30; <; 3
302; "arrival"; 7; 30; <; 3
303; "departure"; 7; 30; <; 3
304; "arrival"; 6; 30; <; 3
305; "departure"; 16; 32; >; 1
306; "arrival"; 17; 32; >; 1
307; "departure"; 17; 32; >; 1
308; "arrival"; 18; 32; >; 1
309; "departure"; 18; 32; >; 1
310; "arrival"; 13; 32; >; 1
311; "departure"; 13; 32; >; 1
312; "arrival"; 8; 32; >; 1
313; "departure"; 8; 32; >; 1
314; "arrival"; 9; 32; >; 1
315; "departure"; 9; 32; >; 1
316; "arrival"; 10; 32; >; 1
317; "departure"; 10; 32; <; 1
318; "arrival"; 9; 32; <; 1
319; "departure"; 9; 32; <; 1
320; "arrival"; 8; 32; <; 1
321; "departure"; 8; 32; <; 1
322; "arrival"; 13; 32; <; 1
323; "departure"; 13; 32; <; 1
324; "arrival"; 18; 32; <; 1
325; "departure"; 18; 32; <; 1
326; "arrival"; 17; 32; <; 1
327; "departure"; 17; 32; <; 1
328; "arrival"; 16; 32; <; 1
329; "departure"; 21; 33; >; 1
330; "arrival"; 22; 33; >; 1
331; "departure"; 22; 33; >; 1
332; "arrival"; 23; 33; >; 1
333; "departure"; 23; 33; >; 1
334; "arrival"; 18; 33; >; 1
335; "departure"; 18; 33; >; 1
336; "arrival"; 13; 33; >; 1
337; "departure"; 13; 33; >; 1
338; "arrival"; 8; 33; >; 1
339; "departure"; 8; 33; >; 1
340; "arrival"; 3; 33; >; 1
341; "departure"; 3; 33; >; 1
342; "arrival"; 4; 33; >; 1
343; "departure"; 4; 33; >; 1
344; "arrival"; 5; 33; >; 1
345; "departure"; 21; 33; >; 2
346; "arrival"; 22; 33; >; 2
347; "departure"; 22; 33; >; 2
348; "arrival"; 23; 33; >; 2
349; "departure"; 23; 33; >; 2
350; "arrival"; 18; 33; >; 2
351; "departure"; 18; 33; >; 2
352; "arrival"; 13; 33; >; 2
353; "departure"; 13; 33; >; 2
354; "arrival"; 8; 33; >; 2
355; "departure"; 8; 33; >; 2
356; "arrival"; 3; 33; >; 2
357; "departure"; 3; 33; >; 2
358; "arrival"; 4; 33; >; 2
359; "departure"; 4; 33; >; 2
360; "arrival"; 5; 33; >; 2
361; "departure"; 5; 33; <; 1
362; "arrival"; 4; 33; <; 1
363; "departure"; 4; 33; <; 1
364; "arrival"; 3; 33; <; 1
365; "departure"; 3; 33; <; 1
366; "arrival"; 8; 33; <; 1
367; "departure"; 8; 33; <; 1
368; "arrival"; 13; 33; <; 1
369; "departure"; 13; 33; <; 1
370; "arrival"; 18; 33; <; 1
371; "departure"; 18; 33; <; 1
372; "arrival"; 23; 33; <; 1
373; "departure"; 23; 33; <; 1
374; "arrival"; 22; 33; <; 1
375; "departure"; 22; 33; <; 1
376; "arrival"; 21; 33; <; 1
377; "departure"; 5; 33; <; 2
378; "arrival"; 4; 33; <; 2
379; "departure"; 4; 33; <; 2
380; "arrival"; 3; 33; <; 2
381; "departure"; 3; 33; <; 2
382; "arrival"; 8; 33; <; 2
383; "departure"; 8; 33; <; 2
384; "arrival"; 13; 33; <; 2
385; "departure"; 13; 33; <; 2
386; "arrival"; 18; 33; <; 2
387; "departure"; 18; 33; <; 2
388; "arrival"; 23; 33; <; 2
389; "departure"; 23; 33; <; 2
390; "arrival"; 22; 33; <; 2
391; "departure"; 22; 33; <; 2
392; "arrival"; 21; 33; <; 2
