# activity_index; type; from_event; to_event; lower_bound; upper_bound
53; "drive"; 55; 56; 6; 8
54; "wait"; 56; 57; 0; 3
55; "drive"; 57; 58; 6; 8
56; "wait"; 58; 59; 0; 3
57; "drive"; 59; 60; 6; 8
58; "drive"; 61; 62; 6; 8
59; "wait"; 62; 63; 0; 3
60; "drive"; 63; 64; 6; 8
61; "wait"; 64; 65; 0; 3
62; "drive"; 65; 66; 6; 8
63; "wait"; 66; 67; 0; 3
64; "drive"; 67; 68; 6; 8
65; "wait"; 68; 69; 0; 3
66; "drive"; 69; 70; 6; 8
67; "wait"; 70; 71; 0; 3
68; "drive"; 71; 72; 6; 8
69; "wait"; 72; 73; 0; 3
70; "drive"; 73; 74; 6; 8
71; "wait"; 74; 75; 0; 3
72; "drive"; 75; 76; 6; 8
73; "wait"; 76; 77; 0; 3
74; "drive"; 77; 78; 6; 8
75; "wait"; 78; 79; 0; 3
76; "drive"; 79; 80; 6; 8
77; "drive"; 81; 82; 6; 8
78; "wait"; 82; 83; 0; 3
79; "drive"; 83; 84; 6; 8
80; "wait"; 84; 85; 0; 3
81; "drive"; 85; 86; 6; 8
82; "wait"; 86; 87; 0; 3
83; "drive"; 87; 88; 6; 8
84; "wait"; 88; 89; 0; 3
85; "drive"; 89; 90; 6; 8
86; "wait"; 90; 91; 0; 3
87; "drive"; 91; 92; 6; 8
88; "drive"; 93; 94; 6; 8
89; "wait"; 94; 95; 0; 3
90; "drive"; 95; 96; 6; 8
91; "wait"; 96; 97; 0; 3
92; "drive"; 97; 98; 6; 8
93; "wait"; 98; 99; 0; 3
94; "drive"; 99; 100; 6; 8
95; "wait"; 100; 101; 0; 3
96; "drive"; 101; 102; 6; 8
97; "wait"; 102; 103; 0; 3
98; "drive"; 103; 104; 6; 8
99; "drive"; 105; 106; 6; 8
100; "wait"; 106; 107; 0; 3
101; "drive"; 107; 108; 6; 8
102; "wait"; 108; 109; 0; 3
103; "drive"; 109; 110; 6; 8
104; "wait"; 110; 111; 0; 3
105; "drive"; 111; 112; 6; 8
106; "wait"; 112; 113; 0; 3
107; "drive"; 113; 114; 6; 8
108; "wait"; 114; 115; 0; 3
109; "drive"; 115; 116; 6; 8
110; "drive"; 117; 118; 6; 8
111; "wait"; 118; 119; 0; 3
112; "drive"; 119; 120; 6; 8
113; "wait"; 120; 121; 0; 3
114; "drive"; 121; 122; 6; 8
115; "wait"; 122; 123; 0; 3
116; "drive"; 123; 124; 6; 8
117; "wait"; 124; 125; 0; 3
118; "drive"; 125; 126; 6; 8
119; "wait"; 126; 127; 0; 3
120; "drive"; 127; 128; 6; 8
121; "drive"; 129; 130; 6; 8
122; "wait"; 130; 131; 0; 3
123; "drive"; 131; 132; 6; 8
124; "wait"; 132; 133; 0; 3
125; "drive"; 133; 134; 6; 8
126; "wait"; 134; 135; 0; 3
127; "drive"; 135; 136; 6; 8
128; "wait"; 136; 137; 0; 3
129; "drive"; 137; 138; 6; 8
130; "drive"; 139; 140; 6; 8
131; "wait"; 140; 141; 0; 3
132; "drive"; 141; 142; 6; 8
133; "wait"; 142; 143; 0; 3
134; "drive"; 143; 144; 6; 8
135; "wait"; 144; 145; 0; 3
136; "drive"; 145; 146; 6; 8
137; "wait"; 146; 147; 0; 3
138; "drive"; 147; 148; 6; 8
139; "drive"; 149; 150; 6; 8
140; "wait"; 150; 151; 0; 3
141; "drive"; 151; 152; 6; 8
142; "wait"; 152; 153; 0; 3
143; "drive"; 153; 154; 6; 8
144; "wait"; 154; 155; 0; 3
145; "drive"; 155; 156; 6; 8
146; "wait"; 156; 157; 0; 3
147; "drive"; 157; 158; 6; 8
148; "drive"; 159; 160; 6; 8
149; "wait"; 160; 161; 0; 3
150; "drive"; 161; 162; 6; 8
151; "wait"; 162; 163; 0; 3
152; "drive"; 163; 164; 6; 8
153; "wait"; 164; 165; 0; 3
154; "drive"; 165; 166; 6; 8
155; "wait"; 166; 167; 0; 3
156; "drive"; 167; 168; 6; 8
157; "drive"; 169; 170; 6; 8
158; "wait"; 170; 171; 0; 3
159; "drive"; 171; 172; 6; 8
160; "wait"; 172; 173; 0; 3
161; "drive"; 173; 174; 6; 8
162; "wait"; 174; 175; 0; 3
163; "drive"; 175; 176; 6; 8
164; "wait"; 176; 177; 0; 3
165; "drive"; 177; 178; 6; 8
166; "wait"; 178; 179; 0; 3
167; "drive"; 179; 180; 6; 8
168; "wait"; 180; 181; 0; 3
169; "drive"; 181; 182; 6; 8
170; "wait"; 182; 183; 0; 3
171; "drive"; 183; 184; 6; 8
172; "drive"; 185; 186; 6; 8
173; "wait"; 186; 187; 0; 3
174; "drive"; 187; 188; 6; 8
175; "wait"; 188; 189; 0; 3
176; "drive"; 189; 190; 6; 8
177; "wait"; 190; 191; 0; 3
178; "drive"; 191; 192; 6; 8
179; "wait"; 192; 193; 0; 3
180; "drive"; 193; 194; 6; 8
181; "wait"; 194; 195; 0; 3
182; "drive"; 195; 196; 6; 8
183; "wait"; 196; 197; 0; 3
184; "drive"; 197; 198; 6; 8
185; "wait"; 198; 199; 0; 3
186; "drive"; 199; 200; 6; 8
187; "drive"; 201; 202; 6; 8
188; "wait"; 202; 203; 0; 3
189; "drive"; 203; 204; 6; 8
190; "wait"; 204; 205; 0; 3
191; "drive"; 205; 206; 6; 8
192; "wait"; 206; 207; 0; 3
193; "drive"; 207; 208; 6; 8
194; "wait"; 208; 209; 0; 3
195; "drive"; 209; 210; 6; 8
196; "wait"; 210; 211; 0; 3
197; "drive"; 211; 212; 6; 8
198; "wait"; 212; 213; 0; 3
199; "drive"; 213; 214; 6; 8
200; "wait"; 214; 215; 0; 3
201; "drive"; 215; 216; 6; 8
202; "drive"; 217; 218; 6; 8
203; "wait"; 218; 219; 0; 3
204; "drive"; 219; 220; 6; 8
205; "wait"; 220; 221; 0; 3
206; "drive"; 221; 222; 6; 8
207; "wait"; 222; 223; 0; 3
208; "drive"; 223; 224; 6; 8
209; "wait"; 224; 225; 0; 3
210; "drive"; 225; 226; 6; 8
211; "wait"; 226; 227; 0; 3
212; "drive"; 227; 228; 6; 8
213; "wait"; 228; 229; 0; 3
214; "drive"; 229; 230; 6; 8
215; "wait"; 230; 231; 0; 3
216; "drive"; 231; 232; 6; 8
217; "drive"; 233; 234; 6; 8
218; "wait"; 234; 235; 0; 3
219; "drive"; 235; 236; 6; 8
220; "wait"; 236; 237; 0; 3
221; "drive"; 237; 238; 6; 8
222; "wait"; 238; 239; 0; 3
223; "drive"; 239; 240; 6; 8
224; "wait"; 240; 241; 0; 3
225; "drive"; 241; 242; 6; 8
226; "wait"; 242; 243; 0; 3
227; "drive"; 243; 244; 6; 8
228; "drive"; 245; 246; 6; 8
229; "wait"; 246; 247; 0; 3
230; "drive"; 247; 248; 6; 8
231; "wait"; 248; 249; 0; 3
232; "drive"; 249; 250; 6; 8
233; "wait"; 250; 251; 0; 3
234; "drive"; 251; 252; 6; 8
235; "wait"; 252; 253; 0; 3
236; "drive"; 253; 254; 6; 8
237; "wait"; 254; 255; 0; 3
238; "drive"; 255; 256; 6; 8
239; "drive"; 257; 258; 6; 8
240; "wait"; 258; 259; 0; 3
241; "drive"; 259; 260; 6; 8
242; "wait"; 260; 261; 0; 3
243; "drive"; 261; 262; 6; 8
244; "wait"; 262; 263; 0; 3
245; "drive"; 263; 264; 6; 8
246; "wait"; 264; 265; 0; 3
247; "drive"; 265; 266; 6; 8
248; "wait"; 266; 267; 0; 3
249; "drive"; 267; 268; 6; 8
250; "drive"; 269; 270; 6; 8
251; "wait"; 270; 271; 0; 3
252; "drive"; 271; 272; 6; 8
253; "wait"; 272; 273; 0; 3
254; "drive"; 273; 274; 6; 8
255; "wait"; 274; 275; 0; 3
256; "drive"; 275; 276; 6; 8
257; "wait"; 276; 277; 0; 3
258; "drive"; 277; 278; 6; 8
259; "wait"; 278; 279; 0; 3
260; "drive"; 279; 280; 6; 8
261; "drive"; 281; 282; 6; 8
262; "wait"; 282; 283; 0; 3
263; "drive"; 283; 284; 6; 8
264; "wait"; 284; 285; 0; 3
265; "drive"; 285; 286; 6; 8
266; "wait"; 286; 287; 0; 3
267; "drive"; 287; 288; 6; 8
268; "wait"; 288; 289; 0; 3
269; "drive"; 289; 290; 6; 8
270; "wait"; 290; 291; 0; 3
271; "drive"; 291; 292; 6; 8
272; "drive"; 293; 294; 6; 8
273; "wait"; 294; 295; 0; 3
274; "drive"; 295; 296; 6; 8
275; "wait"; 296; 297; 0; 3
276; "drive"; 297; 298; 6; 8
277; "wait"; 298; 299; 0; 3
278; "drive"; 299; 300; 6; 8
279; "wait"; 300; 301; 0; 3
280; "drive"; 301; 302; 6; 8
281; "wait"; 302; 303; 0; 3
282; "drive"; 303; 304; 6; 8
283; "drive"; 305; 306; 6; 8
284; "wait"; 306; 307; 0; 3
285; "drive"; 307; 308; 6; 8
286; "wait"; 308; 309; 0; 3
287; "drive"; 309; 310; 6; 8
288; "wait"; 310; 311; 0; 3
289; "drive"; 311; 312; 6; 8
290; "wait"; 312; 313; 0; 3
291; "drive"; 313; 314; 6; 8
292; "wait"; 314; 315; 0; 3
293; "drive"; 315; 316; 6; 8
294; "drive"; 317; 318; 6; 8
295; "wait"; 318; 319; 0; 3
296; "drive"; 319; 320; 6; 8
297; "wait"; 320; 321; 0; 3
298; "drive"; 321; 322; 6; 8
299; "wait"; 322; 323; 0; 3
300; "drive"; 323; 324; 6; 8
301; "wait"; 324; 325; 0; 3
302; "drive"; 325; 326; 6; 8
303; "wait"; 326; 327; 0; 3
304; "drive"; 327; 328; 6; 8
305; "drive"; 329; 330; 6; 8
306; "wait"; 330; 331; 0; 3
307; "drive"; 331; 332; 6; 8
308; "wait"; 332; 333; 0; 3
309; "drive"; 333; 334; 6; 8
310; "wait"; 334; 335; 0; 3
311; "drive"; 335; 336; 6; 8
312; "wait"; 336; 337; 0; 3
313; "drive"; 337; 338; 6; 8
314; "wait"; 338; 339; 0; 3
315; "drive"; 339; 340; 6; 8
316; "wait"; 340; 341; 0; 3
317; "drive"; 341; 342; 6; 8
318; "wait"; 342; 343; 0; 3
319; "drive"; 343; 344; 6; 8
320; "drive"; 345; 346; 6; 8
321; "wait"; 346; 347; 0; 3
322; "drive"; 347; 348; 6; 8
323; "wait"; 348; 349; 0; 3
324; "drive"; 349; 350; 6; 8
325; "wait"; 350; 351; 0; 3
326; "drive"; 351; 352; 6; 8
327; "wait"; 352; 353; 0; 3
328; "drive"; 353; 354; 6; 8
329; "wait"; 354; 355; 0; 3
330; "drive"; 355; 356; 6; 8
331; "wait"; 356; 357; 0; 3
332; "drive"; 357; 358; 6; 8
333; "wait"; 358; 359; 0; 3
334; "drive"; 359; 360; 6; 8
335; "drive"; 361; 362; 6; 8
336; "wait"; 362; 363; 0; 3
337; "drive"; 363; 364; 6; 8
338; "wait"; 364; 365; 0; 3
339; "drive"; 365; 366; 6; 8
340; "wait"; 366; 367; 0; 3
341; "drive"; 367; 368; 6; 8
342; "wait"; 368; 369; 0; 3
343; "drive"; 369; 370; 6; 8
344; "wait"; 370; 371; 0; 3
345; "drive"; 371; 372; 6; 8
346; "wait"; 372; 373; 0; 3
347; "drive"; 373; 374; 6; 8
348; "wait"; 374; 375; 0; 3
349; "drive"; 375; 376; 6; 8
350; "drive"; 377; 378; 6; 8
351; "wait"; 378; 379; 0; 3
352; "drive"; 379; 380; 6; 8
353; "wait"; 380; 381; 0; 3
354; "drive"; 381; 382; 6; 8
355; "wait"; 382; 383; 0; 3
356; "drive"; 383; 384; 6; 8
357; "wait"; 384; 385; 0; 3
358; "drive"; 385; 386; 6; 8
359; "wait"; 386; 387; 0; 3
360; "drive"; 387; 388; 6; 8
361; "wait"; 388; 389; 0; 3
362; "drive"; 389; 390; 6; 8
363; "wait"; 390; 391; 0; 3
364; "drive"; 391; 392; 6; 8
365; "sync"; 1; 21; 30; 30
366; "sync"; 2; 22; 30; 30
367; "sync"; 3; 23; 30; 30
368; "sync"; 4; 24; 30; 30
369; "sync"; 5; 25; 30; 30
370; "sync"; 6; 26; 30; 30
371; "sync"; 7; 27; 30; 30
372; "sync"; 8; 28; 30; 30
373; "sync"; 9; 29; 30; 30
374; "sync"; 10; 30; 30; 30
375; "sync"; 11; 31; 30; 30
376; "sync"; 12; 32; 30; 30
377; "sync"; 13; 33; 30; 30
378; "sync"; 14; 34; 30; 30
379; "sync"; 15; 35; 30; 30
380; "sync"; 16; 36; 30; 30
381; "sync"; 17; 37; 30; 30
382; "sync"; 18; 38; 30; 30
383; "sync"; 19; 39; 30; 30
384; "sync"; 20; 40; 30; 30
385; "sync"; 41; 61; 30; 30
386; "sync"; 42; 62; 30; 30
387; "sync"; 43; 63; 30; 30
388; "sync"; 44; 64; 30; 30
389; "sync"; 45; 65; 30; 30
390; "sync"; 46; 66; 30; 30
391; "sync"; 47; 67; 30; 30
392; "sync"; 48; 68; 30; 30
393; "sync"; 49; 69; 30; 30
394; "sync"; 50; 70; 30; 30
395; "sync"; 51; 71; 30; 30
396; "sync"; 52; 72; 30; 30
397; "sync"; 53; 73; 30; 30
398; "sync"; 54; 74; 30; 30
399; "sync"; 55; 75; 30; 30
400; "sync"; 56; 76; 30; 30
401; "sync"; 57; 77; 30; 30
402; "sync"; 58; 78; 30; 30
403; "sync"; 59; 79; 30; 30
404; "sync"; 60; 80; 30; 30
405; "sync"; 81; 93; 30; 30
406; "sync"; 82; 94; 30; 30
407; "sync"; 83; 95; 30; 30
408; "sync"; 84; 96; 30; 30
409; "sync"; 85; 97; 30; 30
410; "sync"; 86; 98; 30; 30
411; "sync"; 87; 99; 30; 30
412; "sync"; 88; 100; 30; 30
413; "sync"; 89; 101; 30; 30
414; "sync"; 90; 102; 30; 30
415; "sync"; 91; 103; 30; 30
416; "sync"; 92; 104; 30; 30
417; "sync"; 105; 117; 30; 30
418; "sync"; 106; 118; 30; 30
419; "sync"; 107; 119; 30; 30
420; "sync"; 108; 120; 30; 30
421; "sync"; 109; 121; 30; 30
422; "sync"; 110; 122; 30; 30
423; "sync"; 111; 123; 30; 30
424; "sync"; 112; 124; 30; 30
425; "sync"; 113; 125; 30; 30
426; "sync"; 114; 126; 30; 30
427; "sync"; 115; 127; 30; 30
428; "sync"; 116; 128; 30; 30
429; "sync"; 169; 185; 30; 30
430; "sync"; 170; 186; 30; 30
431; "sync"; 171; 187; 30; 30
432; "sync"; 172; 188; 30; 30
433; "sync"; 173; 189; 30; 30
434; "sync"; 174; 190; 30; 30
435; "sync"; 175; 191; 30; 30
436; "sync"; 176; 192; 30; 30
437; "sync"; 177; 193; 30; 30
438; "sync"; 178; 194; 30; 30
439; "sync"; 179; 195; 30; 30
440; "sync"; 180; 196; 30; 30
441; "sync"; 181; 197; 30; 30
442; "sync"; 182; 198; 30; 30
443; "sync"; 183; 199; 30; 30
444; "sync"; 184; 200; 30; 30
445; "sync"; 201; 217; 30; 30
446; "sync"; 202; 218; 30; 30
447; "sync"; 203; 219; 30; 30
448; "sync"; 204; 220; 30; 30
449; "sync"; 205; 221; 30; 30
450; "sync"; 206; 222; 30; 30
451; "sync"; 207; 223; 30; 30
452; "sync"; 208; 224; 30; 30
453; "sync"; 209; 225; 30; 30
454; "sync"; 210; 226; 30; 30
455; "sync"; 211; 227; 30; 30
456; "sync"; 212; 228; 30; 30
457; "sync"; 213; 229; 30; 30
458; "sync"; 214; 230; 30; 30
459; "sync"; 215; 231; 30; 30
460; "sync"; 216; 232; 30; 30
461; "sync"; 233; 245; 20; 20
462; "sync"; 234; 246; 20; 20
463; "sync"; 235; 247; 20; 20
464; "sync"; 236; 248; 20; 20
465; "sync"; 237; 249; 20; 20
466; "sync"; 238; 250; 20; 20
467; "sync"; 239; 251; 20; 20
468; "sync"; 240; 252; 20; 20
469; "sync"; 241; 253; 20; 20
470; "sync"; 242; 254; 20; 20
471; "sync"; 243; 255; 20; 20
472; "sync"; 244; 256; 20; 20
473; "sync"; 245; 257; 20; 20
474; "sync"; 246; 258; 20; 20
475; "sync"; 247; 259; 20; 20
476; "sync"; 248; 260; 20; 20
477; "sync"; 249; 261; 20; 20
478; "sync"; 250; 262; 20; 20
479; "sync"; 251; 263; 20; 20
480; "sync"; 252; 264; 20; 20
481; "sync"; 253; 265; 20; 20
482; "sync"; 254; 266; 20; 20
483; "sync"; 255; 267; 20; 20
484; "sync"; 256; 268; 20; 20
485; "sync"; 269; 281; 20; 20
486; "sync"; 270; 282; 20; 20
487; "sync"; 271; 283; 20; 20
488; "sync"; 272; 284; 20; 20
489; "sync"; 273; 285; 20; 20
490; "sync"; 274; 286; 20; 20
491; "sync"; 275; 287; 20; 20
492; "sync"; 276; 288; 20; 20
493; "sync"; 277; 289; 20; 20
494; "sync"; 278; 290; 20; 20
495; "sync"; 279; 291; 20; 20
496; "sync"; 280; 292; 20; 20
497; "sync"; 281; 293; 20; 20
498; "sync"; 282; 294; 20; 20
499; "sync"; 283; 295; 20; 20
500; "sync"; 284; 296; 20; 20
501; "sync"; 285; 297; 20; 20
502; "sync"; 286; 298; 20; 20
503; "sync"; 287; 299; 20; 20
504; "sync"; 288; 300; 20; 20
505; "sync"; 289; 301; 20; 20
506; "sync"; 290; 302; 20; 20
507; "sync"; 291; 303; 20; 20
508; "sync"; 292; 304; 20; 20
509; "sync"; 329; 345; 30; 30
510; "sync"; 330; 346; 30; 30
511; "sync"; 331; 347; 30; 30
512; "sync"; 332; 348; 30; 30
513; "sync"; 333; 349; 30; 30
514; "sync"; 334; 350; 30; 30
515; "sync"; 335; 351; 30; 30
516; "sync"; 336; 352; 30; 30
517; "sync"; 337; 353; 30; 30
518; "sync"; 338; 354; 30; 30
519; "sync"; 339; 355; 30; 30
520; "sync"; 340; 356; 30; 30
521; "sync"; 341; 357; 30; 30
522; "sync"; 342; 358; 30; 30
523; "sync"; 343; 359; 30; 30
524; "sync"; 344; 360; 30; 30
525; "sync"; 361; 377; 30; 30
526; "sync"; 362; 378; 30; 30
527; "sync"; 363; 379; 30; 30
528; "sync"; 364; 380; 30; 30
529; "sync"; 365; 381; 30; 30
530; "sync"; 366; 382; 30; 30
531; "sync"; 367; 383; 30; 30
532; "sync"; 368; 384; 30; 30
533; "sync"; 369; 385; 30; 30
534; "sync"; 370; 386; 30; 30
535; "sync"; 371; 387; 30; 30
536; "sync"; 372; 388; 30; 30
537; "sync"; 373; 389; 30; 30
538; "sync"; 374; 390; 30; 30
539; "sync"; 375; 391; 30; 30
540; "sync"; 376; 392; 30; 30
541; "change"; 2; 183; 3; 62
542; "change"; 2; 199; 3; 62
543; "change"; 2; 203; 3; 62
544; "change"; 2; 219; 3; 62
545; "change"; 4; 181; 3; 62
546; "change"; 4; 197; 3; 62
547; "change"; 4; 205; 3; 62
548; "change"; 4; 221; 3; 62
549; "change"; 4; 333; 3; 62
550; "change"; 4; 349; 3; 62
551; "change"; 4; 373; 3; 62
552; "change"; 4; 389; 3; 62
553; "change"; 6; 331; 3; 62
554; "change"; 6; 347; 3; 62
555; "change"; 6; 375; 3; 62
556; "change"; 6; 391; 3; 62
557; "change"; 8; 329; 3; 62
558; "change"; 8; 345; 3; 62
559; "change"; 10; 305; 3; 62
560; "change"; 12; 307; 3; 62
561; "change"; 12; 327; 3; 62
562; "change"; 14; 179; 3; 62
563; "change"; 14; 195; 3; 62
564; "change"; 14; 207; 3; 62
565; "change"; 14; 223; 3; 62
566; "change"; 14; 241; 3; 62
567; "change"; 14; 253; 3; 62
568; "change"; 14; 265; 3; 62
569; "change"; 14; 273; 3; 62
570; "change"; 14; 285; 3; 62
571; "change"; 14; 297; 3; 62
572; "change"; 14; 309; 3; 62
573; "change"; 14; 325; 3; 62
574; "change"; 14; 335; 3; 62
575; "change"; 14; 351; 3; 62
576; "change"; 14; 371; 3; 62
577; "change"; 14; 387; 3; 62
578; "change"; 16; 85; 3; 62
579; "change"; 16; 97; 3; 62
580; "change"; 16; 113; 3; 62
581; "change"; 16; 125; 3; 62
582; "change"; 16; 133; 3; 62
583; "change"; 16; 145; 3; 62
584; "change"; 16; 177; 3; 62
585; "change"; 16; 193; 3; 62
586; "change"; 16; 209; 3; 62
587; "change"; 16; 225; 3; 62
588; "change"; 16; 239; 3; 62
589; "change"; 16; 251; 3; 62
590; "change"; 16; 263; 3; 62
591; "change"; 16; 275; 3; 62
592; "change"; 16; 287; 3; 62
593; "change"; 16; 299; 3; 62
594; "change"; 16; 311; 3; 62
595; "change"; 16; 323; 3; 62
596; "change"; 16; 337; 3; 62
597; "change"; 16; 353; 3; 62
598; "change"; 16; 369; 3; 62
599; "change"; 16; 385; 3; 62
600; "change"; 18; 131; 3; 62
601; "change"; 18; 147; 3; 62
602; "change"; 20; 129; 3; 62
603; "change"; 22; 183; 3; 62
604; "change"; 22; 199; 3; 62
605; "change"; 22; 203; 3; 62
606; "change"; 22; 219; 3; 62
607; "change"; 24; 181; 3; 62
608; "change"; 24; 197; 3; 62
609; "change"; 24; 205; 3; 62
610; "change"; 24; 221; 3; 62
611; "change"; 24; 333; 3; 62
612; "change"; 24; 349; 3; 62
613; "change"; 24; 373; 3; 62
614; "change"; 24; 389; 3; 62
615; "change"; 26; 331; 3; 62
616; "change"; 26; 347; 3; 62
617; "change"; 26; 375; 3; 62
618; "change"; 26; 391; 3; 62
619; "change"; 28; 329; 3; 62
620; "change"; 28; 345; 3; 62
621; "change"; 30; 305; 3; 62
622; "change"; 32; 307; 3; 62
623; "change"; 32; 327; 3; 62
624; "change"; 34; 179; 3; 62
625; "change"; 34; 195; 3; 62
626; "change"; 34; 207; 3; 62
627; "change"; 34; 223; 3; 62
628; "change"; 34; 241; 3; 62
629; "change"; 34; 253; 3; 62
630; "change"; 34; 265; 3; 62
631; "change"; 34; 273; 3; 62
632; "change"; 34; 285; 3; 62
633; "change"; 34; 297; 3; 62
634; "change"; 34; 309; 3; 62
635; "change"; 34; 325; 3; 62
636; "change"; 34; 335; 3; 62
637; "change"; 34; 351; 3; 62
638; "change"; 34; 371; 3; 62
639; "change"; 34; 387; 3; 62
640; "change"; 36; 85; 3; 62
641; "change"; 36; 97; 3; 62
642; "change"; 36; 113; 3; 62
643; "change"; 36; 125; 3; 62
644; "change"; 36; 133; 3; 62
645; "change"; 36; 145; 3; 62
646; "change"; 36; 177; 3; 62
647; "change"; 36; 193; 3; 62
648; "change"; 36; 209; 3; 62
649; "change"; 36; 225; 3; 62
650; "change"; 36; 239; 3; 62
651; "change"; 36; 251; 3; 62
652; "change"; 36; 263; 3; 62
653; "change"; 36; 275; 3; 62
654; "change"; 36; 287; 3; 62
655; "change"; 36; 299; 3; 62
656; "change"; 36; 311; 3; 62
657; "change"; 36; 323; 3; 62
658; "change"; 36; 337; 3; 62
659; "change"; 36; 353; 3; 62
660; "change"; 36; 369; 3; 62
661; "change"; 36; 385; 3; 62
662; "change"; 38; 131; 3; 62
663; "change"; 38; 147; 3; 62
664; "change"; 40; 129; 3; 62
665; "change"; 42; 131; 3; 62
666; "change"; 42; 147; 3; 62
667; "change"; 44; 85; 3; 62
668; "change"; 44; 97; 3; 62
669; "change"; 44; 113; 3; 62
670; "change"; 44; 125; 3; 62
671; "change"; 44; 133; 3; 62
672; "change"; 44; 145; 3; 62
673; "change"; 44; 177; 3; 62
674; "change"; 44; 193; 3; 62
675; "change"; 44; 209; 3; 62
676; "change"; 44; 225; 3; 62
677; "change"; 44; 239; 3; 62
678; "change"; 44; 251; 3; 62
679; "change"; 44; 263; 3; 62
680; "change"; 44; 275; 3; 62
681; "change"; 44; 287; 3; 62
682; "change"; 44; 299; 3; 62
683; "change"; 44; 311; 3; 62
684; "change"; 44; 323; 3; 62
685; "change"; 44; 337; 3; 62
686; "change"; 44; 353; 3; 62
687; "change"; 44; 369; 3; 62
688; "change"; 44; 385; 3; 62
689; "change"; 46; 179; 3; 62
690; "change"; 46; 195; 3; 62
691; "change"; 46; 207; 3; 62
692; "change"; 46; 223; 3; 62
693; "change"; 46; 241; 3; 62
694; "change"; 46; 253; 3; 62
695; "change"; 46; 265; 3; 62
696; "change"; 46; 273; 3; 62
697; "change"; 46; 285; 3; 62
698; "change"; 46; 297; 3; 62
699; "change"; 46; 309; 3; 62
700; "change"; 46; 325; 3; 62
701; "change"; 46; 335; 3; 62
702; "change"; 46; 351; 3; 62
703; "change"; 46; 371; 3; 62
704; "change"; 46; 387; 3; 62
705; "change"; 48; 307; 3; 62
706; "change"; 48; 327; 3; 62
707; "change"; 50; 305; 3; 62
708; "change"; 52; 329; 3; 62
709; "change"; 52; 345; 3; 62
710; "change"; 54; 331; 3; 62
711; "change"; 54; 347; 3; 62
712; "change"; 54; 375; 3; 62
713; "change"; 54; 391; 3; 62
714; "change"; 56; 181; 3; 62
715; "change"; 56; 197; 3; 62
716; "change"; 56; 205; 3; 62
717; "change"; 56; 221; 3; 62
718; "change"; 56; 333; 3; 62
719; "change"; 56; 349; 3; 62
720; "change"; 56; 373; 3; 62
721; "change"; 56; 389; 3; 62
722; "change"; 58; 183; 3; 62
723; "change"; 58; 199; 3; 62
724; "change"; 58; 203; 3; 62
725; "change"; 58; 219; 3; 62
726; "change"; 60; 201; 3; 62
727; "change"; 60; 217; 3; 62
728; "change"; 62; 131; 3; 62
729; "change"; 62; 147; 3; 62
730; "change"; 64; 85; 3; 62
731; "change"; 64; 97; 3; 62
732; "change"; 64; 113; 3; 62
733; "change"; 64; 125; 3; 62
734; "change"; 64; 133; 3; 62
735; "change"; 64; 145; 3; 62
736; "change"; 64; 177; 3; 62
737; "change"; 64; 193; 3; 62
738; "change"; 64; 209; 3; 62
739; "change"; 64; 225; 3; 62
740; "change"; 64; 239; 3; 62
741; "change"; 64; 251; 3; 62
742; "change"; 64; 263; 3; 62
743; "change"; 64; 275; 3; 62
744; "change"; 64; 287; 3; 62
