activity_index; type; from_event; to_event; lower_bound; upper_bound; weight
347; "wait"; 1106; 669; 2; 5; 3547.0
348; "drive"; 669; 410; 9; 9; 8091.0
349; "wait"; 410; 1178; 1; 5; 7866.0
350; "drive"; 1178; 239; 7; 7; 9440.0
351; "wait"; 239; 957; 2; 5; 5030.0
352; "drive"; 957; 727; 8; 8; 19415.0
353; "wait"; 727; 493; 2; 5; 17332.0
354; "drive"; 493; 501; 9; 9; 25109.0
355; "wait"; 501; 26; 1; 5; 16599.0
356; "drive"; 26; 773; 9; 9; 23026.0
357; "wait"; 773; 334; 2; 5; 1817.0
358; "drive"; 334; 703; 5; 5; 19604.0
359; "wait"; 703; 283; 1; 5; 1305.0
360; "drive"; 283; 1148; 29; 29; 4706.0
361; "wait"; 1148; 430; 2; 5; 180.0
362; "drive"; 430; 416; 14; 14; 180.0
363; "wait"; 416; 1200; 1; 5; 59.0
364; "drive"; 1200; 14; 5; 5; 59.0
365; "wait"; 14; 1025; 1; 5; 48.0
366; "drive"; 1025; 682; 11; 11; 4671.0
367; "wait"; 682; 418; 1; 5; 2524.0
368; "drive"; 418; 454; 15; 15; 2524.0
369; "drive"; 1023; 216; 10; 10; 1621.0
370; "wait"; 216; 723; 0; 5; 1565.0
371; "drive"; 723; 370; 19; 19; 1575.0
372; "wait"; 370; 1175; 2; 5; 909.0
373; "drive"; 1175; 573; 15; 15; 1664.0
374; "wait"; 573; 1236; 2; 5; 764.0
375; "drive"; 1236; 199; 14; 14; 1069.0
376; "wait"; 199; 873; 1; 5; 775.0
377; "drive"; 873; 713; 12; 12; 824.0
378; "wait"; 713; 270; 1; 5; 665.0
379; "drive"; 270; 788; 17; 17; 689.0
380; "wait"; 788; 389; 1; 5; 583.0
381; "drive"; 389; 984; 6; 6; 584.0
382; "wait"; 984; 687; 0; 5; 581.0
383; "drive"; 687; 762; 7; 7; 599.0
384; "wait"; 762; 362; 2; 5; 0.0
385; "drive"; 362; 937; 3; 3; 1270.0
386; "wait"; 937; 170; 1; 5; 1212.0
387; "drive"; 170; 1123; 7; 7; 1307.0
388; "drive"; 61; 553; 10; 10; 1899.0
389; "wait"; 553; 1055; 0; 5; 1653.0
390; "drive"; 1055; 684; 19; 19; 1653.0
391; "wait"; 684; 255; 2; 5; 506.0
392; "drive"; 255; 908; 15; 15; 721.0
393; "wait"; 908; 325; 2; 5; 357.0
394; "drive"; 325; 532; 14; 14; 1145.0
395; "wait"; 532; 1045; 1; 5; 877.0
396; "drive"; 1045; 1181; 12; 12; 909.0
397; "wait"; 1181; 619; 1; 5; 752.0
398; "drive"; 619; 990; 17; 17; 793.0
399; "wait"; 990; 693; 1; 5; 750.0
400; "drive"; 693; 221; 13; 13; 799.0
401; "wait"; 221; 757; 2; 5; 0.0
402; "drive"; 757; 1039; 3; 3; 337.0
403; "wait"; 1039; 607; 1; 5; 337.0
404; "drive"; 607; 237; 7; 7; 337.0
405; "drive"; 567; 134; 8; 8; 46.0
406; "wait"; 134; 989; 2; 5; 0.0
407; "drive"; 989; 608; 5; 5; 0.0
408; "wait"; 608; 1233; 0; 5; 0.0
409; "drive"; 1233; 709; 6; 6; 0.0
410; "wait"; 709; 276; 2; 5; 0.0
411; "drive"; 276; 363; 9; 9; 4222.0
412; "wait"; 363; 39; 0; 5; 2316.0
413; "drive"; 39; 257; 15; 15; 3054.0
414; "wait"; 257; 977; 1; 5; 2621.0
415; "drive"; 977; 733; 4; 4; 3535.0
416; "wait"; 733; 476; 1; 5; 3067.0
417; "drive"; 476; 933; 7; 7; 4872.0
418; "wait"; 933; 180; 0; 5; 316.0
419; "drive"; 180; 571; 8; 8; 405.0
420; "wait"; 571; 1065; 0; 5; 0.0
421; "drive"; 1065; 498; 14; 14; 2141.0
422; "wait"; 498; 28; 2; 5; 76.0
423; "drive"; 28; 336; 7; 7; 6769.0
424; "wait"; 336; 52; 0; 5; 2941.0
425; "drive"; 52; 115; 5; 5; 3125.0
426; "wait"; 115; 1101; 0; 5; 2179.0
427; "drive"; 1101; 496; 5; 5; 2179.0
428; "wait"; 496; 35; 1; 5; 1345.0
429; "drive"; 35; 481; 8; 8; 3174.0
430; "wait"; 481; 1; 1; 5; 1204.0
431; "drive"; 1; 381; 18; 18; 8461.0
432; "wait"; 381; 56; 2; 5; 331.0
433; "drive"; 56; 450; 12; 12; 7524.0
434; "wait"; 450; 127; 2; 5; 743.0
435; "drive"; 127; 487; 5; 5; 743.0
436; "wait"; 487; 3; 1; 5; 0.0
437; "drive"; 3; 422; 7; 7; 0.0
438; "drive"; 1040; 931; 8; 9; 8903.0
439; "wait"; 931; 173; 1; 5; 8903.0
440; "drive"; 173; 313; 8; 8; 11714.0
441; "wait"; 313; 850; 1; 5; 8216.0
442; "drive"; 850; 706; 55; 57; 8216.0
443; "drive"; 613; 479; 23; 23; 3141.0
444; "wait"; 479; 4; 2; 5; 326.0
445; "drive"; 4; 875; 16; 16; 326.0
446; "wait"; 875; 103; 1; 5; 0.0
447; "drive"; 103; 583; 55; 55; 0.0
448; "wait"; 583; 1214; 2; 5; 0.0
449; "drive"; 1214; 559; 15; 15; 3191.0
450; "wait"; 559; 1077; 1; 5; 0.0
451; "drive"; 1077; 84; 26; 26; 0.0
452; "drive"; 551; 1078; 15; 15; 948.0
453; "wait"; 1078; 664; 0; 5; 945.0
454; "drive"; 664; 66; 5; 5; 969.0
455; "wait"; 66; 913; 0; 5; 960.0
456; "drive"; 913; 589; 2; 2; 1191.0
457; "wait"; 589; 1248; 0; 5; 1190.0
458; "drive"; 1248; 880; 4; 4; 1225.0
459; "wait"; 880; 102; 1; 5; 1205.0
460; "drive"; 102; 775; 4; 4; 1494.0
461; "wait"; 775; 382; 1; 5; 1379.0
462; "drive"; 382; 212; 15; 15; 4363.0
463; "drive"; 1215; 494; 12; 12; 0.0
464; "wait"; 494; 27; 0; 5; 0.0
465; "drive"; 27; 220; 57; 57; 0.0
466; "drive"; 865; 1062; 7; 7; 24.0
467; "wait"; 1062; 795; 2; 5; 24.0
468; "drive"; 795; 118; 37; 37; 1222.0
469; "wait"; 118; 1096; 2; 5; 1222.0
470; "drive"; 1096; 191; 13; 13; 11119.0
471; "wait"; 191; 870; 2; 5; 4852.0
472; "drive"; 870; 510; 5; 5; 9645.0
473; "wait"; 510; 1149; 1; 5; 2616.0
474; "drive"; 1149; 303; 10; 10; 2676.0
475; "wait"; 303; 803; 1; 5; 863.0
476; "drive"; 803; 696; 9; 9; 1393.0
477; "wait"; 696; 245; 1; 5; 0.0
478; "drive"; 245; 308; 10; 10; 1666.0
479; "wait"; 308; 815; 1; 5; 1036.0
480; "drive"; 815; 502; 13; 13; 1432.0
481; "wait"; 502; 17; 1; 5; 835.0
482; "drive"; 17; 582; 10; 10; 835.0
483; "wait"; 582; 1212; 1; 5; 797.0
484; "drive"; 1212; 704; 15; 15; 9032.0
485; "wait"; 704; 271; 2; 5; 709.0
486; "drive"; 271; 1058; 7; 7; 5554.0
487; "drive"; 1035; 306; 7; 7; 0.0
488; "wait"; 306; 814; 2; 5; 0.0
489; "drive"; 814; 905; 14; 14; 0.0
490; "wait"; 905; 298; 0; 5; 0.0
491; "drive"; 298; 440; 17; 17; 3480.0
492; "wait"; 440; 129; 0; 5; 3480.0
493; "drive"; 129; 101; 11; 11; 12385.0
494; "wait"; 101; 1104; 2; 10; 950.0
495; "drive"; 1104; 197; 14; 14; 4545.0
496; "wait"; 197; 874; 1; 5; 4215.0
497; "drive"; 874; 539; 5; 5; 4876.0
498; "wait"; 539; 1165; 2; 5; 3838.0
499; "drive"; 1165; 287; 9; 9; 5310.0
500; "wait"; 287; 818; 1; 5; 4262.0
501; "drive"; 818; 40; 16; 16; 4845.0
502; "wait"; 40; 907; 2; 5; 3071.0
503; "drive"; 907; 867; 13; 13; 4916.0
504; "wait"; 867; 116; 1; 5; 3268.0
505; "drive"; 116; 341; 9; 9; 7722.0
506; "wait"; 341; 47; 1; 5; 184.0
507; "drive"; 47; 1187; 6; 6; 421.0
508; "wait"; 1187; 621; 1; 5; 0.0
509; "drive"; 621; 901; 11; 11; 572.0
510; "wait"; 901; 288; 2; 5; 52.0
511; "drive"; 288; 1047; 7; 7; 52.0
512; "drive"; 885; 1076; 7; 7; 68.0
513; "wait"; 1076; 658; 2; 5; 68.0
514; "drive"; 658; 431; 14; 14; 4454.0
515; "wait"; 431; 140; 0; 5; 0.0
516; "drive"; 140; 572; 17; 17; 1813.0
517; "wait"; 572; 1227; 0; 5; 34.0
518; "drive"; 1227; 296; 11; 11; 107.0
519; "wait"; 296; 805; 2; 5; 107.0
520; "drive"; 805; 597; 15; 15; 2551.0
521; "wait"; 597; 1247; 1; 5; 648.0
522; "drive"; 1247; 397; 15; 15; 1041.0
523; "wait"; 397; 1192; 1; 5; 376.0
524; "drive"; 1192; 844; 17; 17; 989.0
525; "wait"; 844; 222; 1; 5; 843.0
526; "drive"; 222; 305; 22; 22; 10539.0
527; "wait"; 305; 812; 2; 5; 1419.0
528; "drive"; 812; 1197; 28; 28; 10791.0
529; "wait"; 1197; 509; 1; 5; 10563.0
530; "drive"; 509; 468; 12; 12; 10863.0
531; "wait"; 468; 151; 1; 5; 9735.0
532; "drive"; 151; 1130; 19; 19; 9735.0
533; "drive"; 895; 330; 7; 7; 42.0
534; "wait"; 330; 835; 2; 5; 42.0
535; "drive"; 835; 842; 26; 26; 19605.0
536; "wait"; 842; 225; 1; 5; 19543.0
537; "drive"; 225; 514; 23; 23; 21851.0
538; "wait"; 514; 1155; 1; 5; 21146.0
539; "drive"; 1155; 503; 18; 18; 34048.0
540; "wait"; 503; 20; 2; 5; 30662.0
541; "drive"; 20; 358; 17; 17; 37637.0
542; "wait"; 358; 37; 2; 5; 34652.0
543; "drive"; 37; 764; 13; 13; 44364.0
544; "wait"; 764; 365; 2; 5; 38871.0
545; "drive"; 365; 641; 17; 17; 42921.0
546; "wait"; 641; 1128; 2; 5; 3090.0
547; "drive"; 1128; 1061; 9; 9; 12327.0
548; "wait"; 1061; 770; 2; 5; 1369.0
549; "drive"; 770; 204; 25; 25; 6612.0
550; "wait"; 204; 740; 2; 7; 2496.0
551; "drive"; 740; 1087; 9; 9; 2568.0
552; "wait"; 1087; 674; 1; 5; 2025.0
553; "drive"; 674; 737; 14; 14; 2025.0
554; "wait"; 737; 474; 2; 5; 194.0
555; "drive"; 474; 395; 33; 33; 194.0
556; "wait"; 395; 1184; 2; 5; 0.0
557; "drive"; 1184; 297; 16; 16; 0.0
558; "drive"; 739; 1090; 7; 7; 8008.0
