activity_index; type; from_event; to_event; lower_bound; upper_bound; weight
43; "drive"; 229; 219; 48; 72; 1832.0
44; "wait"; 219; 152; 20; 319; 1043.0
45; "drive"; 152; 177; 56; 84; 1064.0
46; "drive"; 45; 240; 56; 84; 1169.0
47; "wait"; 240; 149; 20; 319; 1160.0
48; "drive"; 149; 165; 48; 72; 2004.0
49; "wait"; 165; 79; 20; 319; 1982.0
50; "drive"; 79; 30; 40; 60; 2657.0
51; "wait"; 30; 62; 20; 319; 2600.0
52; "drive"; 62; 199; 24; 36; 3314.0
53; "wait"; 199; 231; 20; 319; 3263.0
54; "drive"; 231; 186; 32; 48; 3963.0
55; "wait"; 186; 85; 20; 319; 3907.0
56; "drive"; 85; 112; 40; 60; 4670.0
57; "wait"; 112; 1; 20; 319; 4574.0
58; "drive"; 1; 218; 24; 36; 5166.0
59; "wait"; 218; 246; 20; 319; 1585.0
60; "drive"; 246; 137; 40; 60; 2460.0
61; "wait"; 137; 166; 20; 319; 1968.0
62; "drive"; 166; 67; 32; 48; 7325.0
63; "wait"; 67; 23; 20; 319; 6206.0
64; "drive"; 23; 51; 48; 72; 6518.0
65; "wait"; 51; 214; 20; 319; 3614.0
66; "drive"; 214; 223; 32; 48; 4163.0
67; "wait"; 223; 136; 20; 319; 3618.0
68; "drive"; 136; 87; 24; 36; 3673.0
69; "wait"; 87; 122; 20; 319; 3248.0
70; "drive"; 122; 6; 32; 48; 3312.0
71; "wait"; 6; 47; 20; 319; 2951.0
72; "drive"; 47; 250; 24; 36; 2996.0
73; "wait"; 250; 153; 20; 319; 2666.0
74; "drive"; 153; 171; 40; 60; 2745.0
75; "wait"; 171; 70; 20; 319; 2404.0
76; "drive"; 70; 32; 24; 36; 2459.0
77; "wait"; 32; 52; 20; 319; 2061.0
78; "drive"; 52; 202; 24; 36; 2103.0
79; "wait"; 202; 220; 20; 319; 1718.0
80; "drive"; 220; 189; 40; 60; 1751.0
81; "wait"; 189; 89; 20; 319; 1509.0
82; "drive"; 89; 117; 40; 60; 1552.0
83; "wait"; 117; 5; 20; 319; 1277.0
84; "drive"; 5; 37; 32; 48; 1304.0
85; "wait"; 37; 243; 20; 319; 930.0
86; "drive"; 243; 144; 48; 72; 977.0
87; "wait"; 144; 187; 20; 319; 683.0
88; "drive"; 187; 72; 40; 60; 700.0
89; "wait"; 72; 107; 20; 319; 410.0
90; "drive"; 107; 57; 32; 48; 422.0
91; "drive"; 241; 237; 30; 46; 1279.0
92; "wait"; 237; 162; 20; 319; 1279.0
93; "drive"; 162; 248; 30; 46; 2190.0
94; "wait"; 248; 154; 20; 319; 130.0
95; "drive"; 154; 100; 24; 36; 697.0
96; "wait"; 100; 13; 20; 319; 237.0
97; "drive"; 13; 19; 20; 32; 893.0
98; "wait"; 19; 60; 20; 319; 645.0
99; "drive"; 60; 33; 20; 32; 1898.0
100; "wait"; 33; 48; 20; 319; 1296.0
101; "drive"; 48; 130; 22; 34; 11117.0
102; "wait"; 130; 167; 20; 319; 10806.0
103; "drive"; 167; 180; 26; 38; 12914.0
104; "wait"; 180; 91; 20; 319; 4126.0
105; "drive"; 91; 102; 28; 40; 8440.0
106; "wait"; 102; 10; 20; 319; 6253.0
107; "drive"; 10; 27; 22; 34; 6356.0
108; "wait"; 27; 63; 20; 319; 5612.0
109; "drive"; 63; 198; 28; 40; 5778.0
110; "wait"; 198; 232; 20; 319; 4459.0
111; "drive"; 232; 244; 20; 28; 4615.0
112; "wait"; 244; 158; 20; 319; 3839.0
113; "drive"; 158; 164; 24; 36; 3851.0
114; "wait"; 164; 80; 20; 319; 1925.0
115; "drive"; 80; 92; 22; 34; 1964.0
116; "drive"; 210; 234; 22; 34; 1463.0
117; "wait"; 234; 131; 20; 319; 1440.0
118; "drive"; 131; 97; 24; 36; 3013.0
119; "wait"; 97; 115; 20; 319; 2901.0
120; "drive"; 115; 16; 20; 28; 3668.0
121; "wait"; 16; 38; 20; 319; 3495.0
122; "drive"; 38; 195; 28; 40; 4575.0
123; "wait"; 195; 145; 20; 319; 4504.0
124; "drive"; 145; 178; 22; 34; 5656.0
125; "wait"; 178; 95; 20; 319; 5312.0
126; "drive"; 95; 105; 28; 40; 6499.0
127; "wait"; 105; 17; 20; 319; 2104.0
128; "drive"; 17; 211; 26; 38; 6287.0
129; "wait"; 211; 256; 20; 319; 6010.0
130; "drive"; 256; 206; 22; 34; 6591.0
131; "wait"; 206; 225; 20; 319; 975.0
132; "drive"; 225; 76; 20; 32; 1357.0
133; "wait"; 76; 110; 20; 319; 588.0
134; "drive"; 110; 59; 20; 32; 862.0
135; "wait"; 59; 215; 20; 319; 251.0
136; "drive"; 215; 49; 24; 36; 489.0
137; "wait"; 49; 194; 20; 319; 132.0
138; "drive"; 194; 175; 30; 46; 2435.0
139; "wait"; 175; 75; 20; 319; 1161.0
140; "drive"; 75; 31; 30; 46; 1168.0
141; "drive"; 81; 114; 24; 36; 696.0
142; "wait"; 114; 2; 20; 319; 692.0
143; "drive"; 2; 34; 24; 36; 1344.0
144; "wait"; 34; 58; 20; 319; 1332.0
145; "drive"; 58; 168; 24; 36; 1332.0
146; "wait"; 168; 71; 20; 319; 805.0
147; "drive"; 71; 24; 36; 56; 4259.0
148; "wait"; 24; 64; 20; 319; 0.0
149; "drive"; 64; 179; 34; 50; 12239.0
150; "wait"; 179; 99; 20; 319; 7117.0
151; "drive"; 99; 101; 24; 36; 9037.0
152; "wait"; 101; 20; 20; 319; 5274.0
153; "drive"; 20; 21; 28; 40; 6351.0
154; "wait"; 21; 196; 20; 319; 2972.0
155; "drive"; 196; 192; 28; 40; 3187.0
156; "wait"; 192; 230; 20; 319; 1634.0
157; "drive"; 230; 238; 34; 50; 3637.0
158; "wait"; 238; 155; 20; 319; 2103.0
159; "drive"; 155; 159; 26; 38; 3113.0
160; "wait"; 159; 77; 20; 319; 2298.0
161; "drive"; 77; 82; 96; 144; 4253.0
162; "wait"; 82; 124; 20; 319; 3533.0
163; "drive"; 124; 7; 32; 48; 4726.0
164; "drive"; 133; 94; 32; 48; 1403.0
165; "wait"; 94; 119; 20; 319; 1403.0
166; "drive"; 119; 14; 96; 144; 1853.0
167; "wait"; 14; 40; 20; 319; 1715.0
168; "drive"; 40; 252; 26; 38; 3502.0
169; "wait"; 252; 146; 20; 319; 3279.0
170; "drive"; 146; 181; 34; 50; 5006.0
171; "wait"; 181; 68; 20; 319; 2969.0
172; "drive"; 68; 106; 28; 40; 4063.0
173; "wait"; 106; 18; 20; 319; 2817.0
174; "drive"; 18; 209; 28; 40; 4352.0
175; "wait"; 209; 253; 20; 319; 1198.0
176; "drive"; 253; 128; 24; 36; 2132.0
177; "wait"; 128; 173; 20; 319; 1904.0
178; "drive"; 173; 233; 34; 50; 4215.0
179; "wait"; 233; 134; 20; 319; 551.0
180; "drive"; 134; 226; 36; 56; 2627.0
181; "wait"; 226; 139; 20; 319; 97.0
182; "drive"; 139; 254; 24; 36; 572.0
183; "wait"; 254; 150; 20; 319; 71.0
184; "drive"; 150; 176; 24; 36; 146.0
185; "wait"; 176; 74; 20; 319; 31.0
186; "drive"; 74; 28; 24; 36; 161.0
187; "drive"; 174; 182; 24; 36; 0.0
188; "wait"; 182; 93; 20; 319; 0.0
189; "drive"; 93; 104; 24; 36; 0.0
190; "wait"; 104; 11; 20; 319; 0.0
191; "drive"; 11; 236; 24; 36; 587.0
192; "wait"; 236; 157; 20; 319; 0.0
193; "drive"; 157; 126; 36; 56; 2441.0
194; "wait"; 126; 25; 20; 319; 0.0
195; "drive"; 25; 156; 34; 50; 3848.0
196; "wait"; 156; 185; 20; 319; 2266.0
197; "drive"; 185; 78; 24; 36; 5145.0
198; "wait"; 78; 109; 20; 319; 3771.0
199; "drive"; 109; 125; 28; 40; 6828.0
200; "wait"; 125; 22; 20; 319; 5900.0
201; "drive"; 22; 46; 28; 40; 9827.0
202; "wait"; 46; 197; 20; 319; 6770.0
203; "drive"; 197; 217; 34; 50; 8782.0
204; "wait"; 217; 239; 20; 319; 5948.0
205; "drive"; 239; 140; 26; 38; 6023.0
206; "wait"; 140; 161; 20; 319; 3265.0
207; "drive"; 161; 183; 96; 144; 3307.0
208; "wait"; 183; 90; 20; 319; 1602.0
209; "drive"; 90; 108; 32; 48; 1715.0
210; "wait"; 108; 8; 20; 319; 432.0
211; "drive"; 8; 29; 128; 192; 1724.0
212; "wait"; 29; 55; 20; 319; 1221.0
213; "drive"; 55; 200; 32; 48; 1251.0
214; "wait"; 200; 227; 20; 319; 855.0
215; "drive"; 227; 251; 96; 144; 874.0
216; "wait"; 251; 141; 20; 319; 607.0
217; "drive"; 141; 169; 80; 120; 614.0
218; "drive"; 53; 201; 80; 120; 1098.0
219; "wait"; 201; 221; 20; 319; 1084.0
220; "drive"; 221; 132; 96; 144; 2067.0
221; "wait"; 132; 83; 20; 319; 2008.0
222; "drive"; 83; 120; 32; 48; 3111.0
223; "wait"; 120; 36; 20; 319; 3041.0
224; "drive"; 36; 42; 128; 192; 4111.0
225; "wait"; 42; 205; 20; 319; 3944.0
226; "drive"; 205; 147; 32; 48; 3944.0
227; "wait"; 147; 188; 20; 319; 3848.0
228; "drive"; 188; 66; 96; 144; 3848.0
229; "wait"; 66; 111; 20; 319; 3610.0
230; "drive"; 111; 65; 26; 38; 3610.0
231; "wait"; 65; 213; 20; 319; 3361.0
232; "drive"; 213; 235; 34; 50; 3361.0
233; "wait"; 235; 135; 20; 319; 3149.0
234; "drive"; 135; 98; 28; 40; 4657.0
235; "wait"; 98; 121; 20; 319; 4256.0
236; "drive"; 121; 12; 28; 40; 5248.0
237; "wait"; 12; 43; 20; 319; 3869.0
238; "drive"; 43; 249; 24; 36; 7703.0
239; "wait"; 249; 148; 20; 319; 4518.0
240; "drive"; 148; 41; 34; 50; 5169.0
241; "wait"; 41; 203; 20; 319; 575.0
242; "drive"; 203; 216; 36; 56; 926.0
243; "wait"; 216; 245; 20; 319; 51.0
244; "drive"; 245; 56; 24; 36; 463.0
245; "wait"; 56; 191; 20; 319; 209.0
246; "drive"; 191; 224; 24; 36; 468.0
247; "wait"; 224; 138; 20; 319; 78.0
248; "drive"; 138; 84; 24; 36; 111.0
249; "change"; 54; 48; 20; 34; 8164.0
250; "change"; 180; 64; 20; 39; 5555.0
251; "change"; 206; 166; 20; 34; 5074.0
252; "change"; 218; 71; 20; 44; 3116.0
253; "change"; 101; 109; 20; 119; 3057.0
254; "change"; 179; 185; 20; 119; 2879.0
255; "change"; 21; 22; 20; 119; 2815.0
256; "change"; 209; 43; 20; 119; 2653.0
257; "change"; 24; 25; 20; 119; 2510.0
258; "change"; 105; 64; 20; 39; 2392.0
259; "change"; 249; 173; 20; 119; 2311.0
260; "change"; 51; 194; 20; 34; 2101.0
261; "change"; 126; 64; 20; 119; 2062.0
262; "change"; 46; 230; 20; 119; 2003.0
263; "change"; 41; 17; 20; 39; 1972.0
264; "change"; 248; 113; 20; 34; 1853.0
265; "change"; 140; 77; 20; 119; 1710.0
266; "change"; 181; 135; 20; 119; 1508.0
267; "change"; 226; 255; 20; 44; 1501.0
268; "change"; 233; 17; 20; 39; 1469.0
269; "change"; 180; 25; 20; 39; 1338.0
270; "change"; 105; 134; 20; 39; 1308.0
271; "change"; 7; 8; 20; 119; 1245.0
272; "change"; 183; 124; 20; 119; 1193.0
273; "change"; 192; 197; 20; 119; 1173.0
274; "change"; 24; 91; 20; 39; 1163.0
275; "change"; 233; 91; 20; 39; 1085.0
276; "change"; 41; 91; 20; 39; 1063.0
277; "change"; 106; 121; 20; 119; 992.0
278; "change"; 12; 253; 20; 119; 934.0
279; "change"; 156; 99; 20; 119; 766.0
280; "change"; 78; 20; 20; 119; 713.0
281; "change"; 217; 155; 20; 119; 613.0
282; "change"; 33; 204; 20; 34; 509.0
283; "change"; 216; 255; 20; 44; 500.0
284; "change"; 41; 134; 20; 119; 487.0
285; "change"; 88; 154; 20; 34; 454.0
286; "change"; 168; 246; 20; 44; 339.0
287; "change"; 236; 71; 20; 119; 338.0
288; "change"; 226; 245; 20; 119; 279.0
289; "change"; 49; 214; 20; 34; 269.0
290; "change"; 126; 91; 20; 39; 267.0
291; "change"; 254; 191; 20; 119; 259.0
292; "change"; 137; 225; 20; 34; 254.0
293; "change"; 180; 203; 20; 39; 253.0
294; "change"; 125; 196; 20; 119; 215.0
295; "change"; 218; 139; 20; 44; 174.0
296; "change"; 193; 139; 20; 44; 169.0
297; "change"; 248; 214; 20; 34; 165.0
298; "change"; 236; 246; 20; 44; 154.0
299; "change"; 193; 245; 20; 44; 133.0
300; "change"; 88; 194; 20; 34; 129.0
301; "change"; 224; 74; 20; 119; 125.0
302; "change"; 168; 255; 20; 44; 121.0
303; "change"; 233; 203; 20; 119; 98.0
