event_id; type; stop_id; line_id; line_direction; period
178; "arrival"; 31; 2; <; 60
179; "arrival"; 40; 3; >; 100
180; "arrival"; 30; 2; >; 60
181; "arrival"; 43; 3; <; 100
182; "arrival"; 38; 4; >; 100
183; "arrival"; 46; 4; >; 100
184; "arrival"; 8; 1; >; 75
185; "departure"; 40; 4; >; 100
186; "arrival"; 19; 1; <; 75
187; "departure"; 3; 1; <; 75
188; "departure"; 46; 4; <; 100
189; "arrival"; 6; 1; <; 75
190; "departure"; 13; 1; >; 75
191; "departure"; 39; 4; <; 100
192; "arrival"; 43; 3; >; 100
193; "arrival"; 17; 1; >; 75
194; "departure"; 14; 2; <; 60
195; "arrival"; 32; 2; <; 60
196; "departure"; 42; 3; >; 100
197; "departure"; 43; 4; >; 100
198; "arrival"; 33; 2; >; 60
199; "arrival"; 20; 1; <; 75
200; "arrival"; 49; 4; >; 100
201; "arrival"; 50; 4; <; 100
202; "arrival"; 7; 1; <; 75
203; "departure"; 30; 4; <; 100
204; "departure"; 16; 1; >; 75
205; "departure"; 47; 4; <; 100
206; "arrival"; 16; 2; <; 60
207; "departure"; 11; 1; >; 75
208; "arrival"; 22; 1; >; 75
209; "arrival"; 41; 3; <; 100
210; "departure"; 36; 2; <; 60
211; "arrival"; 29; 2; <; 60
212; "arrival"; 6; 1; >; 75
213; "departure"; 44; 4; <; 100
214; "departure"; 14; 1; <; 75
215; "departure"; 27; 2; <; 60
216; "arrival"; 17; 4; <; 100
217; "arrival"; 44; 4; >; 100
218; "arrival"; 17; 1; <; 75
219; "arrival"; 23; 1; >; 75
220; "departure"; 7; 1; <; 75
221; "departure"; 50; 4; <; 100
222; "departure"; 6; 1; >; 75
223; "arrival"; 13; 1; <; 75
224; "arrival"; 38; 4; <; 100
225; "departure"; 16; 2; <; 60
226; "arrival"; 17; 3; <; 100
227; "departure"; 49; 4; >; 100
228; "arrival"; 7; 1; >; 75
229; "departure"; 22; 1; >; 75
230; "departure"; 43; 3; >; 100
231; "departure"; 20; 1; <; 75
232; "departure"; 33; 2; >; 60
233; "arrival"; 30; 3; <; 100
234; "arrival"; 35; 2; <; 60
235; "arrival"; 43; 4; <; 100
236; "arrival"; 17; 4; >; 100
237; "arrival"; 26; 2; >; 60
238; "arrival"; 44; 3; >; 100
239; "departure"; 44; 4; >; 100
240; "arrival"; 23; 1; <; 75
241; "departure"; 25; 2; >; 60
242; "departure"; 1; 1; >; 75
243; "departure"; 4; 1; <; 75
244; "arrival"; 34; 2; >; 60
245; "departure"; 17; 4; <; 100
246; "departure"; 17; 1; <; 75
247; "arrival"; 12; 1; >; 75
248; "arrival"; 14; 2; >; 60
249; "arrival"; 40; 4; <; 100
250; "arrival"; 10; 1; <; 75
251; "arrival"; 50; 4; >; 100
252; "arrival"; 44; 3; <; 100
253; "departure"; 41; 3; <; 100
254; "arrival"; 39; 3; <; 100
255; "departure"; 17; 1; >; 75
256; "departure"; 29; 2; <; 60
