event_id; type; stop_id; line_id; line_direction; period
211; "arrival"; 138; 42; >; 120
212; "arrival"; 73; 34; >; 60
213; "departure"; 63; 18; >; 60
214; "departure"; 114; 12; >; 60
215; "departure"; 117; 50; >; 60
216; "arrival"; 90; 29; >; 60
217; "arrival"; 92; 42; >; 120
218; "arrival"; 98; 74; >; 120
219; "departure"; 4; 62; >; 120
220; "arrival"; 139; 35; >; 120
221; "arrival"; 97; 30; >; 60
222; "departure"; 41; 38; >; 60
223; "departure"; 76; 24; >; 60
224; "departure"; 136; 77; >; 60
225; "departure"; 79; 39; >; 60
226; "arrival"; 96; 43; >; 60
227; "departure"; 66; 10; >; 120
228; "arrival"; 45; 49; >; 60
229; "arrival"; 16; 80; >; 120
230; "arrival"; 129; 54; >; 60
231; "arrival"; 57; 41; >; 120
232; "arrival"; 56; 7; >; 120
233; "arrival"; 123; 24; >; 60
234; "arrival"; 129; 55; >; 120
235; "arrival"; 139; 57; >; 60
236; "arrival"; 17; 59; >; 60
237; "arrival"; 112; 30; >; 60
238; "departure"; 19; 63; >; 120
239; "arrival"; 87; 28; >; 60
240; "arrival"; 57; 42; >; 120
241; "arrival"; 85; 56; >; 60
242; "arrival"; 42; 64; >; 60
243; "arrival"; 3; 80; >; 120
244; "departure"; 15; 7; >; 120
245; "departure"; 109; 36; >; 60
246; "arrival"; 62; 4; >; 30
247; "arrival"; 128; 58; >; 60
248; "arrival"; 42; 11; >; 60
249; "arrival"; 138; 56; >; 60
250; "arrival"; 7; 26; >; 60
251; "arrival"; 140; 58; >; 60
252; "arrival"; 19; 80; >; 120
253; "arrival"; 107; 26; >; 60
254; "arrival"; 57; 7; >; 120
255; "departure"; 119; 30; >; 60
256; "arrival"; 85; 6; >; 60
257; "arrival"; 5; 31; >; 60
258; "departure"; 80; 20; >; 60
259; "departure"; 65; 49; >; 60
260; "arrival"; 138; 11; >; 60
261; "arrival"; 114; 66; >; 60
262; "departure"; 16; 63; >; 120
263; "arrival"; 107; 23; >; 120
264; "arrival"; 39; 62; >; 120
265; "arrival"; 6; 80; >; 120
266; "arrival"; 127; 54; >; 60
267; "departure"; 24; 53; >; 60
268; "departure"; 124; 54; >; 60
269; "arrival"; 98; 27; >; 30
270; "departure"; 14; 29; >; 60
271; "departure"; 124; 36; >; 60
272; "arrival"; 93; 49; >; 60
273; "departure"; 101; 10; >; 120
274; "arrival"; 139; 42; >; 120
275; "arrival"; 15; 58; >; 60
276; "departure"; 98; 31; >; 60
277; "arrival"; 115; 9; >; 60
278; "arrival"; 26; 80; >; 120
279; "departure"; 100; 59; >; 60
280; "departure"; 12; 2; >; 60
281; "arrival"; 62; 28; >; 60
282; "departure"; 121; 51; >; 60
283; "departure"; 137; 28; >; 60
284; "arrival"; 45; 56; >; 60
285; "departure"; 73; 8; >; 120
286; "arrival"; 103; 24; >; 60
287; "arrival"; 2; 37; >; 60
288; "departure"; 124; 37; >; 60
289; "departure"; 136; 63; >; 120
290; "arrival"; 84; 75; >; 60
291; "departure"; 62; 27; >; 30
292; "departure"; 13; 46; >; 120
293; "arrival"; 15; 54; >; 60
294; "departure"; 122; 40; >; 60
295; "arrival"; 134; 16; >; 60
296; "arrival"; 65; 38; >; 60
297; "arrival"; 94; 39; >; 60
298; "departure"; 83; 37; >; 60
299; "arrival"; 138; 54; >; 60
300; "arrival"; 104; 25; >; 60
301; "arrival"; 140; 40; >; 60
302; "departure"; 99; 57; >; 60
303; "arrival"; 2; 36; >; 60
304; "departure"; 135; 47; >; 60
305; "arrival"; 15; 38; >; 60
306; "arrival"; 44; 37; >; 60
307; "departure"; 107; 3; >; 120
308; "arrival"; 76; 36; >; 60
309; "departure"; 11; 19; >; 60
310; "arrival"; 122; 58; >; 60
311; "departure"; 28; 44; >; 60
312; "arrival"; 42; 66; >; 60
313; "arrival"; 98; 32; >; 30
314; "departure"; 126; 51; >; 60
315; "arrival"; 47; 58; >; 60
316; "arrival"; 60; 51; >; 60
317; "departure"; 62; 71; >; 60
318; "departure"; 40; 43; >; 60
319; "departure"; 72; 73; >; 60
320; "departure"; 15; 26; >; 60
321; "departure"; 60; 59; >; 60
322; "arrival"; 126; 59; >; 60
323; "departure"; 118; 54; >; 60
324; "arrival"; 65; 24; >; 60
325; "departure"; 120; 30; >; 60
326; "arrival"; 129; 58; >; 60
327; "arrival"; 9; 50; >; 60
328; "departure"; 85; 69; >; 60
329; "arrival"; 139; 56; >; 60
330; "arrival"; 44; 39; >; 60
331; "arrival"; 117; 16; >; 60
332; "departure"; 76; 25; >; 60
333; "arrival"; 139; 26; >; 60
334; "departure"; 139; 28; >; 60
335; "departure"; 79; 56; >; 60
336; "arrival"; 47; 31; >; 60
337; "departure"; 139; 66; >; 60
338; "arrival"; 13; 76; >; 120
339; "departure"; 11; 66; >; 60
340; "arrival"; 8; 46; >; 120
341; "arrival"; 103; 37; >; 60
342; "arrival"; 18; 2; >; 60
343; "departure"; 12; 14; >; 30
344; "departure"; 128; 40; >; 60
345; "arrival"; 12; 66; >; 60
346; "arrival"; 12; 20; >; 60
347; "departure"; 65; 58; >; 60
348; "arrival"; 138; 70; >; 120
349; "arrival"; 65; 75; >; 60
350; "departure"; 98; 4; >; 30
351; "arrival"; 40; 42; >; 120
352; "arrival"; 54; 16; >; 60
353; "arrival"; 73; 9; >; 60
354; "arrival"; 98; 72; >; 30
355; "departure"; 21; 11; >; 60
356; "arrival"; 14; 61; >; 120
357; "departure"; 139; 71; >; 60
358; "arrival"; 18; 39; >; 60
359; "arrival"; 36; 62; >; 120
360; "departure"; 85; 53; >; 60
361; "departure"; 35; 80; >; 120
362; "departure"; 97; 29; >; 60
363; "arrival"; 23; 31; >; 60
364; "arrival"; 136; 76; >; 120
365; "departure"; 106; 39; >; 60
366; "departure"; 139; 80; >; 120
367; "arrival"; 41; 58; >; 60
368; "arrival"; 8; 76; >; 120
369; "arrival"; 53; 51; >; 60
370; "arrival"; 119; 29; >; 60
371; "departure"; 52; 71; >; 60
372; "arrival"; 28; 17; >; 60
373; "arrival"; 118; 5; >; 120
374; "departure"; 131; 18; >; 60
375; "departure"; 8; 73; >; 60
376; "departure"; 136; 73; >; 60
377; "arrival"; 12; 47; >; 60
378; "departure"; 71; 13; >; 60
379; "departure"; 21; 69; >; 60
380; "arrival"; 98; 16; >; 60
381; "arrival"; 129; 31; >; 60
382; "departure"; 113; 34; >; 60
383; "arrival"; 74; 51; >; 60
384; "arrival"; 124; 23; >; 120
385; "arrival"; 34; 48; >; 60
386; "arrival"; 35; 63; >; 120
387; "arrival"; 57; 6; >; 60
388; "arrival"; 37; 60; >; 60
389; "departure"; 88; 29; >; 60
390; "departure"; 70; 25; >; 60
391; "departure"; 44; 24; >; 60
392; "arrival"; 2; 25; >; 60
393; "arrival"; 139; 4; >; 30
394; "arrival"; 78; 24; >; 60
395; "arrival"; 110; 39; >; 60
396; "departure"; 105; 67; >; 60
397; "arrival"; 93; 38; >; 60
398; "arrival"; 129; 71; >; 60
399; "arrival"; 35; 10; >; 120
400; "departure"; 30; 28; >; 60
401; "departure"; 85; 47; >; 60
402; "departure"; 44; 25; >; 60
403; "departure"; 13; 73; >; 60
404; "departure"; 139; 77; >; 60
405; "departure"; 18; 21; >; 30
406; "arrival"; 42; 12; >; 60
407; "arrival"; 12; 65; >; 60
408; "departure"; 73; 47; >; 60
409; "arrival"; 77; 51; >; 60
410; "arrival"; 102; 28; >; 60
411; "departure"; 26; 63; >; 120
412; "departure"; 16; 10; >; 120
413; "arrival"; 13; 62; >; 120
414; "departure"; 11; 64; >; 60
415; "arrival"; 124; 5; >; 120
416; "arrival"; 63; 28; >; 60
417; "arrival"; 1; 69; >; 60
418; "departure"; 24; 28; >; 60
419; "arrival"; 59; 50; >; 60
420; "departure"; 77; 59; >; 60
421; "departure"; 139; 27; >; 30
422; "arrival"; 139; 31; >; 60
423; "departure"; 102; 16; >; 60
424; "arrival"; 106; 56; >; 60
425; "departure"; 57; 55; >; 120
426; "arrival"; 80; 2; >; 60
427; "departure"; 3; 10; >; 120
428; "departure"; 33; 11; >; 60
429; "departure"; 85; 9; >; 60
430; "departure"; 85; 28; >; 60
431; "arrival"; 83; 38; >; 60
432; "arrival"; 85; 62; >; 120
433; "departure"; 139; 69; >; 60
434; "arrival"; 36; 80; >; 120
435; "departure"; 41; 40; >; 60
436; "departure"; 11; 69; >; 60
437; "arrival"; 135; 9; >; 60
438; "departure"; 12; 11; >; 60
439; "arrival"; 139; 19; >; 60
440; "arrival"; 79; 37; >; 60
441; "departure"; 136; 43; >; 60
442; "departure"; 74; 59; >; 60
443; "arrival"; 87; 16; >; 60
444; "departure"; 36; 63; >; 120
445; "arrival"; 85; 3; >; 120
446; "arrival"; 118; 6; >; 60
447; "departure"; 19; 10; >; 120
448; "departure"; 85; 16; >; 60
449; "arrival"; 137; 16; >; 60
450; "arrival"; 138; 31; >; 60
451; "arrival"; 107; 55; >; 120
452; "departure"; 115; 49; >; 60
453; "arrival"; 13; 10; >; 120
454; "arrival"; 15; 28; >; 60
455; "departure"; 6; 10; >; 120
456; "arrival"; 127; 50; >; 60
457; "departure"; 127; 42; >; 120
458; "departure"; 85; 7; >; 120
459; "arrival"; 95; 51; >; 60
460; "arrival"; 139; 13; >; 60
461; "arrival"; 54; 18; >; 60
462; "arrival"; 15; 69; >; 60
463; "arrival"; 75; 21; >; 30
464; "departure"; 71; 9; >; 60
465; "departure"; 140; 71; >; 60
466; "departure"; 48; 48; >; 60
467; "departure"; 26; 10; >; 120
468; "arrival"; 115; 38; >; 60
469; "arrival"; 51; 62; >; 120
470; "departure"; 111; 71; >; 60
471; "departure"; 92; 54; >; 60
472; "departure"; 62; 16; >; 60
473; "departure"; 8; 63; >; 120
474; "departure"; 129; 39; >; 60
475; "departure"; 91; 66; >; 60
476; "departure"; 52; 31; >; 60
477; "departure"; 25; 62; >; 120
478; "arrival"; 124; 24; >; 60
479; "arrival"; 72; 33; >; 60
480; "departure"; 83; 49; >; 60
481; "arrival"; 128; 31; >; 60
482; "departure"; 79; 49; >; 60
483; "arrival"; 7; 55; >; 120
484; "departure"; 40; 26; >; 60
485; "arrival"; 50; 45; >; 60
486; "arrival"; 139; 16; >; 60
487; "arrival"; 140; 31; >; 60
488; "departure"; 139; 74; >; 120
489; "departure"; 51; 63; >; 120
490; "departure"; 107; 41; >; 120
491; "departure"; 118; 55; >; 120
492; "arrival"; 8; 62; >; 120
493; "departure"; 132; 28; >; 60
494; "arrival"; 98; 35; >; 120
495; "arrival"; 50; 75; >; 60
496; "arrival"; 122; 31; >; 60
497; "arrival"; 124; 26; >; 60
498; "arrival"; 110; 31; >; 60
499; "departure"; 12; 7; >; 120
500; "arrival"; 67; 13; >; 60
501; "arrival"; 117; 28; >; 60
502; "arrival"; 104; 36; >; 60
503; "arrival"; 81; 39; >; 60
504; "departure"; 37; 61; >; 120
505; "arrival"; 4; 8; >; 120
506; "departure"; 40; 54; >; 60
507; "departure"; 22; 80; >; 120
508; "arrival"; 88; 60; >; 60
509; "departure"; 135; 38; >; 60
510; "arrival"; 78; 36; >; 60
511; "arrival"; 16; 62; >; 120
512; "arrival"; 136; 46; >; 120
513; "arrival"; 100; 51; >; 60
514; "arrival"; 133; 39; >; 60
515; "departure"; 58; 44; >; 60
516; "departure"; 84; 45; >; 60
517; "arrival"; 2; 24; >; 60
518; "arrival"; 137; 11; >; 60
519; "arrival"; 67; 67; >; 60
520; "departure"; 10; 71; >; 60
521; "departure"; 8; 59; >; 60
522; "departure"; 75; 15; >; 30
523; "arrival"; 8; 10; >; 120
524; "arrival"; 45; 58; >; 60
525; "departure"; 112; 60; >; 60
526; "arrival"; 71; 23; >; 120
527; "arrival"; 19; 62; >; 120
528; "departure"; 18; 20; >; 60
529; "arrival"; 139; 46; >; 120
530; "departure"; 97; 61; >; 120
531; "departure"; 55; 44; >; 60
532; "arrival"; 37; 30; >; 60
533; "departure"; 21; 19; >; 60
534; "arrival"; 138; 22; >; 120
535; "departure"; 32; 2; >; 60
536; "departure"; 124; 3; >; 120
537; "departure"; 21; 64; >; 60
538; "departure"; 129; 43; >; 60
539; "arrival"; 78; 37; >; 60
540; "departure"; 4; 63; >; 120
541; "departure"; 27; 61; >; 120
542; "arrival"; 15; 42; >; 120
543; "departure"; 12; 8; >; 120
544; "departure"; 38; 58; >; 60
545; "departure"; 66; 80; >; 120
546; "departure"; 11; 12; >; 60
547; "departure"; 81; 56; >; 60
548; "arrival"; 30; 72; >; 30
549; "arrival"; 46; 80; >; 120
550; "arrival"; 139; 11; >; 60
551; "departure"; 34; 34; >; 60
552; "arrival"; 64; 20; >; 60
553; "arrival"; 90; 30; >; 60
554; "departure"; 110; 70; >; 120
555; "arrival"; 81; 17; >; 60
556; "arrival"; 72; 76; >; 120
557; "arrival"; 10; 28; >; 60
558; "departure"; 51; 80; >; 120
559; "arrival"; 136; 33; >; 60
560; "departure"; 139; 64; >; 60
561; "departure"; 139; 43; >; 60
562; "departure"; 39; 80; >; 120
563; "departure"; 133; 45; >; 60
564; "departure"; 120; 61; >; 120
565; "departure"; 18; 75; >; 60
566; "departure"; 25; 80; >; 120
567; "departure"; 30; 31; >; 60
568; "departure"; 139; 50; >; 60
569; "arrival"; 98; 71; >; 60
570; "arrival"; 91; 12; >; 60
571; "arrival"; 94; 31; >; 60
572; "arrival"; 79; 38; >; 60
573; "arrival"; 120; 29; >; 60
574; "departure"; 91; 11; >; 60
575; "arrival"; 73; 62; >; 120
576; "arrival"; 41; 49; >; 60
577; "departure"; 20; 23; >; 120
578; "departure"; 22; 62; >; 120
579; "arrival"; 15; 3; >; 120
580; "arrival"; 107; 54; >; 60
581; "departure"; 81; 75; >; 60
582; "arrival"; 103; 36; >; 60
583; "arrival"; 8; 33; >; 60
584; "arrival"; 15; 53; >; 60
585; "arrival"; 71; 47; >; 60
586; "arrival"; 56; 6; >; 60
587; "arrival"; 30; 61; >; 120
588; "arrival"; 106; 75; >; 60
589; "arrival"; 82; 34; >; 60
590; "departure"; 137; 64; >; 60
591; "departure"; 7; 42; >; 120
592; "arrival"; 22; 10; >; 120
593; "departure"; 129; 40; >; 60
594; "arrival"; 92; 26; >; 60
595; "departure"; 3; 62; >; 120
596; "departure"; 125; 16; >; 60
597; "arrival"; 86; 38; >; 60
598; "departure"; 110; 71; >; 60
599; "departure"; 91; 64; >; 60
600; "departure"; 92; 55; >; 120
601; "arrival"; 138; 26; >; 60
602; "departure"; 85; 45; >; 60
603; "departure"; 107; 42; >; 120
604; "arrival"; 12; 23; >; 120
605; "departure"; 9; 43; >; 60
606; "departure"; 110; 56; >; 60
607; "departure"; 27; 30; >; 60
608; "arrival"; 10; 31; >; 60
609; "arrival"; 64; 2; >; 60
610; "departure"; 118; 41; >; 120
611; "arrival"; 39; 63; >; 120
612; "arrival"; 72; 8; >; 120
613; "departure"; 29; 33; >; 60
614; "arrival"; 44; 58; >; 60
615; "arrival"; 115; 47; >; 60
616; "departure"; 125; 28; >; 60
617; "arrival"; 7; 54; >; 60
618; "departure"; 21; 66; >; 60
619; "departure"; 14; 30; >; 60
620; "arrival"; 71; 3; >; 120
621; "departure"; 70; 37; >; 60
622; "arrival"; 83; 25; >; 60
623; "arrival"; 89; 59; >; 60
624; "arrival"; 79; 25; >; 60
625; "departure"; 85; 8; >; 120
626; "arrival"; 12; 68; >; 60
627; "departure"; 62; 72; >; 30
628; "arrival"; 63; 53; >; 60
629; "arrival"; 90; 61; >; 120
630; "departure"; 40; 55; >; 120
631; "departure"; 129; 42; >; 120
632; "departure"; 38; 71; >; 60
633; "arrival"; 82; 48; >; 60
634; "departure"; 138; 50; >; 60
635; "arrival"; 12; 62; >; 120
636; "departure"; 119; 61; >; 120
637; "departure"; 118; 3; >; 120
638; "departure"; 12; 13; >; 60
639; "arrival"; 128; 71; >; 60
640; "arrival"; 47; 40; >; 60
641; "arrival"; 85; 39; >; 60
642; "departure"; 139; 73; >; 60
643; "arrival"; 4; 80; >; 120
644; "arrival"; 69; 44; >; 60
645; "arrival"; 73; 10; >; 120
646; "arrival"; 15; 40; >; 60
647; "departure"; 32; 20; >; 60
648; "arrival"; 81; 44; >; 60
649; "departure"; 13; 80; >; 120
650; "arrival"; 127; 42; >; 120
651; "departure"; 139; 78; >; 120
652; "arrival"; 16; 10; >; 120
653; "arrival"; 12; 27; >; 30
654; "arrival"; 48; 48; >; 60
655; "departure"; 108; 61; >; 120
656; "departure"; 140; 64; >; 60
657; "departure"; 68; 17; >; 60
658; "departure"; 44; 38; >; 60
659; "arrival"; 139; 12; >; 60
660; "arrival"; 115; 49; >; 60
661; "arrival"; 74; 59; >; 60
662; "departure"; 15; 16; >; 60
663; "arrival"; 44; 25; >; 60
664; "departure"; 48; 34; >; 60
665; "departure"; 18; 56; >; 60
666; "departure"; 130; 48; >; 60
667; "departure"; 71; 6; >; 60
668; "arrival"; 139; 27; >; 30
669; "departure"; 134; 28; >; 60
670; "arrival"; 102; 16; >; 60
671; "arrival"; 36; 63; >; 120
672; "departure"; 59; 43; >; 60
673; "departure"; 44; 40; >; 60
674; "departure"; 138; 39; >; 60
675; "arrival"; 136; 43; >; 60
676; "departure"; 138; 40; >; 60
677; "departure"; 20; 24; >; 60
678; "departure"; 49; 2; >; 60
679; "departure"; 55; 17; >; 60
680; "arrival"; 57; 55; >; 120
681; "arrival"; 11; 69; >; 60
682; "arrival"; 24; 28; >; 60
683; "departure"; 96; 43; >; 60
684; "arrival"; 119; 30; >; 60
685; "departure"; 129; 54; >; 60
686; "arrival"; 45; 24; >; 60
687; "departure"; 108; 29; >; 60
688; "departure"; 46; 10; >; 120
689; "departure"; 138; 64; >; 60
690; "departure"; 57; 41; >; 120
691; "departure"; 98; 74; >; 120
692; "arrival"; 101; 10; >; 120
693; "departure"; 88; 30; >; 60
694; "arrival"; 136; 77; >; 60
695; "departure"; 15; 5; >; 120
696; "arrival"; 109; 36; >; 60
697; "departure"; 16; 80; >; 120
698; "departure"; 20; 26; >; 60
699; "arrival"; 4; 62; >; 120
700; "arrival"; 129; 50; >; 60
701; "departure"; 22; 63; >; 120
702; "arrival"; 117; 50; >; 60
703; "arrival"; 137; 28; >; 60
704; "arrival"; 124; 36; >; 60
705; "departure"; 15; 19; >; 60
706; "arrival"; 139; 32; >; 30
707; "departure"; 12; 9; >; 60
708; "departure"; 85; 19; >; 60
709; "arrival"; 98; 31; >; 60
710; "departure"; 90; 60; >; 60
711; "departure"; 53; 59; >; 60
712; "departure"; 69; 17; >; 60
713; "arrival"; 14; 29; >; 60
714; "departure"; 139; 58; >; 60
715; "arrival"; 73; 77; >; 60
716; "arrival"; 15; 7; >; 120
717; "arrival"; 80; 20; >; 60
718; "departure"; 138; 42; >; 120
719; "departure"; 107; 7; >; 120
720; "arrival"; 45; 25; >; 60
721; "departure"; 139; 54; >; 60
722; "arrival"; 13; 63; >; 120
723; "departure"; 90; 29; >; 60
724; "departure"; 6; 62; >; 120
725; "arrival"; 21; 69; >; 60
726; "departure"; 47; 71; >; 60
727; "arrival"; 132; 28; >; 60
728; "departure"; 118; 42; >; 120
729; "departure"; 104; 24; >; 60
730; "departure"; 113; 48; >; 60
731; "arrival"; 40; 26; >; 60
732; "departure"; 1; 56; >; 60
733; "arrival"; 52; 31; >; 60
734; "departure"; 135; 49; >; 60
735; "departure"; 101; 62; >; 120
736; "arrival"; 52; 71; >; 60
737; "arrival"; 129; 39; >; 60
738; "departure"; 21; 12; >; 60
739; "departure"; 45; 40; >; 60
740; "departure"; 139; 39; >; 60
741; "arrival"; 136; 73; >; 60
742; "arrival"; 8; 73; >; 60
743; "arrival"; 21; 11; >; 60
744; "departure"; 10; 16; >; 60
745; "arrival"; 62; 16; >; 60
746; "departure"; 123; 24; >; 60
747; "arrival"; 128; 40; >; 60
748; "arrival"; 65; 58; >; 60
749; "departure"; 86; 49; >; 60
750; "arrival"; 11; 66; >; 60
751; "departure"; 65; 45; >; 60
752; "arrival"; 61; 17; >; 60
753; "departure"; 121; 59; >; 60
