activity_index; type; from_event; to_event; lower_bound; upper_bound; weight
127; "wait"; 72; 92; 1; 3; 19.0
128; "drive"; 92; 68; 1; 5; 14567.0
129; "wait"; 68; 94; 1; 3; 7596.0
130; "drive"; 94; 26; 1; 5; 9267.0
131; "wait"; 26; 53; 1; 3; 9267.0
132; "drive"; 53; 47; 1; 5; 9849.0
133; "wait"; 47; 183; 1; 3; 8327.0
134; "drive"; 183; 234; 1; 5; 11330.0
135; "wait"; 234; 145; 1; 3; 4581.0
136; "drive"; 145; 142; 3; 6; 12913.0
137; "wait"; 142; 159; 1; 3; 0.0
138; "drive"; 159; 91; 3; 6; 4356.0
139; "wait"; 91; 110; 1; 3; 0.0
140; "drive"; 110; 103; 3; 6; 27900.0
141; "drive"; 222; 141; 1; 5; 435.0
142; "wait"; 141; 163; 1; 3; 0.0
143; "drive"; 163; 138; 1; 5; 0.0
144; "wait"; 138; 160; 1; 3; 0.0
145; "drive"; 160; 178; 1; 5; 3196.0
146; "wait"; 178; 73; 1; 3; 3196.0
147; "drive"; 73; 106; 1; 5; 3196.0
148; "wait"; 106; 9; 1; 3; 0.0
149; "drive"; 9; 31; 1; 5; 13278.0
150; "wait"; 31; 54; 1; 3; 0.0
151; "drive"; 54; 214; 3; 6; 8975.0
152; "wait"; 214; 143; 1; 3; 110.0
153; "drive"; 143; 153; 3; 6; 3097.0
154; "wait"; 153; 179; 1; 3; 0.0
155; "drive"; 179; 100; 3; 6; 0.0
156; "drive"; 156; 133; 3; 6; 0.0
157; "wait"; 133; 162; 1; 3; 0.0
158; "drive"; 162; 119; 3; 6; 0.0
159; "wait"; 119; 19; 1; 3; 0.0
160; "drive"; 19; 18; 3; 6; 19617.0
161; "wait"; 18; 58; 1; 3; 2290.0
162; "drive"; 58; 188; 1; 5; 14872.0
163; "wait"; 188; 215; 1; 3; 4000.0
164; "drive"; 215; 174; 1; 5; 4093.0
165; "wait"; 174; 89; 1; 3; 4093.0
166; "drive"; 89; 101; 1; 5; 4783.0
167; "wait"; 101; 15; 1; 3; 3591.0
168; "drive"; 15; 217; 1; 5; 6244.0
169; "wait"; 217; 126; 1; 3; 301.0
170; "drive"; 126; 86; 1; 5; 301.0
171; "drive"; 90; 12; 3; 6; 11395.0
172; "wait"; 12; 33; 1; 3; 0.0
173; "drive"; 33; 206; 3; 6; 0.0
174; "wait"; 206; 220; 1; 3; 0.0
175; "drive"; 220; 168; 3; 6; 0.0
176; "wait"; 168; 64; 1; 3; 0.0
177; "drive"; 64; 114; 3; 6; 5515.0
178; "wait"; 114; 29; 1; 3; 0.0
179; "drive"; 29; 38; 3; 6; 0.0
180; "wait"; 38; 192; 1; 3; 0.0
181; "drive"; 192; 204; 1; 5; 5623.0
182; "wait"; 204; 235; 1; 3; 3749.0
183; "drive"; 235; 134; 1; 5; 6444.0
184; "drive"; 115; 20; 1; 5; 18818.0
185; "wait"; 20; 36; 1; 3; 12656.0
186; "drive"; 36; 186; 1; 5; 15418.0
187; "wait"; 186; 147; 1; 3; 9554.0
188; "drive"; 147; 170; 3; 6; 17521.0
189; "wait"; 170; 82; 1; 3; 4605.0
190; "drive"; 82; 69; 3; 6; 6165.0
191; "wait"; 69; 96; 1; 3; 872.0
192; "drive"; 96; 25; 3; 6; 20781.0
193; "wait"; 25; 52; 1; 3; 13107.0
194; "drive"; 52; 49; 3; 6; 24637.0
195; "wait"; 49; 184; 1; 3; 609.0
196; "drive"; 184; 233; 3; 6; 942.0
197; "drive"; 123; 37; 3; 6; 0.0
198; "wait"; 37; 195; 1; 3; 0.0
199; "drive"; 195; 227; 3; 6; 743.0
200; "wait"; 227; 158; 1; 3; 589.0
201; "drive"; 158; 71; 3; 6; 5429.0
202; "wait"; 71; 95; 1; 3; 1145.0
203; "drive"; 95; 21; 3; 6; 4295.0
204; "wait"; 21; 61; 1; 3; 0.0
205; "drive"; 61; 187; 3; 6; 4759.0
206; "wait"; 187; 216; 1; 3; 0.0
207; "drive"; 216; 151; 3; 6; 0.0
208; "drive"; 50; 202; 3; 6; 0.0
209; "wait"; 202; 236; 1; 3; 0.0
210; "drive"; 236; 130; 3; 6; 0.0
211; "wait"; 130; 164; 1; 3; 0.0
212; "drive"; 164; 83; 3; 6; 9384.0
213; "wait"; 83; 111; 1; 3; 0.0
214; "drive"; 111; 104; 3; 6; 0.0
215; "wait"; 104; 3; 1; 3; 0.0
216; "drive"; 3; 7; 3; 6; 5898.0
217; "wait"; 7; 198; 1; 3; 87.0
218; "drive"; 198; 199; 3; 6; 649.0
219; "drive"; 135; 148; 3; 6; 8188.0
220; "drive"; 48; 224; 3; 6; 0.0
