# event_id; type; stop_id; line_id; line_direction; line_freq_repetition
114; "arrival"; 30; 18; >; 1
115; "departure"; 30; 18; >; 1
116; "arrival"; 24; 18; >; 1
117; "departure"; 24; 18; >; 1
118; "arrival"; 10; 18; >; 1
119; "departure"; 10; 18; >; 1
120; "arrival"; 23; 18; >; 1
121; "departure"; 23; 18; >; 1
122; "arrival"; 32; 18; >; 1
123; "departure"; 32; 18; <; 1
124; "arrival"; 23; 18; <; 1
125; "departure"; 23; 18; <; 1
126; "arrival"; 10; 18; <; 1
127; "departure"; 10; 18; <; 1
128; "arrival"; 24; 18; <; 1
129; "departure"; 24; 18; <; 1
130; "arrival"; 30; 18; <; 1
131; "departure"; 30; 18; <; 1
132; "arrival"; 28; 18; <; 1
133; "departure"; 28; 18; <; 1
134; "arrival"; 14; 18; <; 1
135; "departure"; 14; 18; <; 1
136; "arrival"; 308; 18; <; 1
137; "departure"; 375; 25; >; 1
138; "arrival"; 11; 25; >; 1
139; "departure"; 11; 25; >; 1
140; "arrival"; 40; 25; >; 1
141; "departure"; 40; 25; >; 1
142; "arrival"; 68; 25; >; 1
143; "departure"; 68; 25; >; 1
144; "arrival"; 69; 25; >; 1
145; "departure"; 69; 25; >; 1
146; "arrival"; 1; 25; >; 1
147; "departure"; 1; 25; >; 1
148; "arrival"; 7; 25; >; 1
149; "departure"; 375; 25; >; 2
150; "arrival"; 11; 25; >; 2
151; "departure"; 11; 25; >; 2
152; "arrival"; 40; 25; >; 2
153; "departure"; 40; 25; >; 2
154; "arrival"; 68; 25; >; 2
155; "departure"; 68; 25; >; 2
156; "arrival"; 69; 25; >; 2
157; "departure"; 69; 25; >; 2
158; "arrival"; 1; 25; >; 2
159; "departure"; 1; 25; >; 2
160; "arrival"; 7; 25; >; 2
161; "departure"; 7; 25; <; 1
162; "arrival"; 1; 25; <; 1
163; "departure"; 1; 25; <; 1
164; "arrival"; 69; 25; <; 1
165; "departure"; 69; 25; <; 1
166; "arrival"; 68; 25; <; 1
167; "departure"; 68; 25; <; 1
168; "arrival"; 40; 25; <; 1
169; "departure"; 40; 25; <; 1
170; "arrival"; 11; 25; <; 1
171; "departure"; 11; 25; <; 1
172; "arrival"; 375; 25; <; 1
173; "departure"; 7; 25; <; 2
174; "arrival"; 1; 25; <; 2
175; "departure"; 1; 25; <; 2
176; "arrival"; 69; 25; <; 2
177; "departure"; 69; 25; <; 2
178; "arrival"; 68; 25; <; 2
179; "departure"; 68; 25; <; 2
180; "arrival"; 40; 25; <; 2
181; "departure"; 40; 25; <; 2
182; "arrival"; 11; 25; <; 2
183; "departure"; 11; 25; <; 2
184; "arrival"; 375; 25; <; 2
185; "departure"; 7; 29; >; 1
186; "arrival"; 22; 29; >; 1
187; "departure"; 22; 29; >; 1
188; "arrival"; 69; 29; >; 1
189; "departure"; 69; 29; >; 1
190; "arrival"; 34; 29; >; 1
191; "departure"; 34; 29; >; 1
192; "arrival"; 8; 29; >; 1
193; "departure"; 8; 29; >; 1
194; "arrival"; 2; 29; >; 1
195; "departure"; 2; 29; <; 1
196; "arrival"; 8; 29; <; 1
197; "departure"; 8; 29; <; 1
198; "arrival"; 34; 29; <; 1
199; "departure"; 34; 29; <; 1
200; "arrival"; 69; 29; <; 1
201; "departure"; 69; 29; <; 1
202; "arrival"; 22; 29; <; 1
203; "departure"; 22; 29; <; 1
204; "arrival"; 7; 29; <; 1
205; "departure"; 27; 30; >; 1
206; "arrival"; 4; 30; >; 1
207; "departure"; 4; 30; >; 1
208; "arrival"; 32; 30; >; 1
209; "departure"; 32; 30; >; 1
210; "arrival"; 8; 30; >; 1
211; "departure"; 8; 30; >; 1
212; "arrival"; 19; 30; >; 1
213; "departure"; 19; 30; >; 1
214; "arrival"; 26; 30; >; 1
215; "departure"; 26; 30; <; 1
216; "arrival"; 19; 30; <; 1
217; "departure"; 19; 30; <; 1
218; "arrival"; 8; 30; <; 1
219; "departure"; 8; 30; <; 1
220; "arrival"; 32; 30; <; 1
221; "departure"; 32; 30; <; 1
222; "arrival"; 4; 30; <; 1
223; "departure"; 4; 30; <; 1
224; "arrival"; 27; 30; <; 1
225; "departure"; 375; 38; >; 1
226; "arrival"; 11; 38; >; 1
227; "departure"; 11; 38; >; 1
228; "arrival"; 40; 38; >; 1
229; "departure"; 40; 38; >; 1
230; "arrival"; 68; 38; >; 1
231; "departure"; 68; 38; >; 1
232; "arrival"; 9; 38; >; 1
233; "departure"; 9; 38; >; 1
234; "arrival"; 34; 38; >; 1
235; "departure"; 375; 38; >; 2
236; "arrival"; 11; 38; >; 2
237; "departure"; 11; 38; >; 2
238; "arrival"; 40; 38; >; 2
239; "departure"; 40; 38; >; 2
240; "arrival"; 68; 38; >; 2
241; "departure"; 68; 38; >; 2
242; "arrival"; 9; 38; >; 2
243; "departure"; 9; 38; >; 2
244; "arrival"; 34; 38; >; 2
245; "departure"; 375; 38; >; 3
246; "arrival"; 11; 38; >; 3
247; "departure"; 11; 38; >; 3
248; "arrival"; 40; 38; >; 3
249; "departure"; 40; 38; >; 3
250; "arrival"; 68; 38; >; 3
251; "departure"; 68; 38; >; 3
252; "arrival"; 9; 38; >; 3
253; "departure"; 9; 38; >; 3
254; "arrival"; 34; 38; >; 3
255; "departure"; 375; 38; >; 4
256; "arrival"; 11; 38; >; 4
257; "departure"; 11; 38; >; 4
258; "arrival"; 40; 38; >; 4
259; "departure"; 40; 38; >; 4
260; "arrival"; 68; 38; >; 4
261; "departure"; 68; 38; >; 4
262; "arrival"; 9; 38; >; 4
263; "departure"; 9; 38; >; 4
264; "arrival"; 34; 38; >; 4
265; "departure"; 375; 38; >; 5
266; "arrival"; 11; 38; >; 5
267; "departure"; 11; 38; >; 5
268; "arrival"; 40; 38; >; 5
269; "departure"; 40; 38; >; 5
270; "arrival"; 68; 38; >; 5
271; "departure"; 68; 38; >; 5
272; "arrival"; 9; 38; >; 5
273; "departure"; 9; 38; >; 5
274; "arrival"; 34; 38; >; 5
275; "departure"; 375; 38; >; 6
276; "arrival"; 11; 38; >; 6
277; "departure"; 11; 38; >; 6
278; "arrival"; 40; 38; >; 6
279; "departure"; 40; 38; >; 6
280; "arrival"; 68; 38; >; 6
281; "departure"; 68; 38; >; 6
282; "arrival"; 9; 38; >; 6
283; "departure"; 9; 38; >; 6
284; "arrival"; 34; 38; >; 6
285; "departure"; 34; 38; <; 1
286; "arrival"; 9; 38; <; 1
287; "departure"; 9; 38; <; 1
288; "arrival"; 68; 38; <; 1
289; "departure"; 68; 38; <; 1
290; "arrival"; 40; 38; <; 1
291; "departure"; 40; 38; <; 1
292; "arrival"; 11; 38; <; 1
293; "departure"; 11; 38; <; 1
294; "arrival"; 375; 38; <; 1
295; "departure"; 34; 38; <; 2
296; "arrival"; 9; 38; <; 2
297; "departure"; 9; 38; <; 2
298; "arrival"; 68; 38; <; 2
299; "departure"; 68; 38; <; 2
300; "arrival"; 40; 38; <; 2
301; "departure"; 40; 38; <; 2
302; "arrival"; 11; 38; <; 2
303; "departure"; 11; 38; <; 2
304; "arrival"; 375; 38; <; 2
305; "departure"; 34; 38; <; 3
306; "arrival"; 9; 38; <; 3
307; "departure"; 9; 38; <; 3
308; "arrival"; 68; 38; <; 3
309; "departure"; 68; 38; <; 3
310; "arrival"; 40; 38; <; 3
311; "departure"; 40; 38; <; 3
312; "arrival"; 11; 38; <; 3
313; "departure"; 11; 38; <; 3
314; "arrival"; 375; 38; <; 3
315; "departure"; 34; 38; <; 4
316; "arrival"; 9; 38; <; 4
317; "departure"; 9; 38; <; 4
318; "arrival"; 68; 38; <; 4
319; "departure"; 68; 38; <; 4
320; "arrival"; 40; 38; <; 4
321; "departure"; 40; 38; <; 4
322; "arrival"; 11; 38; <; 4
323; "departure"; 11; 38; <; 4
324; "arrival"; 375; 38; <; 4
325; "departure"; 34; 38; <; 5
326; "arrival"; 9; 38; <; 5
327; "departure"; 9; 38; <; 5
328; "arrival"; 68; 38; <; 5
329; "departure"; 68; 38; <; 5
330; "arrival"; 40; 38; <; 5
331; "departure"; 40; 38; <; 5
332; "arrival"; 11; 38; <; 5
333; "departure"; 11; 38; <; 5
334; "arrival"; 375; 38; <; 5
335; "departure"; 34; 38; <; 6
336; "arrival"; 9; 38; <; 6
337; "departure"; 9; 38; <; 6
338; "arrival"; 68; 38; <; 6
339; "departure"; 68; 38; <; 6
340; "arrival"; 40; 38; <; 6
341; "departure"; 40; 38; <; 6
342; "arrival"; 11; 38; <; 6
343; "departure"; 11; 38; <; 6
344; "arrival"; 375; 38; <; 6
345; "departure"; 17; 42; >; 1
346; "arrival"; 3; 42; >; 1
347; "departure"; 3; 42; >; 1
348; "arrival"; 2; 42; >; 1
349; "departure"; 2; 42; >; 1
350; "arrival"; 8; 42; >; 1
351; "departure"; 8; 42; >; 1
352; "arrival"; 7; 42; >; 1
353; "departure"; 7; 42; >; 1
354; "arrival"; 12; 42; >; 1
355; "departure"; 12; 42; <; 1
356; "arrival"; 7; 42; <; 1
357; "departure"; 7; 42; <; 1
358; "arrival"; 8; 42; <; 1
359; "departure"; 8; 42; <; 1
360; "arrival"; 2; 42; <; 1
361; "departure"; 2; 42; <; 1
362; "arrival"; 3; 42; <; 1
363; "departure"; 3; 42; <; 1
364; "arrival"; 17; 42; <; 1
365; "departure"; 50; 46; >; 1
366; "arrival"; 53; 46; >; 1
367; "departure"; 53; 46; >; 1
368; "arrival"; 69; 46; >; 1
369; "departure"; 69; 46; >; 1
370; "arrival"; 8; 46; >; 1
371; "departure"; 8; 46; >; 1
372; "arrival"; 7; 46; >; 1
373; "departure"; 50; 46; >; 2
374; "arrival"; 53; 46; >; 2
375; "departure"; 53; 46; >; 2
376; "arrival"; 69; 46; >; 2
377; "departure"; 69; 46; >; 2
378; "arrival"; 8; 46; >; 2
379; "departure"; 8; 46; >; 2
380; "arrival"; 7; 46; >; 2
381; "departure"; 50; 46; >; 3
382; "arrival"; 53; 46; >; 3
383; "departure"; 53; 46; >; 3
384; "arrival"; 69; 46; >; 3
385; "departure"; 69; 46; >; 3
386; "arrival"; 8; 46; >; 3
387; "departure"; 8; 46; >; 3
388; "arrival"; 7; 46; >; 3
389; "departure"; 7; 46; <; 1
390; "arrival"; 8; 46; <; 1
391; "departure"; 8; 46; <; 1
392; "arrival"; 69; 46; <; 1
393; "departure"; 69; 46; <; 1
394; "arrival"; 53; 46; <; 1
395; "departure"; 53; 46; <; 1
396; "arrival"; 50; 46; <; 1
397; "departure"; 7; 46; <; 2
398; "arrival"; 8; 46; <; 2
399; "departure"; 8; 46; <; 2
400; "arrival"; 69; 46; <; 2
401; "departure"; 69; 46; <; 2
402; "arrival"; 53; 46; <; 2
403; "departure"; 53; 46; <; 2
404; "arrival"; 50; 46; <; 2
405; "departure"; 7; 46; <; 3
406; "arrival"; 8; 46; <; 3
407; "departure"; 8; 46; <; 3
408; "arrival"; 69; 46; <; 3
409; "departure"; 69; 46; <; 3
410; "arrival"; 53; 46; <; 3
411; "departure"; 53; 46; <; 3
412; "arrival"; 50; 46; <; 3
413; "departure"; 33; 50; >; 1
414; "arrival"; 27; 50; >; 1
415; "departure"; 27; 50; >; 1
416; "arrival"; 4; 50; >; 1
417; "departure"; 4; 50; >; 1
418; "arrival"; 8; 50; >; 1
419; "departure"; 8; 50; >; 1
420; "arrival"; 2; 50; >; 1
421; "departure"; 2; 50; <; 1
422; "arrival"; 8; 50; <; 1
423; "departure"; 8; 50; <; 1
424; "arrival"; 4; 50; <; 1
425; "departure"; 4; 50; <; 1
426; "arrival"; 27; 50; <; 1
427; "departure"; 27; 50; <; 1
428; "arrival"; 33; 50; <; 1
429; "departure"; 308; 52; >; 1
430; "arrival"; 14; 52; >; 1
431; "departure"; 14; 52; >; 1
432; "arrival"; 28; 52; >; 1
433; "departure"; 28; 52; >; 1
434; "arrival"; 40; 52; >; 1
435; "departure"; 40; 52; >; 1
436; "arrival"; 11; 52; >; 1
437; "departure"; 11; 52; <; 1
438; "arrival"; 40; 52; <; 1
439; "departure"; 40; 52; <; 1
440; "arrival"; 28; 52; <; 1
441; "departure"; 28; 52; <; 1
442; "arrival"; 14; 52; <; 1
443; "departure"; 14; 52; <; 1
444; "arrival"; 308; 52; <; 1
445; "departure"; 33; 63; >; 1
446; "arrival"; 4; 63; >; 1
447; "departure"; 4; 63; >; 1
448; "arrival"; 8; 63; >; 1
449; "departure"; 8; 63; >; 1
450; "arrival"; 7; 63; >; 1
451; "departure"; 7; 63; <; 1
452; "arrival"; 8; 63; <; 1
453; "departure"; 8; 63; <; 1
454; "arrival"; 4; 63; <; 1
455; "departure"; 4; 63; <; 1
456; "arrival"; 33; 63; <; 1
457; "departure"; 29; 67; >; 1
458; "arrival"; 7; 67; >; 1
459; "departure"; 7; 67; >; 1
460; "arrival"; 12; 67; >; 1
461; "departure"; 29; 67; >; 2
462; "arrival"; 7; 67; >; 2
463; "departure"; 7; 67; >; 2
464; "arrival"; 12; 67; >; 2
465; "departure"; 29; 67; >; 3
466; "arrival"; 7; 67; >; 3
467; "departure"; 7; 67; >; 3
468; "arrival"; 12; 67; >; 3
469; "departure"; 29; 67; >; 4
470; "arrival"; 7; 67; >; 4
471; "departure"; 7; 67; >; 4
472; "arrival"; 12; 67; >; 4
473; "departure"; 12; 67; <; 1
474; "arrival"; 7; 67; <; 1
475; "departure"; 7; 67; <; 1
476; "arrival"; 29; 67; <; 1
477; "departure"; 12; 67; <; 2
478; "arrival"; 7; 67; <; 2
479; "departure"; 7; 67; <; 2
480; "arrival"; 29; 67; <; 2
481; "departure"; 12; 67; <; 3
482; "arrival"; 7; 67; <; 3
483; "departure"; 7; 67; <; 3
484; "arrival"; 29; 67; <; 3
485; "departure"; 12; 67; <; 4
486; "arrival"; 7; 67; <; 4
487; "departure"; 7; 67; <; 4
488; "arrival"; 29; 67; <; 4
489; "departure"; 5; 70; >; 1
490; "arrival"; 6; 70; >; 1
491; "departure"; 6; 70; >; 1
492; "arrival"; 283; 70; >; 1
493; "departure"; 283; 70; >; 1
494; "arrival"; 17; 70; >; 1
495; "departure"; 17; 70; >; 1
496; "arrival"; 3; 70; >; 1
497; "departure"; 3; 70; >; 1
498; "arrival"; 2; 70; >; 1
499; "departure"; 2; 70; >; 1
500; "arrival"; 8; 70; >; 1
501; "departure"; 8; 70; <; 1
502; "arrival"; 2; 70; <; 1
503; "departure"; 2; 70; <; 1
504; "arrival"; 3; 70; <; 1
505; "departure"; 3; 70; <; 1
506; "arrival"; 17; 70; <; 1
507; "departure"; 17; 70; <; 1
508; "arrival"; 283; 70; <; 1
509; "departure"; 283; 70; <; 1
510; "arrival"; 6; 70; <; 1
511; "departure"; 6; 70; <; 1
512; "arrival"; 5; 70; <; 1
513; "departure"; 8; 71; >; 1
514; "arrival"; 7; 71; >; 1
515; "departure"; 7; 71; >; 1
516; "arrival"; 29; 71; >; 1
517; "departure"; 29; 71; >; 1
518; "arrival"; 15; 71; >; 1
519; "departure"; 15; 71; >; 1
520; "arrival"; 16; 71; >; 1
521; "departure"; 16; 71; >; 1
522; "arrival"; 18; 71; >; 1
523; "departure"; 18; 71; >; 1
524; "arrival"; 13; 71; >; 1
525; "departure"; 13; 71; >; 1
526; "arrival"; 31; 71; >; 1
527; "departure"; 31; 71; >; 1
528; "arrival"; 339; 71; >; 1
529; "departure"; 339; 71; >; 1
530; "arrival"; 5; 71; >; 1
531; "departure"; 5; 71; <; 1
532; "arrival"; 339; 71; <; 1
533; "departure"; 339; 71; <; 1
534; "arrival"; 31; 71; <; 1
535; "departure"; 31; 71; <; 1
536; "arrival"; 13; 71; <; 1
537; "departure"; 13; 71; <; 1
538; "arrival"; 18; 71; <; 1
539; "departure"; 18; 71; <; 1
540; "arrival"; 16; 71; <; 1
541; "departure"; 16; 71; <; 1
542; "arrival"; 15; 71; <; 1
543; "departure"; 15; 71; <; 1
544; "arrival"; 29; 71; <; 1
545; "departure"; 29; 71; <; 1
546; "arrival"; 7; 71; <; 1
547; "departure"; 7; 71; <; 1
548; "arrival"; 8; 71; <; 1
549; "departure"; 5; 72; >; 1
550; "arrival"; 6; 72; >; 1
551; "departure"; 6; 72; >; 1
552; "arrival"; 283; 72; >; 1
553; "departure"; 283; 72; >; 1
554; "arrival"; 27; 72; >; 1
555; "departure"; 27; 72; >; 1
556; "arrival"; 33; 72; >; 1
557; "departure"; 33; 72; >; 1
558; "arrival"; 4; 72; >; 1
559; "departure"; 4; 72; >; 1
560; "arrival"; 32; 72; >; 1
561; "departure"; 32; 72; >; 1
562; "arrival"; 8; 72; >; 1
563; "departure"; 8; 72; <; 1
564; "arrival"; 32; 72; <; 1
565; "departure"; 32; 72; <; 1
566; "arrival"; 4; 72; <; 1
567; "departure"; 4; 72; <; 1
568; "arrival"; 33; 72; <; 1
569; "departure"; 33; 72; <; 1
570; "arrival"; 27; 72; <; 1
571; "departure"; 27; 72; <; 1
572; "arrival"; 283; 72; <; 1
573; "departure"; 283; 72; <; 1
574; "arrival"; 6; 72; <; 1
575; "departure"; 6; 72; <; 1
576; "arrival"; 5; 72; <; 1
577; "departure"; 20; 74; >; 1
578; "arrival"; 50; 74; >; 1
579; "departure"; 50; 74; >; 1
580; "arrival"; 53; 74; >; 1
581; "departure"; 53; 74; >; 1
582; "arrival"; 69; 74; >; 1
583; "departure"; 69; 74; >; 1
584; "arrival"; 8; 74; >; 1
585; "departure"; 8; 74; <; 1
586; "arrival"; 69; 74; <; 1
587; "departure"; 69; 74; <; 1
588; "arrival"; 53; 74; <; 1
589; "departure"; 53; 74; <; 1
590; "arrival"; 50; 74; <; 1
591; "departure"; 50; 74; <; 1
592; "arrival"; 20; 74; <; 1
593; "departure"; 308; 77; >; 1
594; "arrival"; 14; 77; >; 1
595; "departure"; 14; 77; >; 1
596; "arrival"; 28; 77; >; 1
597; "departure"; 28; 77; >; 1
598; "arrival"; 30; 77; >; 1
599; "departure"; 30; 77; >; 1
600; "arrival"; 24; 77; >; 1
601; "departure"; 24; 77; >; 1
602; "arrival"; 10; 77; >; 1
603; "departure"; 10; 77; >; 1
604; "arrival"; 23; 77; >; 1
605; "departure"; 23; 77; >; 1
606; "arrival"; 26; 77; >; 1
607; "departure"; 26; 77; >; 1
608; "arrival"; 19; 77; >; 1
609; "departure"; 19; 77; >; 1
610; "arrival"; 8; 77; >; 1
611; "departure"; 8; 77; <; 1
612; "arrival"; 19; 77; <; 1
613; "departure"; 19; 77; <; 1
614; "arrival"; 26; 77; <; 1
615; "departure"; 26; 77; <; 1
616; "arrival"; 23; 77; <; 1
617; "departure"; 23; 77; <; 1
618; "arrival"; 10; 77; <; 1
619; "departure"; 10; 77; <; 1
620; "arrival"; 24; 77; <; 1
621; "departure"; 24; 77; <; 1
622; "arrival"; 30; 77; <; 1
623; "departure"; 30; 77; <; 1
624; "arrival"; 28; 77; <; 1
625; "departure"; 28; 77; <; 1
626; "arrival"; 14; 77; <; 1
627; "departure"; 14; 77; <; 1
628; "arrival"; 308; 77; <; 1
629; "departure"; 36; 79; >; 1
630; "arrival"; 21; 79; >; 1
631; "departure"; 21; 79; >; 1
632; "arrival"; 20; 79; >; 1
633; "departure"; 20; 79; >; 1
634; "arrival"; 12; 79; >; 1
635; "departure"; 12; 79; >; 1
636; "arrival"; 29; 79; >; 1
637; "departure"; 29; 79; >; 1
638; "arrival"; 5; 79; >; 1
639; "departure"; 36; 79; >; 2
640; "arrival"; 21; 79; >; 2
641; "departure"; 21; 79; >; 2
642; "arrival"; 20; 79; >; 2
643; "departure"; 20; 79; >; 2
644; "arrival"; 12; 79; >; 2
645; "departure"; 12; 79; >; 2
646; "arrival"; 29; 79; >; 2
647; "departure"; 29; 79; >; 2
648; "arrival"; 5; 79; >; 2
649; "departure"; 36; 79; >; 3
650; "arrival"; 21; 79; >; 3
651; "departure"; 21; 79; >; 3
652; "arrival"; 20; 79; >; 3
653; "departure"; 20; 79; >; 3
654; "arrival"; 12; 79; >; 3
655; "departure"; 12; 79; >; 3
656; "arrival"; 29; 79; >; 3
657; "departure"; 29; 79; >; 3
658; "arrival"; 5; 79; >; 3
659; "departure"; 36; 79; >; 4
660; "arrival"; 21; 79; >; 4
661; "departure"; 21; 79; >; 4
662; "arrival"; 20; 79; >; 4
663; "departure"; 20; 79; >; 4
664; "arrival"; 12; 79; >; 4
665; "departure"; 12; 79; >; 4
666; "arrival"; 29; 79; >; 4
667; "departure"; 29; 79; >; 4
668; "arrival"; 5; 79; >; 4
669; "departure"; 36; 79; >; 5
670; "arrival"; 21; 79; >; 5
671; "departure"; 21; 79; >; 5
672; "arrival"; 20; 79; >; 5
673; "departure"; 20; 79; >; 5
674; "arrival"; 12; 79; >; 5
675; "departure"; 12; 79; >; 5
676; "arrival"; 29; 79; >; 5
677; "departure"; 29; 79; >; 5
678; "arrival"; 5; 79; >; 5
679; "departure"; 36; 79; >; 6
680; "arrival"; 21; 79; >; 6
681; "departure"; 21; 79; >; 6
682; "arrival"; 20; 79; >; 6
683; "departure"; 20; 79; >; 6
684; "arrival"; 12; 79; >; 6
685; "departure"; 12; 79; >; 6
686; "arrival"; 29; 79; >; 6
687; "departure"; 29; 79; >; 6
688; "arrival"; 5; 79; >; 6
689; "departure"; 5; 79; <; 1
690; "arrival"; 29; 79; <; 1
691; "departure"; 29; 79; <; 1
692; "arrival"; 12; 79; <; 1
693; "departure"; 12; 79; <; 1
694; "arrival"; 20; 79; <; 1
695; "departure"; 20; 79; <; 1
696; "arrival"; 21; 79; <; 1
697; "departure"; 21; 79; <; 1
698; "arrival"; 36; 79; <; 1
699; "departure"; 5; 79; <; 2
700; "arrival"; 29; 79; <; 2
701; "departure"; 29; 79; <; 2
702; "arrival"; 12; 79; <; 2
703; "departure"; 12; 79; <; 2
704; "arrival"; 20; 79; <; 2
705; "departure"; 20; 79; <; 2
706; "arrival"; 21; 79; <; 2
707; "departure"; 21; 79; <; 2
708; "arrival"; 36; 79; <; 2
709; "departure"; 5; 79; <; 3
710; "arrival"; 29; 79; <; 3
711; "departure"; 29; 79; <; 3
712; "arrival"; 12; 79; <; 3
713; "departure"; 12; 79; <; 3
714; "arrival"; 20; 79; <; 3
715; "departure"; 20; 79; <; 3
716; "arrival"; 21; 79; <; 3
717; "departure"; 21; 79; <; 3
718; "arrival"; 36; 79; <; 3
719; "departure"; 5; 79; <; 4
720; "arrival"; 29; 79; <; 4
721; "departure"; 29; 79; <; 4
722; "arrival"; 12; 79; <; 4
723; "departure"; 12; 79; <; 4
724; "arrival"; 20; 79; <; 4
725; "departure"; 20; 79; <; 4
726; "arrival"; 21; 79; <; 4
727; "departure"; 21; 79; <; 4
728; "arrival"; 36; 79; <; 4
729; "departure"; 5; 79; <; 5
730; "arrival"; 29; 79; <; 5
731; "departure"; 29; 79; <; 5
732; "arrival"; 12; 79; <; 5
733; "departure"; 12; 79; <; 5
734; "arrival"; 20; 79; <; 5
735; "departure"; 20; 79; <; 5
736; "arrival"; 21; 79; <; 5
737; "departure"; 21; 79; <; 5
738; "arrival"; 36; 79; <; 5
739; "departure"; 5; 79; <; 6
740; "arrival"; 29; 79; <; 6
741; "departure"; 29; 79; <; 6
742; "arrival"; 12; 79; <; 6
743; "departure"; 12; 79; <; 6
744; "arrival"; 20; 79; <; 6
745; "departure"; 20; 79; <; 6
746; "arrival"; 21; 79; <; 6
747; "departure"; 21; 79; <; 6
748; "arrival"; 36; 79; <; 6
749; "departure"; 36; 80; >; 1
750; "arrival"; 21; 80; >; 1
751; "departure"; 21; 80; >; 1
752; "arrival"; 301; 80; >; 1
753; "departure"; 301; 80; >; 1
