# activity_index; type; from_event; to_event; lower_bound; upper_bound
102; "wait"; 86; 87; 0; 3
103; "drive"; 87; 88; 4; 5
104; "wait"; 88; 89; 0; 3
105; "drive"; 89; 90; 4; 5
106; "wait"; 90; 91; 0; 3
107; "drive"; 91; 92; 3; 4
108; "wait"; 92; 93; 0; 3
109; "drive"; 93; 94; 6; 8
110; "drive"; 95; 96; 6; 8
111; "wait"; 96; 97; 0; 3
112; "drive"; 97; 98; 3; 4
113; "wait"; 98; 99; 0; 3
114; "drive"; 99; 100; 4; 5
115; "wait"; 100; 101; 0; 3
116; "drive"; 101; 102; 4; 5
117; "wait"; 102; 103; 0; 3
118; "drive"; 103; 104; 14; 18
119; "wait"; 104; 105; 0; 3
120; "drive"; 105; 106; 9; 12
121; "wait"; 106; 107; 0; 3
122; "drive"; 107; 108; 6; 8
123; "drive"; 109; 110; 7; 9
124; "wait"; 110; 111; 0; 3
125; "drive"; 111; 112; 4; 5
126; "wait"; 112; 113; 0; 3
127; "drive"; 113; 114; 2; 3
128; "wait"; 114; 115; 0; 3
129; "drive"; 115; 116; 2; 3
130; "wait"; 116; 117; 0; 3
131; "drive"; 117; 118; 2; 3
132; "wait"; 118; 119; 0; 3
133; "drive"; 119; 120; 4; 5
134; "wait"; 120; 121; 0; 3
135; "drive"; 121; 122; 6; 8
136; "drive"; 123; 124; 6; 8
137; "wait"; 124; 125; 0; 3
138; "drive"; 125; 126; 4; 5
139; "wait"; 126; 127; 0; 3
140; "drive"; 127; 128; 2; 3
141; "wait"; 128; 129; 0; 3
142; "drive"; 129; 130; 2; 3
143; "wait"; 130; 131; 0; 3
144; "drive"; 131; 132; 2; 3
145; "wait"; 132; 133; 0; 3
146; "drive"; 133; 134; 4; 5
147; "wait"; 134; 135; 0; 3
148; "drive"; 135; 136; 7; 9
149; "drive"; 137; 138; 11; 14
150; "wait"; 138; 139; 0; 3
151; "drive"; 139; 140; 3; 4
152; "wait"; 140; 141; 0; 3
153; "drive"; 141; 142; 9; 12
154; "wait"; 142; 143; 0; 3
155; "drive"; 143; 144; 9; 12
156; "wait"; 144; 145; 0; 3
157; "drive"; 145; 146; 6; 8
158; "wait"; 146; 147; 0; 3
159; "drive"; 147; 148; 2; 3
160; "sync"; 137; 149; 30; 30
161; "drive"; 149; 150; 11; 14
162; "sync"; 139; 151; 30; 30
163; "wait"; 150; 151; 0; 3
164; "drive"; 151; 152; 3; 4
165; "sync"; 141; 153; 30; 30
166; "wait"; 152; 153; 0; 3
167; "drive"; 153; 154; 9; 12
168; "sync"; 143; 155; 30; 30
169; "wait"; 154; 155; 0; 3
170; "drive"; 155; 156; 9; 12
171; "sync"; 145; 157; 30; 30
172; "wait"; 156; 157; 0; 3
173; "drive"; 157; 158; 6; 8
174; "sync"; 147; 159; 30; 30
175; "wait"; 158; 159; 0; 3
176; "drive"; 159; 160; 2; 3
177; "drive"; 161; 162; 2; 3
178; "wait"; 162; 163; 0; 3
179; "drive"; 163; 164; 6; 8
180; "wait"; 164; 165; 0; 3
181; "drive"; 165; 166; 9; 12
182; "wait"; 166; 167; 0; 3
183; "drive"; 167; 168; 9; 12
184; "wait"; 168; 169; 0; 3
185; "drive"; 169; 170; 3; 4
186; "wait"; 170; 171; 0; 3
187; "drive"; 171; 172; 11; 14
188; "sync"; 161; 173; 30; 30
189; "drive"; 173; 174; 2; 3
190; "sync"; 163; 175; 30; 30
191; "wait"; 174; 175; 0; 3
192; "drive"; 175; 176; 6; 8
193; "sync"; 165; 177; 30; 30
194; "wait"; 176; 177; 0; 3
195; "drive"; 177; 178; 9; 12
196; "sync"; 167; 179; 30; 30
197; "wait"; 178; 179; 0; 3
198; "drive"; 179; 180; 9; 12
199; "sync"; 169; 181; 30; 30
200; "wait"; 180; 181; 0; 3
201; "drive"; 181; 182; 3; 4
202; "sync"; 171; 183; 30; 30
203; "wait"; 182; 183; 0; 3
204; "drive"; 183; 184; 11; 14
205; "drive"; 185; 186; 17; 22
206; "wait"; 186; 187; 0; 3
207; "drive"; 187; 188; 10; 13
208; "wait"; 188; 189; 0; 3
209; "drive"; 189; 190; 9; 12
210; "wait"; 190; 191; 0; 3
211; "drive"; 191; 192; 2; 3
212; "wait"; 192; 193; 0; 3
213; "drive"; 193; 194; 4; 5
214; "drive"; 195; 196; 4; 5
215; "wait"; 196; 197; 0; 3
216; "drive"; 197; 198; 2; 3
217; "wait"; 198; 199; 0; 3
218; "drive"; 199; 200; 9; 12
219; "wait"; 200; 201; 0; 3
220; "drive"; 201; 202; 10; 13
221; "wait"; 202; 203; 0; 3
222; "drive"; 203; 204; 17; 22
223; "drive"; 205; 206; 9; 12
224; "wait"; 206; 207; 0; 3
225; "drive"; 207; 208; 7; 9
226; "wait"; 208; 209; 0; 3
227; "drive"; 209; 210; 9; 12
228; "wait"; 210; 211; 0; 3
229; "drive"; 211; 212; 4; 5
230; "wait"; 212; 213; 0; 3
231; "drive"; 213; 214; 4; 5
232; "drive"; 215; 216; 4; 5
233; "wait"; 216; 217; 0; 3
234; "drive"; 217; 218; 4; 5
235; "wait"; 218; 219; 0; 3
236; "drive"; 219; 220; 9; 12
237; "wait"; 220; 221; 0; 3
238; "drive"; 221; 222; 7; 9
239; "wait"; 222; 223; 0; 3
240; "drive"; 223; 224; 9; 12
241; "drive"; 225; 226; 11; 14
242; "wait"; 226; 227; 0; 3
243; "drive"; 227; 228; 3; 4
244; "wait"; 228; 229; 0; 3
245; "drive"; 229; 230; 9; 12
246; "wait"; 230; 231; 0; 3
247; "drive"; 231; 232; 6; 8
248; "wait"; 232; 233; 0; 3
249; "drive"; 233; 234; 2; 3
250; "sync"; 225; 235; 10; 10
251; "drive"; 235; 236; 11; 14
252; "sync"; 227; 237; 10; 10
253; "wait"; 236; 237; 0; 3
254; "drive"; 237; 238; 3; 4
255; "sync"; 229; 239; 10; 10
256; "wait"; 238; 239; 0; 3
257; "drive"; 239; 240; 9; 12
258; "sync"; 231; 241; 10; 10
259; "wait"; 240; 241; 0; 3
260; "drive"; 241; 242; 6; 8
261; "sync"; 233; 243; 10; 10
262; "wait"; 242; 243; 0; 3
263; "drive"; 243; 244; 2; 3
264; "sync"; 235; 245; 10; 10
265; "drive"; 245; 246; 11; 14
266; "sync"; 237; 247; 10; 10
267; "wait"; 246; 247; 0; 3
268; "drive"; 247; 248; 3; 4
269; "sync"; 239; 249; 10; 10
270; "wait"; 248; 249; 0; 3
271; "drive"; 249; 250; 9; 12
272; "sync"; 241; 251; 10; 10
273; "wait"; 250; 251; 0; 3
274; "drive"; 251; 252; 6; 8
275; "sync"; 243; 253; 10; 10
276; "wait"; 252; 253; 0; 3
277; "drive"; 253; 254; 2; 3
278; "sync"; 245; 255; 10; 10
279; "drive"; 255; 256; 11; 14
280; "sync"; 247; 257; 10; 10
281; "wait"; 256; 257; 0; 3
282; "drive"; 257; 258; 3; 4
283; "sync"; 249; 259; 10; 10
284; "wait"; 258; 259; 0; 3
285; "drive"; 259; 260; 9; 12
286; "sync"; 251; 261; 10; 10
287; "wait"; 260; 261; 0; 3
288; "drive"; 261; 262; 6; 8
289; "sync"; 253; 263; 10; 10
290; "wait"; 262; 263; 0; 3
291; "drive"; 263; 264; 2; 3
292; "sync"; 255; 265; 10; 10
293; "drive"; 265; 266; 11; 14
294; "sync"; 257; 267; 10; 10
295; "wait"; 266; 267; 0; 3
296; "drive"; 267; 268; 3; 4
297; "sync"; 259; 269; 10; 10
298; "wait"; 268; 269; 0; 3
299; "drive"; 269; 270; 9; 12
300; "sync"; 261; 271; 10; 10
301; "wait"; 270; 271; 0; 3
302; "drive"; 271; 272; 6; 8
303; "sync"; 263; 273; 10; 10
304; "wait"; 272; 273; 0; 3
305; "drive"; 273; 274; 2; 3
306; "sync"; 265; 275; 10; 10
307; "drive"; 275; 276; 11; 14
308; "sync"; 267; 277; 10; 10
309; "wait"; 276; 277; 0; 3
310; "drive"; 277; 278; 3; 4
311; "sync"; 269; 279; 10; 10
312; "wait"; 278; 279; 0; 3
313; "drive"; 279; 280; 9; 12
314; "sync"; 271; 281; 10; 10
315; "wait"; 280; 281; 0; 3
316; "drive"; 281; 282; 6; 8
317; "sync"; 273; 283; 10; 10
318; "wait"; 282; 283; 0; 3
319; "drive"; 283; 284; 2; 3
320; "drive"; 285; 286; 2; 3
321; "wait"; 286; 287; 0; 3
322; "drive"; 287; 288; 6; 8
323; "wait"; 288; 289; 0; 3
324; "drive"; 289; 290; 9; 12
325; "wait"; 290; 291; 0; 3
326; "drive"; 291; 292; 3; 4
327; "wait"; 292; 293; 0; 3
328; "drive"; 293; 294; 11; 14
329; "sync"; 285; 295; 10; 10
330; "drive"; 295; 296; 2; 3
331; "sync"; 287; 297; 10; 10
332; "wait"; 296; 297; 0; 3
333; "drive"; 297; 298; 6; 8
334; "sync"; 289; 299; 10; 10
335; "wait"; 298; 299; 0; 3
336; "drive"; 299; 300; 9; 12
337; "sync"; 291; 301; 10; 10
338; "wait"; 300; 301; 0; 3
339; "drive"; 301; 302; 3; 4
340; "sync"; 293; 303; 10; 10
341; "wait"; 302; 303; 0; 3
342; "drive"; 303; 304; 11; 14
343; "sync"; 295; 305; 10; 10
344; "drive"; 305; 306; 2; 3
345; "sync"; 297; 307; 10; 10
346; "wait"; 306; 307; 0; 3
347; "drive"; 307; 308; 6; 8
348; "sync"; 299; 309; 10; 10
349; "wait"; 308; 309; 0; 3
350; "drive"; 309; 310; 9; 12
351; "sync"; 301; 311; 10; 10
352; "wait"; 310; 311; 0; 3
353; "drive"; 311; 312; 3; 4
354; "sync"; 303; 313; 10; 10
355; "wait"; 312; 313; 0; 3
356; "drive"; 313; 314; 11; 14
357; "sync"; 305; 315; 10; 10
358; "drive"; 315; 316; 2; 3
359; "sync"; 307; 317; 10; 10
360; "wait"; 316; 317; 0; 3
361; "drive"; 317; 318; 6; 8
362; "sync"; 309; 319; 10; 10
363; "wait"; 318; 319; 0; 3
364; "drive"; 319; 320; 9; 12
365; "sync"; 311; 321; 10; 10
366; "wait"; 320; 321; 0; 3
367; "drive"; 321; 322; 3; 4
368; "sync"; 313; 323; 10; 10
369; "wait"; 322; 323; 0; 3
370; "drive"; 323; 324; 11; 14
371; "sync"; 315; 325; 10; 10
372; "drive"; 325; 326; 2; 3
373; "sync"; 317; 327; 10; 10
374; "wait"; 326; 327; 0; 3
375; "drive"; 327; 328; 6; 8
376; "sync"; 319; 329; 10; 10
377; "wait"; 328; 329; 0; 3
378; "drive"; 329; 330; 9; 12
379; "sync"; 321; 331; 10; 10
380; "wait"; 330; 331; 0; 3
381; "drive"; 331; 332; 3; 4
382; "sync"; 323; 333; 10; 10
383; "wait"; 332; 333; 0; 3
384; "drive"; 333; 334; 11; 14
385; "sync"; 325; 335; 10; 10
386; "drive"; 335; 336; 2; 3
387; "sync"; 327; 337; 10; 10
388; "wait"; 336; 337; 0; 3
389; "drive"; 337; 338; 6; 8
390; "sync"; 329; 339; 10; 10
391; "wait"; 338; 339; 0; 3
392; "drive"; 339; 340; 9; 12
393; "sync"; 331; 341; 10; 10
394; "wait"; 340; 341; 0; 3
395; "drive"; 341; 342; 3; 4
396; "sync"; 333; 343; 10; 10
397; "wait"; 342; 343; 0; 3
398; "drive"; 343; 344; 11; 14
399; "drive"; 345; 346; 4; 5
400; "wait"; 346; 347; 0; 3
401; "drive"; 347; 348; 10; 13
402; "wait"; 348; 349; 0; 3
403; "drive"; 349; 350; 4; 5
404; "wait"; 350; 351; 0; 3
405; "drive"; 351; 352; 3; 4
406; "wait"; 352; 353; 0; 3
407; "drive"; 353; 354; 7; 9
408; "drive"; 355; 356; 7; 9
409; "wait"; 356; 357; 0; 3
410; "drive"; 357; 358; 3; 4
411; "wait"; 358; 359; 0; 3
412; "drive"; 359; 360; 4; 5
413; "wait"; 360; 361; 0; 3
414; "drive"; 361; 362; 10; 13
415; "wait"; 362; 363; 0; 3
416; "drive"; 363; 364; 4; 5
417; "drive"; 365; 366; 3; 4
418; "wait"; 366; 367; 0; 3
419; "drive"; 367; 368; 6; 8
420; "wait"; 368; 369; 0; 3
421; "drive"; 369; 370; 10; 13
422; "wait"; 370; 371; 0; 3
423; "drive"; 371; 372; 3; 4
424; "sync"; 365; 373; 20; 20
425; "drive"; 373; 374; 3; 4
426; "sync"; 367; 375; 20; 20
427; "wait"; 374; 375; 0; 3
428; "drive"; 375; 376; 6; 8
429; "sync"; 369; 377; 20; 20
430; "wait"; 376; 377; 0; 3
431; "drive"; 377; 378; 10; 13
432; "sync"; 371; 379; 20; 20
433; "wait"; 378; 379; 0; 3
434; "drive"; 379; 380; 3; 4
435; "sync"; 373; 381; 20; 20
436; "drive"; 381; 382; 3; 4
437; "sync"; 375; 383; 20; 20
438; "wait"; 382; 383; 0; 3
439; "drive"; 383; 384; 6; 8
440; "sync"; 377; 385; 20; 20
441; "wait"; 384; 385; 0; 3
442; "drive"; 385; 386; 10; 13
443; "sync"; 379; 387; 20; 20
444; "wait"; 386; 387; 0; 3
445; "drive"; 387; 388; 3; 4
446; "drive"; 389; 390; 3; 4
447; "wait"; 390; 391; 0; 3
448; "drive"; 391; 392; 10; 13
449; "wait"; 392; 393; 0; 3
450; "drive"; 393; 394; 6; 8
451; "wait"; 394; 395; 0; 3
452; "drive"; 395; 396; 3; 4
453; "sync"; 389; 397; 20; 20
454; "drive"; 397; 398; 3; 4
455; "sync"; 391; 399; 20; 20
456; "wait"; 398; 399; 0; 3
457; "drive"; 399; 400; 10; 13
458; "sync"; 393; 401; 20; 20
459; "wait"; 400; 401; 0; 3
460; "drive"; 401; 402; 6; 8
461; "sync"; 395; 403; 20; 20
462; "wait"; 402; 403; 0; 3
463; "drive"; 403; 404; 3; 4
464; "sync"; 397; 405; 20; 20
465; "drive"; 405; 406; 3; 4
466; "sync"; 399; 407; 20; 20
467; "wait"; 406; 407; 0; 3
468; "drive"; 407; 408; 10; 13
469; "sync"; 401; 409; 20; 20
470; "wait"; 408; 409; 0; 3
471; "drive"; 409; 410; 6; 8
472; "sync"; 403; 411; 20; 20
473; "wait"; 410; 411; 0; 3
474; "drive"; 411; 412; 3; 4
475; "drive"; 413; 414; 6; 8
476; "wait"; 414; 415; 0; 3
477; "drive"; 415; 416; 9; 12
478; "wait"; 416; 417; 0; 3
479; "drive"; 417; 418; 14; 18
480; "wait"; 418; 419; 0; 3
481; "drive"; 419; 420; 4; 5
482; "drive"; 421; 422; 4; 5
483; "wait"; 422; 423; 0; 3
484; "drive"; 423; 424; 14; 18
485; "wait"; 424; 425; 0; 3
486; "drive"; 425; 426; 9; 12
487; "wait"; 426; 427; 0; 3
488; "drive"; 427; 428; 6; 8
489; "drive"; 429; 430; 7; 9
490; "wait"; 430; 431; 0; 3
491; "drive"; 431; 432; 4; 5
492; "wait"; 432; 433; 0; 3
493; "drive"; 433; 434; 24; 30
494; "wait"; 434; 435; 0; 3
495; "drive"; 435; 436; 3; 4
496; "drive"; 437; 438; 3; 4
497; "wait"; 438; 439; 0; 3
498; "drive"; 439; 440; 24; 30
499; "wait"; 440; 441; 0; 3
500; "drive"; 441; 442; 4; 5
501; "wait"; 442; 443; 0; 3
502; "drive"; 443; 444; 7; 9
503; "drive"; 445; 446; 6; 8
504; "wait"; 446; 447; 0; 3
505; "drive"; 447; 448; 14; 18
506; "wait"; 448; 449; 0; 3
507; "drive"; 449; 450; 3; 4
508; "drive"; 451; 452; 3; 4
509; "wait"; 452; 453; 0; 3
510; "drive"; 453; 454; 14; 18
511; "wait"; 454; 455; 0; 3
512; "drive"; 455; 456; 6; 8
513; "drive"; 457; 458; 7; 9
514; "wait"; 458; 459; 0; 3
515; "drive"; 459; 460; 7; 9
516; "sync"; 457; 461; 15; 15
517; "drive"; 461; 462; 7; 9
518; "sync"; 459; 463; 15; 15
519; "wait"; 462; 463; 0; 3
520; "drive"; 463; 464; 7; 9
521; "sync"; 461; 465; 15; 15
522; "drive"; 465; 466; 7; 9
523; "sync"; 463; 467; 15; 15
524; "wait"; 466; 467; 0; 3
525; "drive"; 467; 468; 7; 9
526; "sync"; 465; 469; 15; 15
527; "drive"; 469; 470; 7; 9
528; "sync"; 467; 471; 15; 15
529; "wait"; 470; 471; 0; 3
530; "drive"; 471; 472; 7; 9
531; "drive"; 473; 474; 7; 9
532; "wait"; 474; 475; 0; 3
533; "drive"; 475; 476; 7; 9
534; "sync"; 473; 477; 15; 15
535; "drive"; 477; 478; 7; 9
536; "sync"; 475; 479; 15; 15
537; "wait"; 478; 479; 0; 3
538; "drive"; 479; 480; 7; 9
539; "sync"; 477; 481; 15; 15
540; "drive"; 481; 482; 7; 9
541; "sync"; 479; 483; 15; 15
542; "wait"; 482; 483; 0; 3
543; "drive"; 483; 484; 7; 9
544; "sync"; 481; 485; 15; 15
545; "drive"; 485; 486; 7; 9
546; "sync"; 483; 487; 15; 15
547; "wait"; 486; 487; 0; 3
548; "drive"; 487; 488; 7; 9
549; "drive"; 489; 490; 2; 3
550; "wait"; 490; 491; 0; 3
551; "drive"; 491; 492; 1; 2
552; "wait"; 492; 493; 0; 3
553; "drive"; 493; 494; 8; 10
554; "wait"; 494; 495; 0; 3
555; "drive"; 495; 496; 4; 5
556; "wait"; 496; 497; 0; 3
557; "drive"; 497; 498; 10; 13
558; "wait"; 498; 499; 0; 3
559; "drive"; 499; 500; 4; 5
560; "drive"; 501; 502; 4; 5
561; "wait"; 502; 503; 0; 3
562; "drive"; 503; 504; 10; 13
563; "wait"; 504; 505; 0; 3
564; "drive"; 505; 506; 4; 5
565; "wait"; 506; 507; 0; 3
566; "drive"; 507; 508; 8; 10
567; "wait"; 508; 509; 0; 3
568; "drive"; 509; 510; 1; 2
569; "wait"; 510; 511; 0; 3
570; "drive"; 511; 512; 2; 3
571; "drive"; 513; 514; 3; 4
572; "wait"; 514; 515; 0; 3
573; "drive"; 515; 516; 7; 9
574; "wait"; 516; 517; 0; 3
575; "drive"; 517; 518; 8; 10
576; "wait"; 518; 519; 0; 3
577; "drive"; 519; 520; 1; 2
578; "wait"; 520; 521; 0; 3
579; "drive"; 521; 522; 2; 3
580; "wait"; 522; 523; 0; 3
581; "drive"; 523; 524; 6; 8
582; "wait"; 524; 525; 0; 3
583; "drive"; 525; 526; 8; 10
584; "wait"; 526; 527; 0; 3
585; "drive"; 527; 528; 3; 4
586; "wait"; 528; 529; 0; 3
587; "drive"; 529; 530; 5; 7
588; "drive"; 531; 532; 5; 7
589; "wait"; 532; 533; 0; 3
590; "drive"; 533; 534; 3; 4
591; "wait"; 534; 535; 0; 3
592; "drive"; 535; 536; 8; 10
593; "wait"; 536; 537; 0; 3
594; "drive"; 537; 538; 6; 8
595; "wait"; 538; 539; 0; 3
596; "drive"; 539; 540; 2; 3
597; "wait"; 540; 541; 0; 3
598; "drive"; 541; 542; 1; 2
599; "wait"; 542; 543; 0; 3
600; "drive"; 543; 544; 8; 10
601; "wait"; 544; 545; 0; 3
602; "drive"; 545; 546; 7; 9
603; "wait"; 546; 547; 0; 3
604; "drive"; 547; 548; 3; 4
605; "drive"; 549; 550; 2; 3
606; "wait"; 550; 551; 0; 3
607; "drive"; 551; 552; 1; 2
608; "wait"; 552; 553; 0; 3
609; "drive"; 553; 554; 11; 14
610; "wait"; 554; 555; 0; 3
611; "drive"; 555; 556; 6; 8
612; "wait"; 556; 557; 0; 3
613; "drive"; 557; 558; 6; 8
614; "wait"; 558; 559; 0; 3
615; "drive"; 559; 560; 7; 9
616; "wait"; 560; 561; 0; 3
617; "drive"; 561; 562; 9; 12
618; "drive"; 563; 564; 9; 12
619; "wait"; 564; 565; 0; 3
620; "drive"; 565; 566; 7; 9
621; "wait"; 566; 567; 0; 3
622; "drive"; 567; 568; 6; 8
623; "wait"; 568; 569; 0; 3
624; "drive"; 569; 570; 6; 8
625; "wait"; 570; 571; 0; 3
626; "drive"; 571; 572; 11; 14
627; "wait"; 572; 573; 0; 3
628; "drive"; 573; 574; 1; 2
629; "wait"; 574; 575; 0; 3
630; "drive"; 575; 576; 2; 3
631; "drive"; 577; 578; 9; 12
632; "wait"; 578; 579; 0; 3
633; "drive"; 579; 580; 3; 4
634; "wait"; 580; 581; 0; 3
635; "drive"; 581; 582; 6; 8
636; "wait"; 582; 583; 0; 3
637; "drive"; 583; 584; 10; 13
638; "drive"; 585; 586; 10; 13
639; "wait"; 586; 587; 0; 3
640; "drive"; 587; 588; 6; 8
641; "wait"; 588; 589; 0; 3
642; "drive"; 589; 590; 3; 4
643; "wait"; 590; 591; 0; 3
644; "drive"; 591; 592; 9; 12
645; "drive"; 593; 594; 7; 9
646; "wait"; 594; 595; 0; 3
647; "drive"; 595; 596; 4; 5
648; "wait"; 596; 597; 0; 3
649; "drive"; 597; 598; 2; 3
650; "wait"; 598; 599; 0; 3
651; "drive"; 599; 600; 2; 3
652; "wait"; 600; 601; 0; 3
653; "drive"; 601; 602; 2; 3
654; "wait"; 602; 603; 0; 3
655; "drive"; 603; 604; 4; 5
656; "wait"; 604; 605; 0; 3
657; "drive"; 605; 606; 3; 4
658; "wait"; 606; 607; 0; 3
659; "drive"; 607; 608; 4; 5
660; "wait"; 608; 609; 0; 3
661; "drive"; 609; 610; 4; 5
662; "drive"; 611; 612; 4; 5
663; "wait"; 612; 613; 0; 3
664; "drive"; 613; 614; 4; 5
665; "wait"; 614; 615; 0; 3
666; "drive"; 615; 616; 3; 4
667; "wait"; 616; 617; 0; 3
668; "drive"; 617; 618; 4; 5
669; "wait"; 618; 619; 0; 3
670; "drive"; 619; 620; 2; 3
671; "wait"; 620; 621; 0; 3
672; "drive"; 621; 622; 2; 3
673; "wait"; 622; 623; 0; 3
674; "drive"; 623; 624; 2; 3
675; "wait"; 624; 625; 0; 3
676; "drive"; 625; 626; 4; 5
677; "wait"; 626; 627; 0; 3
678; "drive"; 627; 628; 7; 9
679; "drive"; 629; 630; 3; 4
680; "wait"; 630; 631; 0; 3
681; "drive"; 631; 632; 13; 17
682; "wait"; 632; 633; 0; 3
683; "drive"; 633; 634; 5; 7
684; "wait"; 634; 635; 0; 3
685; "drive"; 635; 636; 2; 3
686; "wait"; 636; 637; 0; 3
687; "drive"; 637; 638; 10; 13
688; "sync"; 629; 639; 10; 10
689; "drive"; 639; 640; 3; 4
690; "sync"; 631; 641; 10; 10
691; "wait"; 640; 641; 0; 3
692; "drive"; 641; 642; 13; 17
693; "sync"; 633; 643; 10; 10
694; "wait"; 642; 643; 0; 3
695; "drive"; 643; 644; 5; 7
696; "sync"; 635; 645; 10; 10
697; "wait"; 644; 645; 0; 3
698; "drive"; 645; 646; 2; 3
699; "sync"; 637; 647; 10; 10
700; "wait"; 646; 647; 0; 3
701; "drive"; 647; 648; 10; 13
702; "sync"; 639; 649; 10; 10
703; "drive"; 649; 650; 3; 4
704; "sync"; 641; 651; 10; 10
705; "wait"; 650; 651; 0; 3
706; "drive"; 651; 652; 13; 17
707; "sync"; 643; 653; 10; 10
708; "wait"; 652; 653; 0; 3
709; "drive"; 653; 654; 5; 7
710; "sync"; 645; 655; 10; 10
711; "wait"; 654; 655; 0; 3
712; "drive"; 655; 656; 2; 3
713; "sync"; 647; 657; 10; 10
714; "wait"; 656; 657; 0; 3
715; "drive"; 657; 658; 10; 13
716; "sync"; 649; 659; 10; 10
717; "drive"; 659; 660; 3; 4
718; "sync"; 651; 661; 10; 10
719; "wait"; 660; 661; 0; 3
720; "drive"; 661; 662; 13; 17
721; "sync"; 653; 663; 10; 10
722; "wait"; 662; 663; 0; 3
723; "drive"; 663; 664; 5; 7
724; "sync"; 655; 665; 10; 10
725; "wait"; 664; 665; 0; 3
726; "drive"; 665; 666; 2; 3
727; "sync"; 657; 667; 10; 10
728; "wait"; 666; 667; 0; 3
729; "drive"; 667; 668; 10; 13
730; "sync"; 659; 669; 10; 10
731; "drive"; 669; 670; 3; 4
732; "sync"; 661; 671; 10; 10
733; "wait"; 670; 671; 0; 3
