activity_index; type; from_event; to_event; lower_bound; upper_bound; weight
171; "drive"; 32; 41; 6; 8; 39.0
172; "wait"; 41; 171; 0; 3; 34.0
173; "drive"; 171; 182; 6; 8; 75.0
174; "wait"; 182; 212; 0; 3; 72.0
175; "drive"; 212; 94; 6; 8; 109.0
176; "wait"; 94; 3; 0; 3; 93.0
177; "drive"; 3; 214; 6; 8; 185.0
178; "wait"; 214; 129; 0; 3; 27.0
179; "drive"; 129; 98; 6; 8; 36.0
180; "wait"; 98; 42; 0; 3; 25.0
181; "drive"; 42; 120; 6; 8; 58.0
182; "wait"; 120; 142; 0; 3; 44.0
183; "drive"; 142; 154; 6; 8; 85.0
184; "wait"; 154; 80; 0; 3; 38.0
185; "drive"; 80; 91; 6; 8; 42.0
186; "drive"; 130; 144; 6; 8; 50.0
187; "wait"; 144; 62; 0; 3; 46.0
188; "drive"; 62; 84; 6; 8; 104.0
189; "wait"; 84; 52; 0; 3; 89.0
190; "drive"; 52; 96; 6; 8; 126.0
191; "wait"; 96; 1; 0; 3; 105.0
192; "drive"; 1; 113; 6; 8; 192.0
193; "wait"; 113; 27; 0; 3; 36.0
194; "drive"; 27; 68; 6; 8; 52.0
195; "wait"; 68; 88; 0; 3; 40.0
196; "drive"; 88; 79; 6; 8; 75.0
197; "wait"; 79; 102; 0; 3; 36.0
198; "drive"; 102; 14; 6; 8; 45.0
199; "wait"; 14; 40; 0; 3; 14.0
200; "drive"; 40; 213; 6; 8; 18.0
201; "change"; 48; 44; 3; 32; 19.0
202; "change"; 133; 23; 3; 22; 19.0
203; "change"; 204; 142; 3; 32; 18.0
204; "change"; 59; 174; 3; 32; 17.0
205; "change"; 164; 153; 3; 12; 16.0
206; "change"; 54; 153; 3; 22; 16.0
207; "change"; 214; 44; 3; 32; 16.0
208; "change"; 108; 174; 3; 12; 15.0
209; "change"; 133; 174; 3; 32; 14.0
210; "change"; 59; 23; 3; 12; 13.0
211; "change"; 18; 193; 3; 32; 13.0
212; "change"; 211; 174; 3; 12; 13.0
213; "change"; 211; 58; 3; 22; 13.0
214; "change"; 186; 153; 3; 22; 12.0
215; "change"; 178; 198; 3; 32; 12.0
216; "change"; 38; 176; 3; 32; 12.0
217; "change"; 31; 209; 3; 22; 11.0
218; "change"; 38; 23; 3; 12; 10.0
219; "change"; 211; 88; 3; 12; 10.0
220; "change"; 12; 44; 3; 32; 10.0
221; "change"; 18; 69; 3; 32; 9.0
222; "change"; 186; 42; 3; 32; 9.0
223; "change"; 55; 23; 3; 12; 9.0
224; "change"; 21; 44; 3; 32; 9.0
225; "change"; 26; 174; 3; 32; 9.0
226; "change"; 31; 25; 3; 22; 8.0
227; "change"; 18; 160; 3; 32; 7.0
228; "change"; 18; 34; 3; 12; 7.0
229; "change"; 190; 142; 3; 32; 7.0
230; "change"; 189; 153; 3; 12; 7.0
231; "change"; 31; 5; 3; 22; 7.0
232; "change"; 211; 176; 3; 12; 7.0
233; "change"; 192; 42; 3; 12; 7.0
234; "change"; 94; 23; 3; 12; 7.0
235; "change"; 113; 44; 3; 32; 7.0
236; "change"; 156; 153; 3; 12; 6.0
237; "change"; 141; 44; 3; 32; 6.0
238; "change"; 16; 198; 3; 12; 6.0
239; "change"; 16; 44; 3; 12; 6.0
240; "change"; 108; 58; 3; 22; 6.0
241; "change"; 136; 153; 3; 22; 6.0
242; "change"; 26; 23; 3; 22; 6.0
243; "change"; 50; 142; 3; 32; 5.0
244; "change"; 55; 176; 3; 32; 5.0
245; "change"; 31; 42; 3; 12; 5.0
246; "change"; 97; 44; 3; 12; 5.0
247; "change"; 97; 69; 3; 22; 5.0
248; "change"; 136; 42; 3; 32; 5.0
249; "change"; 26; 88; 3; 32; 5.0
250; "change"; 214; 198; 3; 32; 5.0
251; "change"; 96; 25; 3; 32; 5.0
252; "change"; 96; 153; 3; 12; 5.0
253; "change"; 113; 69; 3; 32; 5.0
254; "change"; 68; 23; 3; 12; 5.0
255; "change"; 18; 198; 3; 32; 4.0
256; "change"; 18; 27; 3; 32; 4.0
257; "change"; 43; 142; 3; 32; 4.0
258; "change"; 4; 153; 3; 12; 4.0
259; "change"; 63; 153; 3; 22; 4.0
260; "change"; 38; 58; 3; 32; 4.0
261; "change"; 31; 208; 3; 12; 4.0
262; "change"; 97; 198; 3; 12; 4.0
263; "change"; 192; 70; 3; 22; 4.0
264; "change"; 133; 88; 3; 32; 4.0
265; "change"; 84; 173; 3; 32; 4.0
266; "change"; 84; 127; 3; 32; 4.0
267; "change"; 79; 172; 3; 32; 4.0
268; "change"; 59; 88; 3; 32; 3.0
269; "change"; 18; 45; 3; 32; 3.0
270; "change"; 156; 209; 3; 32; 3.0
271; "change"; 56; 168; 3; 32; 3.0
272; "change"; 55; 58; 3; 32; 3.0
273; "change"; 189; 25; 3; 32; 3.0
274; "change"; 16; 69; 3; 22; 3.0
275; "change"; 156; 70; 3; 32; 2.0
276; "change"; 19; 69; 3; 32; 2.0
277; "change"; 56; 102; 3; 32; 2.0
278; "change"; 189; 70; 3; 32; 2.0
279; "change"; 108; 88; 3; 12; 2.0
280; "change"; 192; 209; 3; 22; 2.0
281; "change"; 192; 5; 3; 22; 2.0
282; "change"; 136; 65; 3; 32; 2.0
283; "change"; 136; 5; 3; 62; 2.0
284; "change"; 98; 25; 3; 32; 2.0
285; "change"; 98; 153; 3; 12; 2.0
286; "change"; 98; 70; 3; 32; 2.0
287; "change"; 96; 70; 3; 32; 2.0
288; "change"; 68; 58; 3; 32; 2.0
289; "change"; 19; 198; 3; 32; 1.0
290; "change"; 186; 65; 3; 32; 1.0
291; "change"; 186; 208; 3; 32; 1.0
292; "change"; 141; 198; 3; 32; 1.0
293; "change"; 141; 69; 3; 32; 1.0
294; "change"; 108; 176; 3; 12; 1.0
295; "change"; 192; 65; 3; 12; 1.0
296; "change"; 136; 208; 3; 32; 1.0
297; "change"; 155; 100; 3; 32; 1.0
298; "change"; 214; 69; 3; 32; 1.0
299; "change"; 98; 209; 3; 32; 1.0
300; "change"; 113; 198; 3; 32; 1.0
301; "change"; 79; 36; 3; 32; 1.0
