# event_id; type; stop_id; line_id; line_direction; line_freq_repetition
97; "departure"; 203; 1; >; 2
98; "arrival"; 211; 1; >; 2
99; "departure"; 211; 1; >; 2
100; "arrival"; 207; 1; >; 2
101; "departure"; 207; 1; <; 1
102; "arrival"; 211; 1; <; 1
103; "departure"; 211; 1; <; 1
104; "arrival"; 203; 1; <; 1
105; "departure"; 203; 1; <; 1
106; "arrival"; 213; 1; <; 1
107; "departure"; 213; 1; <; 1
108; "arrival"; 212; 1; <; 1
109; "departure"; 212; 1; <; 1
110; "arrival"; 233; 1; <; 1
111; "departure"; 233; 1; <; 1
112; "arrival"; 235; 1; <; 1
113; "departure"; 235; 1; <; 1
114; "arrival"; 217; 1; <; 1
115; "departure"; 217; 1; <; 1
116; "arrival"; 550; 1; <; 1
117; "departure"; 550; 1; <; 1
118; "arrival"; 220; 1; <; 1
119; "departure"; 220; 1; <; 1
120; "arrival"; 216; 1; <; 1
121; "departure"; 216; 1; <; 1
122; "arrival"; 225; 1; <; 1
123; "departure"; 225; 1; <; 1
124; "arrival"; 541; 1; <; 1
125; "departure"; 541; 1; <; 1
126; "arrival"; 224; 1; <; 1
127; "departure"; 224; 1; <; 1
128; "arrival"; 234; 1; <; 1
129; "departure"; 234; 1; <; 1
130; "arrival"; 215; 1; <; 1
131; "departure"; 215; 1; <; 1
132; "arrival"; 223; 1; <; 1
133; "departure"; 223; 1; <; 1
134; "arrival"; 237; 1; <; 1
135; "departure"; 237; 1; <; 1
136; "arrival"; 222; 1; <; 1
137; "departure"; 222; 1; <; 1
138; "arrival"; 221; 1; <; 1
139; "departure"; 221; 1; <; 1
140; "arrival"; 214; 1; <; 1
141; "departure"; 214; 1; <; 1
142; "arrival"; 210; 1; <; 1
143; "departure"; 210; 1; <; 1
144; "arrival"; 202; 1; <; 1
145; "departure"; 202; 1; <; 1
146; "arrival"; 165; 1; <; 1
147; "departure"; 165; 1; <; 1
148; "arrival"; 143; 1; <; 1
149; "departure"; 143; 1; <; 1
150; "arrival"; 364; 1; <; 1
151; "departure"; 207; 1; <; 2
152; "arrival"; 211; 1; <; 2
153; "departure"; 211; 1; <; 2
154; "arrival"; 203; 1; <; 2
155; "departure"; 203; 1; <; 2
156; "arrival"; 213; 1; <; 2
157; "departure"; 213; 1; <; 2
158; "arrival"; 212; 1; <; 2
159; "departure"; 212; 1; <; 2
160; "arrival"; 233; 1; <; 2
161; "departure"; 233; 1; <; 2
162; "arrival"; 235; 1; <; 2
163; "departure"; 235; 1; <; 2
164; "arrival"; 217; 1; <; 2
165; "departure"; 217; 1; <; 2
166; "arrival"; 550; 1; <; 2
167; "departure"; 550; 1; <; 2
168; "arrival"; 220; 1; <; 2
169; "departure"; 220; 1; <; 2
170; "arrival"; 216; 1; <; 2
171; "departure"; 216; 1; <; 2
172; "arrival"; 225; 1; <; 2
173; "departure"; 225; 1; <; 2
174; "arrival"; 541; 1; <; 2
175; "departure"; 541; 1; <; 2
176; "arrival"; 224; 1; <; 2
177; "departure"; 224; 1; <; 2
178; "arrival"; 234; 1; <; 2
179; "departure"; 234; 1; <; 2
180; "arrival"; 215; 1; <; 2
181; "departure"; 215; 1; <; 2
182; "arrival"; 223; 1; <; 2
183; "departure"; 223; 1; <; 2
184; "arrival"; 237; 1; <; 2
185; "departure"; 237; 1; <; 2
186; "arrival"; 222; 1; <; 2
187; "departure"; 222; 1; <; 2
188; "arrival"; 221; 1; <; 2
189; "departure"; 221; 1; <; 2
190; "arrival"; 214; 1; <; 2
191; "departure"; 214; 1; <; 2
192; "arrival"; 210; 1; <; 2
193; "departure"; 210; 1; <; 2
194; "arrival"; 202; 1; <; 2
195; "departure"; 202; 1; <; 2
196; "arrival"; 165; 1; <; 2
197; "departure"; 165; 1; <; 2
198; "arrival"; 143; 1; <; 2
199; "departure"; 143; 1; <; 2
200; "arrival"; 364; 1; <; 2
201; "departure"; 527; 2; >; 1
202; "arrival"; 41; 2; >; 1
203; "departure"; 41; 2; >; 1
204; "arrival"; 42; 2; >; 1
205; "departure"; 42; 2; >; 1
206; "arrival"; 573; 2; >; 1
207; "departure"; 573; 2; >; 1
208; "arrival"; 43; 2; >; 1
209; "departure"; 43; 2; >; 1
210; "arrival"; 406; 2; >; 1
211; "departure"; 406; 2; >; 1
212; "arrival"; 544; 2; >; 1
213; "departure"; 544; 2; >; 1
214; "arrival"; 405; 2; >; 1
215; "departure"; 405; 2; >; 1
216; "arrival"; 502; 2; >; 1
217; "departure"; 502; 2; >; 1
218; "arrival"; 505; 2; >; 1
219; "departure"; 505; 2; >; 1
220; "arrival"; 504; 2; >; 1
221; "departure"; 504; 2; >; 1
222; "arrival"; 503; 2; >; 1
223; "departure"; 503; 2; >; 1
224; "arrival"; 91; 2; >; 1
225; "departure"; 91; 2; >; 1
226; "arrival"; 92; 2; >; 1
227; "departure"; 92; 2; >; 1
228; "arrival"; 506; 2; >; 1
229; "departure"; 506; 2; >; 1
230; "arrival"; 508; 2; >; 1
231; "departure"; 508; 2; >; 1
232; "arrival"; 507; 2; >; 1
233; "departure"; 507; 2; >; 1
234; "arrival"; 574; 2; >; 1
235; "departure"; 574; 2; >; 1
236; "arrival"; 509; 2; >; 1
237; "departure"; 509; 2; >; 1
238; "arrival"; 291; 2; >; 1
239; "departure"; 291; 2; >; 1
240; "arrival"; 290; 2; >; 1
241; "departure"; 290; 2; >; 1
242; "arrival"; 294; 2; >; 1
243; "departure"; 294; 2; >; 1
244; "arrival"; 295; 2; >; 1
245; "departure"; 295; 2; >; 1
246; "arrival"; 296; 2; >; 1
247; "departure"; 296; 2; >; 1
248; "arrival"; 293; 2; >; 1
249; "departure"; 293; 2; >; 1
250; "arrival"; 517; 2; >; 1
251; "departure"; 527; 2; >; 2
252; "arrival"; 41; 2; >; 2
253; "departure"; 41; 2; >; 2
254; "arrival"; 42; 2; >; 2
255; "departure"; 42; 2; >; 2
256; "arrival"; 573; 2; >; 2
257; "departure"; 573; 2; >; 2
258; "arrival"; 43; 2; >; 2
259; "departure"; 43; 2; >; 2
260; "arrival"; 406; 2; >; 2
261; "departure"; 406; 2; >; 2
262; "arrival"; 544; 2; >; 2
263; "departure"; 544; 2; >; 2
264; "arrival"; 405; 2; >; 2
265; "departure"; 405; 2; >; 2
266; "arrival"; 502; 2; >; 2
267; "departure"; 502; 2; >; 2
268; "arrival"; 505; 2; >; 2
269; "departure"; 505; 2; >; 2
270; "arrival"; 504; 2; >; 2
271; "departure"; 504; 2; >; 2
272; "arrival"; 503; 2; >; 2
273; "departure"; 503; 2; >; 2
274; "arrival"; 91; 2; >; 2
275; "departure"; 91; 2; >; 2
276; "arrival"; 92; 2; >; 2
277; "departure"; 92; 2; >; 2
278; "arrival"; 506; 2; >; 2
279; "departure"; 506; 2; >; 2
280; "arrival"; 508; 2; >; 2
281; "departure"; 508; 2; >; 2
282; "arrival"; 507; 2; >; 2
283; "departure"; 507; 2; >; 2
284; "arrival"; 574; 2; >; 2
285; "departure"; 574; 2; >; 2
286; "arrival"; 509; 2; >; 2
287; "departure"; 509; 2; >; 2
288; "arrival"; 291; 2; >; 2
289; "departure"; 291; 2; >; 2
290; "arrival"; 290; 2; >; 2
291; "departure"; 290; 2; >; 2
292; "arrival"; 294; 2; >; 2
293; "departure"; 294; 2; >; 2
294; "arrival"; 295; 2; >; 2
295; "departure"; 295; 2; >; 2
296; "arrival"; 296; 2; >; 2
297; "departure"; 296; 2; >; 2
298; "arrival"; 293; 2; >; 2
299; "departure"; 293; 2; >; 2
300; "arrival"; 517; 2; >; 2
301; "departure"; 527; 2; >; 3
302; "arrival"; 41; 2; >; 3
303; "departure"; 41; 2; >; 3
304; "arrival"; 42; 2; >; 3
305; "departure"; 42; 2; >; 3
306; "arrival"; 573; 2; >; 3
307; "departure"; 573; 2; >; 3
308; "arrival"; 43; 2; >; 3
309; "departure"; 43; 2; >; 3
310; "arrival"; 406; 2; >; 3
311; "departure"; 406; 2; >; 3
312; "arrival"; 544; 2; >; 3
313; "departure"; 544; 2; >; 3
314; "arrival"; 405; 2; >; 3
315; "departure"; 405; 2; >; 3
316; "arrival"; 502; 2; >; 3
317; "departure"; 502; 2; >; 3
318; "arrival"; 505; 2; >; 3
319; "departure"; 505; 2; >; 3
320; "arrival"; 504; 2; >; 3
321; "departure"; 504; 2; >; 3
322; "arrival"; 503; 2; >; 3
323; "departure"; 503; 2; >; 3
324; "arrival"; 91; 2; >; 3
325; "departure"; 91; 2; >; 3
326; "arrival"; 92; 2; >; 3
327; "departure"; 92; 2; >; 3
328; "arrival"; 506; 2; >; 3
329; "departure"; 506; 2; >; 3
330; "arrival"; 508; 2; >; 3
331; "departure"; 508; 2; >; 3
332; "arrival"; 507; 2; >; 3
333; "departure"; 507; 2; >; 3
334; "arrival"; 574; 2; >; 3
335; "departure"; 574; 2; >; 3
336; "arrival"; 509; 2; >; 3
337; "departure"; 509; 2; >; 3
338; "arrival"; 291; 2; >; 3
339; "departure"; 291; 2; >; 3
340; "arrival"; 290; 2; >; 3
341; "departure"; 290; 2; >; 3
342; "arrival"; 294; 2; >; 3
343; "departure"; 294; 2; >; 3
344; "arrival"; 295; 2; >; 3
345; "departure"; 295; 2; >; 3
346; "arrival"; 296; 2; >; 3
347; "departure"; 296; 2; >; 3
348; "arrival"; 293; 2; >; 3
349; "departure"; 293; 2; >; 3
350; "arrival"; 517; 2; >; 3
351; "departure"; 527; 2; >; 4
352; "arrival"; 41; 2; >; 4
353; "departure"; 41; 2; >; 4
354; "arrival"; 42; 2; >; 4
355; "departure"; 42; 2; >; 4
356; "arrival"; 573; 2; >; 4
357; "departure"; 573; 2; >; 4
358; "arrival"; 43; 2; >; 4
359; "departure"; 43; 2; >; 4
360; "arrival"; 406; 2; >; 4
361; "departure"; 406; 2; >; 4
362; "arrival"; 544; 2; >; 4
363; "departure"; 544; 2; >; 4
364; "arrival"; 405; 2; >; 4
365; "departure"; 405; 2; >; 4
366; "arrival"; 502; 2; >; 4
367; "departure"; 502; 2; >; 4
368; "arrival"; 505; 2; >; 4
369; "departure"; 505; 2; >; 4
370; "arrival"; 504; 2; >; 4
371; "departure"; 504; 2; >; 4
372; "arrival"; 503; 2; >; 4
373; "departure"; 503; 2; >; 4
374; "arrival"; 91; 2; >; 4
375; "departure"; 91; 2; >; 4
376; "arrival"; 92; 2; >; 4
377; "departure"; 92; 2; >; 4
378; "arrival"; 506; 2; >; 4
379; "departure"; 506; 2; >; 4
380; "arrival"; 508; 2; >; 4
381; "departure"; 508; 2; >; 4
382; "arrival"; 507; 2; >; 4
383; "departure"; 507; 2; >; 4
384; "arrival"; 574; 2; >; 4
385; "departure"; 574; 2; >; 4
386; "arrival"; 509; 2; >; 4
387; "departure"; 509; 2; >; 4
388; "arrival"; 291; 2; >; 4
389; "departure"; 291; 2; >; 4
390; "arrival"; 290; 2; >; 4
391; "departure"; 290; 2; >; 4
392; "arrival"; 294; 2; >; 4
393; "departure"; 294; 2; >; 4
394; "arrival"; 295; 2; >; 4
395; "departure"; 295; 2; >; 4
396; "arrival"; 296; 2; >; 4
397; "departure"; 296; 2; >; 4
398; "arrival"; 293; 2; >; 4
399; "departure"; 293; 2; >; 4
400; "arrival"; 517; 2; >; 4
401; "departure"; 517; 2; <; 1
402; "arrival"; 293; 2; <; 1
403; "departure"; 293; 2; <; 1
404; "arrival"; 296; 2; <; 1
405; "departure"; 296; 2; <; 1
406; "arrival"; 295; 2; <; 1
407; "departure"; 295; 2; <; 1
408; "arrival"; 294; 2; <; 1
409; "departure"; 294; 2; <; 1
410; "arrival"; 290; 2; <; 1
411; "departure"; 290; 2; <; 1
412; "arrival"; 291; 2; <; 1
413; "departure"; 291; 2; <; 1
414; "arrival"; 509; 2; <; 1
415; "departure"; 509; 2; <; 1
416; "arrival"; 574; 2; <; 1
417; "departure"; 574; 2; <; 1
418; "arrival"; 507; 2; <; 1
419; "departure"; 507; 2; <; 1
420; "arrival"; 508; 2; <; 1
421; "departure"; 508; 2; <; 1
422; "arrival"; 506; 2; <; 1
423; "departure"; 506; 2; <; 1
424; "arrival"; 92; 2; <; 1
425; "departure"; 92; 2; <; 1
426; "arrival"; 91; 2; <; 1
427; "departure"; 91; 2; <; 1
428; "arrival"; 503; 2; <; 1
429; "departure"; 503; 2; <; 1
430; "arrival"; 504; 2; <; 1
431; "departure"; 504; 2; <; 1
432; "arrival"; 505; 2; <; 1
433; "departure"; 505; 2; <; 1
434; "arrival"; 502; 2; <; 1
435; "departure"; 502; 2; <; 1
436; "arrival"; 405; 2; <; 1
437; "departure"; 405; 2; <; 1
438; "arrival"; 544; 2; <; 1
439; "departure"; 544; 2; <; 1
440; "arrival"; 406; 2; <; 1
441; "departure"; 406; 2; <; 1
442; "arrival"; 43; 2; <; 1
443; "departure"; 43; 2; <; 1
444; "arrival"; 573; 2; <; 1
445; "departure"; 573; 2; <; 1
446; "arrival"; 42; 2; <; 1
447; "departure"; 42; 2; <; 1
448; "arrival"; 41; 2; <; 1
449; "departure"; 41; 2; <; 1
450; "arrival"; 527; 2; <; 1
451; "departure"; 517; 2; <; 2
452; "arrival"; 293; 2; <; 2
453; "departure"; 293; 2; <; 2
454; "arrival"; 296; 2; <; 2
455; "departure"; 296; 2; <; 2
456; "arrival"; 295; 2; <; 2
457; "departure"; 295; 2; <; 2
458; "arrival"; 294; 2; <; 2
459; "departure"; 294; 2; <; 2
460; "arrival"; 290; 2; <; 2
461; "departure"; 290; 2; <; 2
462; "arrival"; 291; 2; <; 2
463; "departure"; 291; 2; <; 2
464; "arrival"; 509; 2; <; 2
465; "departure"; 509; 2; <; 2
466; "arrival"; 574; 2; <; 2
467; "departure"; 574; 2; <; 2
468; "arrival"; 507; 2; <; 2
469; "departure"; 507; 2; <; 2
470; "arrival"; 508; 2; <; 2
471; "departure"; 508; 2; <; 2
472; "arrival"; 506; 2; <; 2
473; "departure"; 506; 2; <; 2
474; "arrival"; 92; 2; <; 2
475; "departure"; 92; 2; <; 2
476; "arrival"; 91; 2; <; 2
477; "departure"; 91; 2; <; 2
478; "arrival"; 503; 2; <; 2
479; "departure"; 503; 2; <; 2
480; "arrival"; 504; 2; <; 2
481; "departure"; 504; 2; <; 2
482; "arrival"; 505; 2; <; 2
483; "departure"; 505; 2; <; 2
484; "arrival"; 502; 2; <; 2
485; "departure"; 502; 2; <; 2
486; "arrival"; 405; 2; <; 2
487; "departure"; 405; 2; <; 2
488; "arrival"; 544; 2; <; 2
489; "departure"; 544; 2; <; 2
490; "arrival"; 406; 2; <; 2
491; "departure"; 406; 2; <; 2
492; "arrival"; 43; 2; <; 2
493; "departure"; 43; 2; <; 2
494; "arrival"; 573; 2; <; 2
495; "departure"; 573; 2; <; 2
496; "arrival"; 42; 2; <; 2
497; "departure"; 42; 2; <; 2
498; "arrival"; 41; 2; <; 2
499; "departure"; 41; 2; <; 2
500; "arrival"; 527; 2; <; 2
501; "departure"; 517; 2; <; 3
502; "arrival"; 293; 2; <; 3
503; "departure"; 293; 2; <; 3
504; "arrival"; 296; 2; <; 3
505; "departure"; 296; 2; <; 3
506; "arrival"; 295; 2; <; 3
507; "departure"; 295; 2; <; 3
508; "arrival"; 294; 2; <; 3
509; "departure"; 294; 2; <; 3
510; "arrival"; 290; 2; <; 3
511; "departure"; 290; 2; <; 3
512; "arrival"; 291; 2; <; 3
513; "departure"; 291; 2; <; 3
514; "arrival"; 509; 2; <; 3
515; "departure"; 509; 2; <; 3
516; "arrival"; 574; 2; <; 3
517; "departure"; 574; 2; <; 3
518; "arrival"; 507; 2; <; 3
519; "departure"; 507; 2; <; 3
520; "arrival"; 508; 2; <; 3
521; "departure"; 508; 2; <; 3
522; "arrival"; 506; 2; <; 3
523; "departure"; 506; 2; <; 3
524; "arrival"; 92; 2; <; 3
525; "departure"; 92; 2; <; 3
526; "arrival"; 91; 2; <; 3
527; "departure"; 91; 2; <; 3
528; "arrival"; 503; 2; <; 3
529; "departure"; 503; 2; <; 3
530; "arrival"; 504; 2; <; 3
531; "departure"; 504; 2; <; 3
532; "arrival"; 505; 2; <; 3
533; "departure"; 505; 2; <; 3
534; "arrival"; 502; 2; <; 3
535; "departure"; 502; 2; <; 3
536; "arrival"; 405; 2; <; 3
537; "departure"; 405; 2; <; 3
538; "arrival"; 544; 2; <; 3
539; "departure"; 544; 2; <; 3
540; "arrival"; 406; 2; <; 3
541; "departure"; 406; 2; <; 3
542; "arrival"; 43; 2; <; 3
543; "departure"; 43; 2; <; 3
544; "arrival"; 573; 2; <; 3
545; "departure"; 573; 2; <; 3
546; "arrival"; 42; 2; <; 3
547; "departure"; 42; 2; <; 3
548; "arrival"; 41; 2; <; 3
549; "departure"; 41; 2; <; 3
550; "arrival"; 527; 2; <; 3
551; "departure"; 517; 2; <; 4
552; "arrival"; 293; 2; <; 4
553; "departure"; 293; 2; <; 4
554; "arrival"; 296; 2; <; 4
555; "departure"; 296; 2; <; 4
556; "arrival"; 295; 2; <; 4
557; "departure"; 295; 2; <; 4
558; "arrival"; 294; 2; <; 4
559; "departure"; 294; 2; <; 4
560; "arrival"; 290; 2; <; 4
561; "departure"; 290; 2; <; 4
562; "arrival"; 291; 2; <; 4
563; "departure"; 291; 2; <; 4
564; "arrival"; 509; 2; <; 4
565; "departure"; 509; 2; <; 4
566; "arrival"; 574; 2; <; 4
567; "departure"; 574; 2; <; 4
568; "arrival"; 507; 2; <; 4
569; "departure"; 507; 2; <; 4
570; "arrival"; 508; 2; <; 4
571; "departure"; 508; 2; <; 4
572; "arrival"; 506; 2; <; 4
573; "departure"; 506; 2; <; 4
574; "arrival"; 92; 2; <; 4
575; "departure"; 92; 2; <; 4
576; "arrival"; 91; 2; <; 4
577; "departure"; 91; 2; <; 4
578; "arrival"; 503; 2; <; 4
579; "departure"; 503; 2; <; 4
580; "arrival"; 504; 2; <; 4
581; "departure"; 504; 2; <; 4
582; "arrival"; 505; 2; <; 4
583; "departure"; 505; 2; <; 4
584; "arrival"; 502; 2; <; 4
585; "departure"; 502; 2; <; 4
586; "arrival"; 405; 2; <; 4
587; "departure"; 405; 2; <; 4
588; "arrival"; 544; 2; <; 4
589; "departure"; 544; 2; <; 4
590; "arrival"; 406; 2; <; 4
591; "departure"; 406; 2; <; 4
592; "arrival"; 43; 2; <; 4
593; "departure"; 43; 2; <; 4
594; "arrival"; 573; 2; <; 4
595; "departure"; 573; 2; <; 4
596; "arrival"; 42; 2; <; 4
597; "departure"; 42; 2; <; 4
598; "arrival"; 41; 2; <; 4
599; "departure"; 41; 2; <; 4
600; "arrival"; 527; 2; <; 4
601; "departure"; 497; 3; >; 1
602; "arrival"; 133; 3; >; 1
603; "departure"; 133; 3; >; 1
604; "arrival"; 440; 3; >; 1
605; "departure"; 440; 3; >; 1
606; "arrival"; 444; 3; >; 1
607; "departure"; 444; 3; >; 1
608; "arrival"; 492; 3; >; 1
609; "departure"; 492; 3; >; 1
610; "arrival"; 164; 3; >; 1
611; "departure"; 164; 3; >; 1
612; "arrival"; 163; 3; >; 1
613; "departure"; 163; 3; >; 1
614; "arrival"; 447; 3; >; 1
615; "departure"; 447; 3; >; 1
616; "arrival"; 156; 3; >; 1
617; "departure"; 156; 3; >; 1
618; "arrival"; 443; 3; >; 1
619; "departure"; 443; 3; >; 1
620; "arrival"; 446; 3; >; 1
621; "departure"; 446; 3; >; 1
622; "arrival"; 445; 3; >; 1
623; "departure"; 445; 3; >; 1
624; "arrival"; 244; 3; >; 1
625; "departure"; 244; 3; >; 1
626; "arrival"; 243; 3; >; 1
627; "departure"; 243; 3; >; 1
628; "arrival"; 242; 3; >; 1
629; "departure"; 242; 3; >; 1
630; "arrival"; 247; 3; >; 1
631; "departure"; 247; 3; >; 1
632; "arrival"; 241; 3; >; 1
633; "departure"; 241; 3; >; 1
634; "arrival"; 248; 3; >; 1
635; "departure"; 248; 3; >; 1
636; "arrival"; 273; 3; >; 1
637; "departure"; 273; 3; >; 1
638; "arrival"; 495; 3; >; 1
639; "departure"; 495; 3; >; 1
640; "arrival"; 75; 3; >; 1
641; "departure"; 75; 3; >; 1
642; "arrival"; 200; 3; >; 1
643; "departure"; 200; 3; >; 1
644; "arrival"; 76; 3; >; 1
645; "departure"; 76; 3; >; 1
646; "arrival"; 77; 3; >; 1
647; "departure"; 497; 3; >; 2
648; "arrival"; 133; 3; >; 2
649; "departure"; 133; 3; >; 2
650; "arrival"; 440; 3; >; 2
651; "departure"; 440; 3; >; 2
652; "arrival"; 444; 3; >; 2
653; "departure"; 444; 3; >; 2
654; "arrival"; 492; 3; >; 2
655; "departure"; 492; 3; >; 2
656; "arrival"; 164; 3; >; 2
657; "departure"; 164; 3; >; 2
658; "arrival"; 163; 3; >; 2
659; "departure"; 163; 3; >; 2
660; "arrival"; 447; 3; >; 2
661; "departure"; 447; 3; >; 2
662; "arrival"; 156; 3; >; 2
663; "departure"; 156; 3; >; 2
664; "arrival"; 443; 3; >; 2
665; "departure"; 443; 3; >; 2
666; "arrival"; 446; 3; >; 2
667; "departure"; 446; 3; >; 2
668; "arrival"; 445; 3; >; 2
669; "departure"; 445; 3; >; 2
670; "arrival"; 244; 3; >; 2
671; "departure"; 244; 3; >; 2
672; "arrival"; 243; 3; >; 2
673; "departure"; 243; 3; >; 2
674; "arrival"; 242; 3; >; 2
675; "departure"; 242; 3; >; 2
676; "arrival"; 247; 3; >; 2
677; "departure"; 247; 3; >; 2
678; "arrival"; 241; 3; >; 2
679; "departure"; 241; 3; >; 2
680; "arrival"; 248; 3; >; 2
681; "departure"; 248; 3; >; 2
682; "arrival"; 273; 3; >; 2
683; "departure"; 273; 3; >; 2
684; "arrival"; 495; 3; >; 2
685; "departure"; 495; 3; >; 2
686; "arrival"; 75; 3; >; 2
687; "departure"; 75; 3; >; 2
688; "arrival"; 200; 3; >; 2
689; "departure"; 200; 3; >; 2
690; "arrival"; 76; 3; >; 2
691; "departure"; 76; 3; >; 2
692; "arrival"; 77; 3; >; 2
693; "departure"; 77; 3; <; 1
694; "arrival"; 76; 3; <; 1
695; "departure"; 76; 3; <; 1
696; "arrival"; 200; 3; <; 1
697; "departure"; 200; 3; <; 1
698; "arrival"; 75; 3; <; 1
699; "departure"; 75; 3; <; 1
700; "arrival"; 495; 3; <; 1
701; "departure"; 495; 3; <; 1
702; "arrival"; 273; 3; <; 1
703; "departure"; 273; 3; <; 1
704; "arrival"; 248; 3; <; 1
705; "departure"; 248; 3; <; 1
706; "arrival"; 241; 3; <; 1
707; "departure"; 241; 3; <; 1
708; "arrival"; 247; 3; <; 1
709; "departure"; 247; 3; <; 1
710; "arrival"; 242; 3; <; 1
711; "departure"; 242; 3; <; 1
712; "arrival"; 243; 3; <; 1
713; "departure"; 243; 3; <; 1
714; "arrival"; 244; 3; <; 1
715; "departure"; 244; 3; <; 1
716; "arrival"; 445; 3; <; 1
717; "departure"; 445; 3; <; 1
718; "arrival"; 446; 3; <; 1
719; "departure"; 446; 3; <; 1
720; "arrival"; 443; 3; <; 1
721; "departure"; 443; 3; <; 1
722; "arrival"; 156; 3; <; 1
723; "departure"; 156; 3; <; 1
724; "arrival"; 447; 3; <; 1
725; "departure"; 447; 3; <; 1
726; "arrival"; 163; 3; <; 1
727; "departure"; 163; 3; <; 1
728; "arrival"; 164; 3; <; 1
729; "departure"; 164; 3; <; 1
730; "arrival"; 492; 3; <; 1
731; "departure"; 492; 3; <; 1
732; "arrival"; 444; 3; <; 1
733; "departure"; 444; 3; <; 1
734; "arrival"; 440; 3; <; 1
735; "departure"; 440; 3; <; 1
736; "arrival"; 133; 3; <; 1
737; "departure"; 133; 3; <; 1
738; "arrival"; 497; 3; <; 1
739; "departure"; 77; 3; <; 2
740; "arrival"; 76; 3; <; 2
741; "departure"; 76; 3; <; 2
742; "arrival"; 200; 3; <; 2
743; "departure"; 200; 3; <; 2
744; "arrival"; 75; 3; <; 2
745; "departure"; 75; 3; <; 2
746; "arrival"; 495; 3; <; 2
747; "departure"; 495; 3; <; 2
748; "arrival"; 273; 3; <; 2
749; "departure"; 273; 3; <; 2
750; "arrival"; 248; 3; <; 2
751; "departure"; 248; 3; <; 2
752; "arrival"; 241; 3; <; 2
753; "departure"; 241; 3; <; 2
