event_id; type; stop_id; line_id; line_direction; period
112; "arrival"; 497; 190; >; 900
113; "arrival"; 494; 26; >; 900
114; "arrival"; 10; 194; >; 600
115; "arrival"; 133; 3; >; 1800
116; "departure"; 7; 203; <; 600
117; "departure"; 277; 20; <; 600
118; "departure"; 8; 203; >; 600
119; "arrival"; 163; 46; >; 300
120; "arrival"; 420; 196; >; 600
121; "arrival"; 397; 50; <; 1800
122; "departure"; 94; 206; <; 600
123; "departure"; 502; 14; <; 1800
124; "departure"; 21; 197; >; 600
125; "arrival"; 88; 205; >; 600
126; "departure"; 437; 66; <; 900
127; "arrival"; 41; 2; <; 900
128; "departure"; 204; 39; >; 1800
129; "departure"; 8; 206; >; 600
130; "departure"; 227; 210; <; 600
131; "departure"; 114; 202; >; 600
132; "departure"; 323; 60; >; 1800
133; "arrival"; 115; 202; >; 600
134; "departure"; 497; 191; <; 900
135; "arrival"; 262; 26; <; 900
136; "arrival"; 305; 62; <; 1800
137; "departure"; 374; 161; >; 1800
138; "arrival"; 450; 194; <; 600
139; "departure"; 492; 6; >; 450
140; "arrival"; 39; 107; <; 600
141; "arrival"; 293; 2; >; 900
142; "departure"; 7; 195; >; 600
143; "arrival"; 185; 17; <; 600
144; "arrival"; 238; 116; >; 1800
145; "arrival"; 167; 80; <; 900
146; "arrival"; 122; 192; <; 900
147; "arrival"; 444; 3; <; 1800
148; "arrival"; 233; 1; <; 1800
149; "arrival"; 232; 4; >; 360
150; "departure"; 133; 44; >; 900
151; "departure"; 137; 6; >; 450
152; "departure"; 38; 207; <; 600
153; "departure"; 306; 62; >; 1800
154; "departure"; 11; 194; >; 600
155; "arrival"; 264; 12; >; 1800
156; "arrival"; 408; 134; <; 1800
157; "departure"; 478; 199; >; 1200
158; "departure"; 26; 203; >; 600
159; "arrival"; 134; 101; <; 300
160; "departure"; 59; 208; <; 600
161; "departure"; 219; 128; >; 900
162; "arrival"; 7; 195; <; 600
163; "arrival"; 519; 87; <; 900
164; "arrival"; 77; 3; >; 1800
165; "arrival"; 462; 204; <; 600
166; "arrival"; 448; 197; >; 600
167; "departure"; 252; 29; <; 600
168; "arrival"; 432; 194; <; 600
169; "arrival"; 373; 89; >; 1800
170; "departure"; 202; 1; <; 1800
171; "departure"; 94; 206; >; 600
172; "arrival"; 388; 4; >; 360
173; "arrival"; 307; 108; >; 1800
174; "arrival"; 135; 6; <; 450
175; "departure"; 151; 11; <; 300
176; "arrival"; 310; 54; >; 900
177; "departure"; 27; 108; <; 1800
178; "departure"; 450; 207; >; 600
179; "arrival"; 200; 3; >; 1800
180; "departure"; 516; 191; <; 900
181; "departure"; 464; 39; >; 1800
182; "arrival"; 195; 204; >; 600
183; "departure"; 366; 209; >; 900
184; "arrival"; 463; 17; <; 600
185; "arrival"; 440; 190; >; 900
186; "departure"; 362; 199; <; 1200
187; "arrival"; 572; 20; >; 600
188; "departure"; 367; 138; <; 1800
189; "arrival"; 110; 211; <; 900
190; "arrival"; 41; 51; <; 300
191; "arrival"; 517; 116; <; 1800
192; "arrival"; 162; 17; >; 600
193; "departure"; 478; 202; <; 600
194; "arrival"; 320; 154; >; 600
195; "arrival"; 79; 203; <; 600
196; "departure"; 66; 205; <; 600
197; "arrival"; 405; 2; <; 900
198; "arrival"; 284; 19; >; 900
199; "departure"; 118; 209; <; 900
200; "arrival"; 436; 174; >; 1800
201; "departure"; 67; 200; >; 600
202; "arrival"; 455; 85; >; 600
203; "arrival"; 358; 42; >; 1800
204; "departure"; 298; 204; <; 600
205; "arrival"; 556; 207; <; 600
206; "arrival"; 496; 195; >; 600
207; "departure"; 497; 101; >; 300
208; "arrival"; 105; 195; <; 600
209; "arrival"; 83; 206; >; 600
210; "departure"; 109; 211; <; 900
211; "departure"; 54; 201; <; 600
212; "arrival"; 301; 74; <; 1800
213; "departure"; 422; 145; <; 1800
214; "arrival"; 464; 29; <; 600
215; "arrival"; 63; 200; <; 600
216; "arrival"; 428; 159; <; 900
217; "departure"; 6; 206; <; 600
218; "arrival"; 83; 203; >; 600
219; "departure"; 564; 4; >; 360
220; "departure"; 497; 46; >; 300
221; "arrival"; 138; 121; <; 300
222; "arrival"; 575; 131; >; 1800
223; "arrival"; 95; 206; >; 600
224; "arrival"; 156; 6; <; 450
225; "departure"; 481; 204; >; 600
226; "arrival"; 65; 205; <; 600
227; "departure"; 458; 207; >; 600
228; "departure"; 423; 93; >; 1800
229; "departure"; 351; 76; <; 1800
230; "arrival"; 566; 125; >; 1800
231; "departure"; 548; 151; >; 1800
232; "departure"; 220; 1; <; 1800
233; "departure"; 112; 198; <; 1200
234; "arrival"; 340; 37; >; 1800
235; "arrival"; 20; 136; <; 1800
236; "departure"; 441; 191; <; 900
237; "departure"; 455; 29; >; 600
238; "arrival"; 462; 199; <; 1200
239; "departure"; 554; 188; <; 900
240; "departure"; 42; 2; >; 900
241; "arrival"; 60; 208; <; 600
242; "departure"; 164; 6; >; 450
243; "arrival"; 389; 36; >; 900
244; "departure"; 517; 210; >; 600
245; "arrival"; 473; 4; <; 360
246; "arrival"; 282; 19; <; 900
247; "departure"; 64; 200; <; 600
248; "arrival"; 113; 198; <; 1200
249; "arrival"; 502; 27; >; 1800
250; "arrival"; 103; 34; >; 360
251; "departure"; 2; 206; >; 600
252; "departure"; 111; 196; <; 600
253; "departure"; 243; 3; <; 1800
254; "departure"; 262; 95; <; 360
255; "arrival"; 297; 204; <; 600
256; "arrival"; 533; 196; <; 600
257; "arrival"; 222; 1; <; 1800
258; "arrival"; 500; 19; <; 900
259; "arrival"; 199; 100; <; 1800
260; "departure"; 462; 61; >; 900
261; "departure"; 464; 39; <; 1800
262; "departure"; 331; 104; >; 1800
263; "departure"; 464; 199; >; 1200
264; "arrival"; 482; 204; >; 600
265; "arrival"; 71; 200; >; 600
266; "arrival"; 332; 104; >; 1800
267; "departure"; 209; 82; <; 450
268; "departure"; 476; 191; <; 900
269; "departure"; 44; 201; >; 600
270; "arrival"; 373; 110; >; 1800
271; "arrival"; 477; 199; <; 1200
272; "arrival"; 7; 34; >; 360
273; "arrival"; 52; 207; >; 600
274; "departure"; 493; 25; <; 1800
275; "arrival"; 309; 54; <; 900
276; "departure"; 415; 65; >; 900
277; "arrival"; 119; 200; >; 600
278; "departure"; 514; 20; <; 600
279; "arrival"; 478; 198; >; 1200
280; "arrival"; 443; 3; >; 1800
281; "arrival"; 300; 74; >; 1800
282; "departure"; 506; 206; >; 600
283; "departure"; 464; 207; <; 600
284; "departure"; 492; 11; >; 300
285; "departure"; 23; 197; <; 600
286; "departure"; 297; 204; >; 600
287; "arrival"; 36; 133; >; 600
288; "arrival"; 81; 203; <; 600
289; "arrival"; 450; 195; >; 600
290; "arrival"; 78; 195; >; 600
291; "arrival"; 332; 71; <; 1800
292; "arrival"; 423; 118; <; 900
293; "arrival"; 331; 88; >; 1800
294; "departure"; 520; 188; >; 900
295; "departure"; 259; 12; >; 1800
296; "departure"; 564; 205; >; 600
297; "arrival"; 7; 197; <; 600
298; "arrival"; 539; 134; >; 1800
299; "departure"; 106; 210; <; 600
300; "departure"; 475; 12; <; 1800
301; "departure"; 103; 34; <; 360
302; "departure"; 562; 210; >; 600
303; "departure"; 571; 19; <; 900
304; "departure"; 481; 202; <; 600
305; "departure"; 550; 1; <; 1800
306; "arrival"; 317; 105; <; 1800
307; "arrival"; 493; 12; <; 1800
308; "departure"; 406; 27; >; 1800
309; "departure"; 440; 44; <; 900
310; "departure"; 460; 70; >; 900
311; "departure"; 497; 188; <; 900
312; "arrival"; 464; 198; >; 1200
313; "arrival"; 92; 204; >; 600
314; "arrival"; 287; 14; >; 1800
315; "arrival"; 359; 42; <; 1800
316; "arrival"; 517; 2; >; 900
317; "departure"; 481; 198; >; 1200
318; "arrival"; 433; 36; >; 900
319; "departure"; 463; 201; >; 600
320; "arrival"; 76; 195; <; 600
321; "arrival"; 478; 49; >; 900
322; "departure"; 538; 149; >; 1800
323; "departure"; 450; 200; >; 600
324; "arrival"; 470; 71; <; 1800
325; "arrival"; 471; 202; <; 600
326; "arrival"; 156; 66; >; 900
327; "arrival"; 527; 51; <; 300
328; "departure"; 385; 4; >; 360
329; "departure"; 523; 198; <; 1200
330; "departure"; 206; 63; <; 1800
331; "arrival"; 208; 141; <; 1800
332; "departure"; 260; 9; >; 1800
333; "arrival"; 428; 184; <; 900
334; "departure"; 167; 102; <; 1800
335; "arrival"; 437; 66; >; 900
336; "departure"; 66; 12; >; 1800
337; "departure"; 72; 199; >; 1200
338; "arrival"; 415; 65; <; 900
339; "departure"; 15; 194; <; 600
340; "departure"; 221; 1; >; 1800
341; "arrival"; 216; 1; <; 1800
342; "departure"; 439; 187; <; 900
343; "arrival"; 500; 206; <; 600
344; "departure"; 189; 68; <; 1800
345; "arrival"; 284; 18; >; 600
346; "arrival"; 48; 199; <; 1200
347; "arrival"; 199; 79; >; 1800
348; "arrival"; 289; 14; <; 1800
349; "departure"; 425; 86; >; 1800
350; "arrival"; 369; 118; >; 900
351; "departure"; 71; 196; <; 600
352; "arrival"; 193; 18; <; 600
353; "departure"; 369; 93; >; 1800
354; "arrival"; 82; 54; >; 900
355; "arrival"; 58; 200; >; 600
356; "arrival"; 423; 187; <; 900
357; "arrival"; 228; 82; >; 450
358; "departure"; 74; 203; >; 600
359; "departure"; 480; 200; >; 600
360; "departure"; 557; 209; >; 900
361; "departure"; 505; 2; <; 900
362; "arrival"; 258; 25; <; 1800
363; "departure"; 434; 206; <; 600
364; "departure"; 480; 198; <; 1200
365; "departure"; 333; 115; <; 1800
366; "arrival"; 350; 28; >; 1800
367; "departure"; 77; 3; <; 1800
368; "departure"; 544; 14; >; 1800
369; "departure"; 462; 189; >; 900
370; "departure"; 348; 28; >; 1800
371; "departure"; 476; 205; >; 600
372; "arrival"; 492; 3; >; 1800
373; "departure"; 435; 101; <; 300
374; "departure"; 164; 11; >; 300
375; "arrival"; 352; 37; <; 1800
376; "arrival"; 164; 3; >; 1800
377; "arrival"; 516; 34; >; 360
378; "arrival"; 7; 34; <; 360
379; "arrival"; 446; 197; <; 600
380; "arrival"; 112; 198; >; 1200
381; "departure"; 476; 191; >; 900
382; "arrival"; 339; 38; >; 1800
383; "departure"; 460; 200; <; 600
384; "departure"; 567; 73; >; 1800
385; "departure"; 441; 121; <; 300
386; "departure"; 476; 205; <; 600
387; "departure"; 129; 115; <; 1800
388; "departure"; 522; 132; >; 900
389; "departure"; 150; 70; <; 900
390; "departure"; 442; 197; >; 600
391; "arrival"; 573; 27; >; 1800
392; "arrival"; 493; 203; >; 600
393; "arrival"; 520; 189; <; 900
394; "departure"; 232; 4; <; 360
395; "departure"; 497; 68; <; 1800
396; "arrival"; 161; 142; <; 900
397; "departure"; 450; 66; >; 900
398; "departure"; 444; 46; <; 300
399; "departure"; 120; 188; >; 900
400; "arrival"; 540; 65; <; 900
401; "arrival"; 388; 4; <; 360
402; "arrival"; 374; 161; <; 1800
403; "arrival"; 453; 187; <; 900
404; "departure"; 392; 202; >; 600
405; "arrival"; 78; 203; >; 600
406; "departure"; 196; 79; <; 1800
407; "departure"; 122; 53; <; 1800
408; "arrival"; 157; 29; <; 600
409; "arrival"; 535; 49; >; 900
410; "departure"; 470; 106; >; 1800
411; "arrival"; 441; 189; <; 900
412; "arrival"; 60; 200; <; 600
413; "departure"; 469; 202; >; 600
414; "departure"; 478; 204; >; 600
415; "departure"; 526; 53; <; 1800
416; "arrival"; 487; 9; >; 1800
417; "arrival"; 8; 197; >; 600
418; "departure"; 260; 9; <; 1800
419; "departure"; 492; 3; <; 1800
420; "departure"; 128; 69; <; 1800
421; "arrival"; 361; 42; >; 1800
422; "arrival"; 423; 86; >; 1800
423; "arrival"; 42; 14; >; 1800
424; "departure"; 377; 89; <; 1800
425; "arrival"; 54; 201; >; 600
426; "arrival"; 109; 211; >; 900
427; "departure"; 264; 25; >; 1800
428; "arrival"; 167; 80; >; 900
429; "arrival"; 93; 204; <; 600
430; "arrival"; 337; 38; <; 1800
431; "departure"; 206; 95; <; 360
432; "departure"; 71; 202; <; 600
433; "departure"; 561; 34; >; 360
434; "arrival"; 514; 201; >; 600
435; "arrival"; 491; 65; <; 900
436; "departure"; 74; 195; >; 600
437; "departure"; 516; 34; <; 360
438; "arrival"; 266; 78; >; 1800
439; "arrival"; 201; 205; <; 600
440; "arrival"; 362; 200; >; 600
441; "arrival"; 43; 14; <; 1800
442; "departure"; 527; 191; >; 900
443; "arrival"; 535; 50; <; 1800
444; "arrival"; 397; 49; >; 900
445; "departure"; 573; 27; <; 1800
446; "departure"; 14; 194; >; 600
447; "arrival"; 164; 44; >; 900
448; "departure"; 447; 66; >; 900
449; "arrival"; 522; 132; <; 900
450; "arrival"; 521; 112; >; 1800
451; "departure"; 204; 39; <; 1800
452; "arrival"; 419; 109; >; 900
453; "arrival"; 72; 209; >; 900
454; "arrival"; 351; 38; >; 1800
455; "arrival"; 62; 205; <; 600
456; "departure"; 138; 39; >; 1800
457; "arrival"; 462; 200; <; 600
458; "departure"; 441; 206; >; 600
459; "arrival"; 290; 2; >; 900
460; "departure"; 520; 210; >; 600
461; "arrival"; 154; 11; >; 300
462; "departure"; 450; 194; >; 600
463; "departure"; 486; 12; >; 1800
464; "arrival"; 468; 207; >; 600
465; "arrival"; 462; 187; >; 900
466; "departure"; 477; 200; <; 600
467; "departure"; 507; 2; >; 900
468; "arrival"; 436; 67; <; 360
469; "departure"; 437; 198; <; 1200
470; "arrival"; 278; 72; >; 1800
471; "arrival"; 76; 203; <; 600
472; "departure"; 66; 205; >; 600
473; "departure"; 161; 87; <; 900
474; "arrival"; 447; 66; <; 900
475; "departure"; 265; 78; <; 1800
476; "departure"; 11; 195; >; 600
477; "arrival"; 33; 90; >; 1800
478; "departure"; 414; 177; <; 1800
479; "arrival"; 14; 208; >; 600
480; "arrival"; 187; 17; >; 600
481; "arrival"; 572; 21; <; 1800
482; "departure"; 519; 103; >; 1800
483; "arrival"; 295; 2; <; 900
484; "departure"; 366; 209; <; 900
485; "arrival"; 469; 144; <; 1800
486; "arrival"; 504; 27; <; 1800
487; "departure"; 27; 186; >; 1800
488; "arrival"; 420; 89; <; 1800
489; "arrival"; 523; 198; >; 1200
490; "arrival"; 494; 26; <; 900
491; "arrival"; 121; 191; <; 900
492; "arrival"; 527; 72; <; 1800
493; "departure"; 12; 208; <; 600
494; "departure"; 192; 19; >; 900
495; "departure"; 5; 194; <; 600
496; "arrival"; 142; 175; >; 1800
497; "arrival"; 38; 207; >; 600
498; "arrival"; 312; 54; <; 900
499; "departure"; 520; 194; <; 600
500; "departure"; 286; 21; >; 1800
501; "departure"; 228; 63; <; 1800
502; "arrival"; 11; 195; <; 600
503; "arrival"; 439; 189; >; 900
504; "arrival"; 497; 189; <; 900
505; "arrival"; 479; 204; <; 600
506; "departure"; 256; 12; <; 1800
507; "departure"; 323; 60; <; 1800
508; "departure"; 159; 120; >; 1800
509; "arrival"; 116; 196; >; 600
510; "departure"; 32; 90; <; 1800
511; "departure"; 120; 188; <; 900
512; "arrival"; 562; 210; <; 600
513; "arrival"; 523; 49; <; 900
514; "arrival"; 371; 86; <; 1800
515; "departure"; 65; 200; >; 600
516; "departure"; 122; 72; >; 1800
517; "departure"; 318; 105; >; 1800
518; "arrival"; 423; 156; <; 1800
519; "departure"; 463; 199; >; 1200
520; "departure"; 48; 200; <; 600
521; "arrival"; 146; 38; >; 1800
522; "departure"; 498; 203; <; 600
523; "departure"; 464; 204; >; 600
524; "arrival"; 148; 120; <; 1800
525; "departure"; 218; 87; >; 900
526; "arrival"; 156; 11; <; 300
527; "departure"; 91; 206; >; 600
528; "departure"; 181; 18; <; 600
529; "arrival"; 66; 208; >; 600
530; "arrival"; 74; 9; <; 1800
531; "arrival"; 374; 110; <; 1800
532; "departure"; 506; 206; <; 600
533; "arrival"; 450; 39; <; 1800
534; "arrival"; 359; 36; >; 900
535; "arrival"; 497; 192; >; 900
536; "arrival"; 447; 3; <; 1800
537; "arrival"; 482; 199; >; 1200
538; "departure"; 129; 152; <; 1800
539; "arrival"; 45; 201; >; 600
540; "arrival"; 195; 204; <; 600
541; "departure"; 228; 67; >; 360
542; "arrival"; 462; 187; <; 900
543; "departure"; 544; 2; >; 900
544; "departure"; 423; 189; >; 900
545; "departure"; 487; 205; >; 600
546; "departure"; 401; 73; >; 1800
547; "departure"; 134; 101; >; 300
548; "arrival"; 566; 125; <; 1800
549; "arrival"; 351; 76; >; 1800
550; "departure"; 480; 200; <; 600
551; "arrival"; 207; 80; >; 900
552; "arrival"; 501; 204; >; 600
553; "departure"; 437; 204; <; 600
554; "arrival"; 575; 131; <; 1800
555; "departure"; 217; 1; >; 1800
556; "departure"; 527; 192; >; 900
557; "arrival"; 158; 29; >; 600
558; "arrival"; 73; 203; >; 600
559; "arrival"; 202; 1; >; 1800
560; "arrival"; 476; 200; >; 600
561; "arrival"; 470; 157; <; 900
562; "departure"; 207; 1; <; 1800
563; "departure"; 51; 207; >; 600
564; "arrival"; 69; 204; <; 600
565; "arrival"; 114; 209; <; 900
566; "arrival"; 440; 68; <; 1800
567; "departure"; 257; 12; <; 1800
568; "departure"; 66; 208; <; 600
569; "arrival"; 537; 28; >; 1800
570; "departure"; 133; 46; >; 300
571; "arrival"; 191; 19; >; 900
572; "arrival"; 513; 20; <; 600
573; "departure"; 19; 197; <; 600
574; "departure"; 166; 102; >; 1800
575; "arrival"; 437; 29; >; 600
576; "departure"; 282; 18; <; 600
577; "arrival"; 258; 25; >; 1800
578; "departure"; 122; 193; >; 1800
579; "departure"; 91; 204; >; 600
580; "arrival"; 516; 192; >; 900
581; "arrival"; 515; 21; >; 1800
582; "arrival"; 414; 177; >; 1800
583; "arrival"; 502; 2; <; 900
584; "departure"; 501; 205; >; 600
585; "departure"; 520; 128; >; 900
586; "departure"; 294; 195; <; 600
587; "departure"; 166; 79; >; 1800
588; "departure"; 488; 65; >; 900
589; "departure"; 80; 203; <; 600
590; "arrival"; 563; 210; >; 600
591; "arrival"; 261; 12; >; 1800
592; "departure"; 548; 149; >; 1800
593; "departure"; 544; 51; <; 300
594; "arrival"; 481; 200; >; 600
595; "departure"; 336; 37; <; 1800
596; "departure"; 483; 199; >; 1200
597; "arrival"; 76; 3; <; 1800
598; "arrival"; 6; 194; <; 600
599; "arrival"; 231; 4; <; 360
600; "arrival"; 163; 11; >; 300
601; "arrival"; 462; 81; >; 300
602; "departure"; 460; 201; <; 600
603; "arrival"; 493; 12; >; 1800
604; "departure"; 101; 201; >; 600
605; "arrival"; 234; 1; >; 1800
606; "arrival"; 31; 90; <; 1800
607; "departure"; 533; 198; <; 1200
608; "arrival"; 298; 204; >; 600
609; "arrival"; 441; 187; >; 900
610; "departure"; 554; 191; <; 900
611; "departure"; 184; 17; >; 600
612; "departure"; 151; 11; >; 300
613; "arrival"; 201; 193; <; 1800
614; "arrival"; 314; 60; <; 1800
615; "departure"; 448; 66; >; 900
616; "departure"; 11; 194; <; 600
617; "arrival"; 401; 73; <; 1800
618; "departure"; 43; 27; <; 1800
619; "departure"; 7; 194; >; 600
620; "arrival"; 317; 105; >; 1800
621; "arrival"; 163; 46; <; 300
622; "arrival"; 462; 188; >; 900
623; "arrival"; 27; 186; <; 1800
624; "arrival"; 150; 70; >; 900
625; "arrival"; 458; 207; <; 600
626; "arrival"; 543; 107; <; 600
627; "departure"; 181; 70; <; 900
628; "departure"; 324; 60; <; 1800
629; "arrival"; 497; 6; <; 450
630; "departure"; 487; 200; <; 600
631; "arrival"; 53; 202; <; 600
632; "departure"; 450; 34; >; 360
633; "departure"; 405; 14; <; 1800
634; "departure"; 486; 9; <; 1800
635; "arrival"; 341; 38; <; 1800
636; "departure"; 441; 191; >; 900
637; "departure"; 197; 79; <; 1800
638; "arrival"; 275; 70; >; 900
639; "departure"; 517; 148; >; 900
640; "arrival"; 362; 202; <; 600
641; "departure"; 351; 38; <; 1800
642; "arrival"; 479; 198; <; 1200
643; "arrival"; 146; 76; >; 1800
644; "departure"; 26; 205; >; 600
645; "departure"; 164; 6; <; 450
646; "departure"; 119; 209; >; 900
647; "arrival"; 368; 36; >; 900
648; "departure"; 540; 139; >; 1800
649; "arrival"; 24; 197; >; 600
650; "arrival"; 352; 28; <; 1800
651; "arrival"; 334; 115; <; 1800
652; "departure"; 462; 66; >; 900
653; "departure"; 382; 4; >; 360
654; "arrival"; 166; 102; <; 1800
655; "arrival"; 292; 148; >; 900
656; "departure"; 437; 199; <; 1200
657; "arrival"; 103; 204; <; 600
658; "departure"; 474; 200; >; 600
659; "departure"; 477; 200; >; 600
660; "departure"; 513; 20; >; 600
661; "arrival"; 389; 36; <; 900
662; "departure"; 239; 116; <; 1800
663; "arrival"; 484; 43; >; 900
664; "departure"; 577; 86; >; 1800
665; "departure"; 22; 203; >; 600
666; "arrival"; 435; 206; <; 600
667; "arrival"; 209; 63; <; 1800
668; "arrival"; 460; 208; <; 600
669; "departure"; 529; 20; >; 600
670; "departure"; 473; 4; >; 360
671; "arrival"; 406; 14; >; 1800
672; "arrival"; 468; 201; <; 600
673; "arrival"; 280; 21; >; 1800
674; "arrival"; 529; 53; >; 1800
675; "departure"; 376; 204; <; 600
676; "departure"; 209; 82; >; 450
677; "departure"; 520; 210; <; 600
678; "departure"; 487; 12; >; 1800
679; "arrival"; 450; 197; <; 600
680; "departure"; 362; 200; <; 600
681; "departure"; 156; 3; <; 1800
682; "arrival"; 111; 196; >; 600
683; "arrival"; 222; 1; >; 1800
684; "departure"; 268; 78; <; 1800
685; "arrival"; 349; 28; >; 1800
686; "arrival"; 520; 195; <; 600
687; "arrival"; 97; 206; <; 600
688; "arrival"; 390; 179; >; 1800
689; "departure"; 520; 205; >; 600
690; "arrival"; 283; 20; >; 600
691; "departure"; 576; 106; >; 1800
692; "departure"; 156; 66; <; 900
693; "arrival"; 476; 12; >; 1800
694; "departure"; 459; 21; >; 1800
695; "arrival"; 62; 208; >; 600
696; "arrival"; 1; 159; <; 900
697; "arrival"; 8; 206; <; 600
698; "arrival"; 440; 46; <; 300
699; "departure"; 48; 201; <; 600
700; "arrival"; 276; 19; >; 900
701; "arrival"; 324; 60; >; 1800
702; "arrival"; 66; 12; <; 1800
703; "departure"; 457; 85; >; 600
704; "arrival"; 489; 65; <; 900
705; "departure"; 136; 6; <; 450
706; "departure"; 420; 188; <; 900
707; "arrival"; 420; 189; >; 900
708; "departure"; 286; 21; <; 1800
709; "departure"; 26; 205; <; 600
710; "arrival"; 429; 145; <; 1800
711; "departure"; 107; 211; >; 900
712; "departure"; 247; 3; >; 1800
713; "arrival"; 354; 43; >; 900
714; "departure"; 554; 191; >; 900
715; "departure"; 231; 4; >; 360
716; "arrival"; 71; 202; >; 600
717; "arrival"; 465; 39; >; 1800
718; "departure"; 516; 190; <; 900
719; "arrival"; 516; 190; >; 900
720; "departure"; 454; 73; >; 1800
721; "departure"; 91; 204; <; 600
722; "departure"; 17; 206; >; 600
723; "arrival"; 497; 191; >; 900
724; "arrival"; 63; 205; >; 600
725; "departure"; 448; 203; >; 600
726; "arrival"; 375; 109; >; 900
727; "arrival"; 445; 3; <; 1800
728; "arrival"; 368; 93; >; 1800
729; "arrival"; 435; 121; >; 300
730; "departure"; 29; 108; >; 1800
731; "arrival"; 450; 66; <; 900
732; "arrival"; 496; 96; <; 1800
733; "departure"; 54; 202; <; 600
734; "departure"; 302; 62; <; 1800
735; "arrival"; 69; 198; >; 1200
736; "arrival"; 69; 199; <; 1200
737; "departure"; 450; 198; <; 1200
738; "departure"; 76; 3; >; 1800
