event_id; type; stop_id; line_id; line_direction; period
113; "arrival"; 23; 2; <; 30
114; "arrival"; 34; 7; >; 30
115; "departure"; 4; 7; <; 30
116; "departure"; 12; 4; >; 30
117; "arrival"; 7; 1; <; 30
118; "departure"; 21; 2; <; 30
119; "arrival"; 34; 6; <; 60
120; "departure"; 14; 1; >; 30
121; "arrival"; 24; 2; >; 30
122; "arrival"; 27; 3; <; 30
123; "departure"; 22; 9; >; 60
124; "departure"; 33; 3; <; 30
125; "departure"; 21; 4; >; 30
126; "departure"; 12; 6; <; 60
127; "departure"; 15; 1; <; 30
128; "departure"; 29; 2; >; 30
129; "arrival"; 21; 2; >; 30
130; "arrival"; 34; 9; <; 60
131; "arrival"; 8; 1; <; 30
132; "departure"; 16; 4; >; 30
133; "arrival"; 2; 6; <; 60
134; "arrival"; 4; 7; >; 30
135; "departure"; 20; 13; >; 60
136; "arrival"; 25; 2; >; 30
137; "departure"; 22; 2; <; 30
138; "arrival"; 16; 6; >; 60
139; "arrival"; 13; 1; >; 30
140; "departure"; 26; 2; <; 30
141; "arrival"; 12; 6; >; 60
142; "arrival"; 20; 4; <; 30
143; "departure"; 34; 6; >; 60
144; "departure"; 19; 4; >; 30
145; "departure"; 19; 4; <; 30
146; "arrival"; 7; 1; >; 30
147; "departure"; 2; 7; <; 30
148; "arrival"; 21; 13; >; 60
149; "departure"; 19; 3; >; 30
150; "departure"; 12; 1; <; 30
151; "arrival"; 1; 9; >; 60
152; "departure"; 31; 3; <; 30
153; "arrival"; 2; 6; >; 60
154; "departure"; 12; 1; >; 30
155; "arrival"; 5; 1; <; 30
156; "departure"; 1; 6; <; 60
157; "departure"; 19; 3; <; 30
158; "departure"; 20; 9; >; 60
159; "departure"; 20; 4; <; 30
160; "departure"; 16; 6; >; 60
161; "arrival"; 8; 1; >; 30
162; "departure"; 2; 6; <; 60
163; "departure"; 12; 6; >; 60
164; "departure"; 34; 9; <; 60
165; "departure"; 7; 1; >; 30
166; "departure"; 8; 1; <; 30
167; "departure"; 22; 4; >; 30
168; "arrival"; 19; 7; >; 30
169; "arrival"; 20; 3; >; 30
170; "arrival"; 34; 7; <; 30
171; "departure"; 5; 1; <; 30
172; "departure"; 21; 2; >; 30
173; "arrival"; 11; 1; <; 30
174; "arrival"; 17; 6; <; 60
175; "arrival"; 27; 2; <; 30
176; "arrival"; 28; 3; >; 30
177; "departure"; 25; 2; >; 30
178; "arrival"; 17; 6; >; 60
179; "departure"; 2; 6; >; 60
180; "arrival"; 28; 2; >; 30
181; "arrival"; 12; 1; <; 30
182; "departure"; 20; 4; >; 30
183; "departure"; 18; 4; <; 30
184; "departure"; 21; 7; <; 30
185; "arrival"; 6; 1; >; 30
186; "arrival"; 2; 7; <; 30
187; "arrival"; 2; 9; >; 60
188; "arrival"; 18; 6; <; 60
189; "arrival"; 33; 3; >; 30
190; "arrival"; 29; 3; >; 30
191; "departure"; 32; 3; >; 30
192; "departure"; 2; 7; >; 30
193; "departure"; 5; 1; >; 30
194; "departure"; 6; 1; <; 30
195; "departure"; 21; 9; >; 60
196; "arrival"; 16; 4; >; 30
197; "arrival"; 11; 1; >; 30
198; "departure"; 21; 9; <; 60
199; "arrival"; 22; 9; <; 60
200; "arrival"; 25; 2; <; 30
201; "arrival"; 9; 1; <; 30
202; "arrival"; 2; 9; <; 60
203; "arrival"; 29; 3; <; 30
204; "arrival"; 3; 7; >; 30
205; "arrival"; 26; 2; >; 30
206; "arrival"; 20; 7; >; 30
207; "arrival"; 34; 1; <; 30
208; "departure"; 23; 2; >; 30
209; "arrival"; 19; 3; >; 30
210; "arrival"; 12; 1; >; 30
211; "arrival"; 19; 4; >; 30
212; "arrival"; 26; 2; <; 30
213; "arrival"; 30; 3; <; 30
214; "arrival"; 34; 6; >; 60
215; "departure"; 18; 6; <; 60
216; "departure"; 2; 9; >; 60
217; "arrival"; 12; 6; <; 60
218; "departure"; 11; 1; >; 30
219; "departure"; 26; 2; >; 30
220; "departure"; 20; 7; >; 30
221; "arrival"; 29; 2; >; 30
222; "departure"; 11; 6; >; 60
223; "arrival"; 31; 3; <; 30
224; "arrival"; 20; 13; <; 60
225; "departure"; 25; 2; <; 30
226; "arrival"; 19; 3; <; 30
227; "arrival"; 20; 9; >; 60
228; "departure"; 9; 1; <; 30
229; "departure"; 29; 3; >; 30
230; "departure"; 6; 1; >; 30
231; "departure"; 33; 3; >; 30
232; "departure"; 29; 3; <; 30
233; "arrival"; 22; 7; <; 30
234; "arrival"; 19; 4; <; 30
235; "departure"; 3; 7; >; 30
236; "departure"; 2; 9; <; 60
